,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.5,q_0.75,q_0.9,q_0.95,q_0.99
2020-09-27,-79.32734269310386,-7022.198382898141,-4988.312059160407,-3904.05478644553,-2092.308997303475,-79.32734269310386,1933.6542766494604,3745.4004419814537,4829.657714696331,6863.5440384340645
2020-10-04,-79.6838964650859,-7053.761161078107,-5010.7330986171055,-3921.6023988181896,-2101.7133292754493,-79.6838964650859,1942.345500918952,3762.234948342497,4851.365648141413,6894.393710602414
2020-10-11,-79.96326647791311,-7078.491494727314,-5028.30062018839,-3935.3514517769777,-2109.081890626061,-79.96326647791311,1949.1553221197055,3775.4252624762685,4868.374430887681,6918.565305426605
2020-10-18,-80.25459995065162,-7104.280855264236,-5046.62043560085,-3949.6892803249075,-2116.7659958227355,-80.25459995065162,1956.2567602413803,3789.180425330774,4886.111580606716,6943.7720002701035
2020-10-25,-80.43175623880492,-7119.963047027588,-5057.7604891883,-3958.407936859131,-2121.4386053297258,-80.43175623880492,1960.5750570933026,3797.544770050049,4896.897322379218,6959.099880218506
2020-11-01,-80.74789178116686,-7147.9479311669575,-5077.639924005551,-3973.966386637267,-2129.7768808498104,-80.74789178116686,1968.281061388114,3812.470950102105,4916.144487470388,6986.452494631795
2020-11-08,-81.03372402826365,-7173.250313362066,-5095.613807873134,-3988.0334751658193,-2137.315887729617,-81.03372402826365,1975.24840364665,3825.9663753648742,4933.546708072189,7011.18321356112
2020-11-15,-81.34601621699613,-7200.894976957984,-5115.251562500345,-4003.4027762516685,-2145.5527923590894,-81.34601621699613,1982.860723759817,3840.7110934153843,4952.559879664062,7038.2032941217
2020-11-22,-81.63536861075237,-7226.50896883697,-5133.446802453172,-4017.6431070060185,-2153.184645340597,-81.63536861075237,1989.9138718251702,3854.372720625761,4970.176416072914,7063.238582456713
2020-11-29,-81.88754925666643,-7248.832451054028,-5149.3045850838935,-4030.0540491138186,-2159.836069887025,-81.88754925666643,1996.0609349676542,3866.2793025255205,4985.529838495595,7085.05770446573
2020-12-06,-82.18179298226609,-7274.879432384004,-5167.807404854619,-4044.5351042747498,-2167.5969348494887,-82.18179298226609,2003.233312348102,3880.1718714998124,5003.444172079681,7110.5161996090665
2020-12-13,-82.32283639036854,-7287.364847357844,-5176.676585513102,-4051.476483801721,-2171.3170442312535,-82.32283639036854,2006.671334850956,3886.8311648167355,5012.031266528116,7122.719528372859
2020-12-20,-82.4770249511812,-7301.013894781367,-5186.372367965591,-4059.0647953273533,-2175.3838653564453,-82.4770249511812,2010.4297787859723,3894.111099883393,5021.418672521631,7136.060199337406
2020-12-27,-82.75231664402722,-7325.383208245039,-5203.683434044322,-4072.613135844469,-2182.6448584298296,-82.75231664402722,2017.1401883512735,3907.1088581979275,5038.17915639778,7159.878930598497
2021-01-03,-82.88026617837363,-7336.70953007402,-5211.7292374643785,-4078.910107040405,-2186.019608583121,-82.88026617837363,2020.2590393789883,3913.1499308750545,5045.969061299028,7170.94935390867
2021-01-10,-82.89213802030132,-7337.7604467738165,-5212.47577012565,-4079.4943736971245,-2186.332735946734,-82.89213802030132,2020.548423053467,3913.7104538989397,5046.6918503274655,7171.976526975632
2021-01-17,-82.99140283754286,-7346.547546094778,-5218.717803050061,-4084.3796411436433,-2188.950908485724,-82.99140283754286,2022.9680659138428,3918.397192137582,5052.735354044,7180.565097088716
2021-01-24,-83.09374232373729,-7355.606820615562,-5225.153179249248,-4089.4162268574173,-2191.6501773692466,-83.09374232373729,2025.4626557794777,3923.2290993187876,5058.966051710619,7189.419693076932
2021-01-31,-83.25409387287078,-7369.801426797905,-5235.2365066253105,-4097.307846715787,-2195.8795512218603,-83.25409387287078,2029.3713264625346,3930.800016768027,5068.7286766775505,7203.293596850146
2021-02-07,-83.36337264577548,-7379.474979400636,-5242.108243433635,-4102.6859458923345,-2198.761848195394,-83.36337264577548,2032.0350658416749,3935.9595588684083,5075.381856409709,7212.74859237671
2021-02-14,-83.52414305066529,-7393.706663444342,-5252.217909561877,-4110.598179523518,-2203.0022696343476,-83.52414305066529,2035.9539463993729,3943.55025238075,5085.169982419108,7226.658736301573
2021-02-21,-83.7056204563644,-7409.771368268289,-5263.629686391667,-4119.529497657952,-2207.7888513583885,-83.7056204563644,2040.3775732313331,3952.118616483713,5096.218805217429,7242.360487094051
2021-02-28,-84.00203495394754,-7436.010510220247,-5282.26901001712,-4134.117386256948,-2215.6069718092876,-84.00203495394754,2047.602864555284,3966.113677361432,5114.265301121606,7268.006801324732
2021-03-07,-84.2439980149366,-7457.42951352875,-5297.48428402009,-4146.02547512426,-2221.9889010701863,-84.2439980149366,2053.5008675866316,3977.5378411466427,5128.9966500424725,7288.941879551132
2021-03-14,-84.36834072588432,-7468.436552893731,-5305.303280893449,-4152.144938342802,-2225.2685189677823,-84.36834072588432,2056.531800007051,3983.408619477672,5136.566962028319,7299.700234028601
2021-03-21,-84.40923058036238,-7472.05619601103,-5307.87454254505,-4154.157311714613,-2226.347014824549,-84.40923058036238,2057.528516136683,3985.3392133162574,5139.056444146694,7303.238097612674
