,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.5,q_0.75,q_0.9,q_0.95,q_0.99
2022-04-03,1663.7305789505122,-11387.78726138325,-7564.397446122738,-5526.162861779196,-2120.361911455426,1663.7305789505122,5447.82285264107,8853.624236395599,10891.859254169902,14715.248202568893
2022-04-10,1642.2002491559067,-11416.40081312014,-7590.936091675606,-5551.594949062556,-2143.9457128472523,1642.2002491559067,5428.346211159066,8835.99544737437,10875.336589987419,14700.801311431955
2022-04-17,1666.8842632675714,-11409.37338028171,-7578.736138874835,-5536.637979187749,-2124.381163244898,1666.8842632675714,5458.149472653866,8870.406722849066,10912.5053167885,14743.141689690678
2022-04-24,1671.574479637912,-11441.476646826817,-7600.060902140259,-5552.216763305448,-2130.3586672193865,1671.574479637912,5473.507408758094,8895.365940318388,10943.21051462743,14784.625388365524
2022-05-01,1674.6270720448579,-11462.370818855527,-7613.9399655531115,-5562.35609896763,-2134.2490811799025,1674.6270720448579,5483.503007134876,8911.610461192087,10963.194764047055,14811.624744810499
2022-05-08,1652.2136460334198,-11486.012879196305,-7637.222198255394,-5585.446072612643,-2157.018527394453,1652.2136460334198,5461.445819461293,8889.873364679483,10941.649490322234,14790.440171263144
2022-05-15,1651.6291459692377,-11481.949497150525,-7634.520394601993,-5583.470121381539,-2156.2554435942857,1651.6291459692377,5459.513735532761,8886.728413320014,10937.778686540467,14785.207789089
2022-05-22,1652.6749537086487,-11489.219840905931,-7639.354555185106,-5587.005561695099,-2157.620779533386,1652.6749537086487,5462.970686950684,8892.355469112395,10944.704462602404,14794.569748323227
2022-05-29,1652.612917849448,-11488.78857423563,-7639.067799509099,-5586.795844297494,-2157.539789706205,1652.612917849448,5462.765625405101,8892.02167999639,10944.293635207996,14794.014409934525
2022-06-05,1677.4563113752965,-11481.736199292844,-7626.8035211290035,-5571.753556412222,-2137.8548400633135,1677.4563113752965,5492.767244310631,8926.666397666091,10981.716799389424,14836.64860354016
2022-06-12,1656.517620845845,-11515.933652605927,-7657.1169691629575,-5599.996018541487,-2162.6375061712765,1656.517620845845,5475.672747862966,8913.031260233176,10970.152210854647,14828.968894297615
2022-06-19,1657.6499752165448,-11523.805659302458,-7662.351184457671,-5603.8240369626,-2164.115831545867,1657.6499752165448,5479.415781978957,8919.12398739569,10977.65113489076,14839.105609735547
2022-06-26,1658.7136021489682,-11531.199880185333,-7667.267712800399,-5607.419716544773,-2165.5044310196586,1658.7136021489682,5482.931635317595,8924.846920842709,10984.694917098335,14848.62708448327
2022-07-03,1659.4279894890722,-11536.16622470674,-7670.569909743932,-5609.834762548471,-2166.4370868732403,1659.4279894890722,5485.293065851384,8928.690741526616,10989.425888722077,14855.022203684885
2022-07-10,1686.5895377605639,-11544.250671528536,-7668.329087358096,-5602.090016592166,-2149.4947928303272,1686.5895377605639,5522.673648658498,8975.26931180625,11041.508821958098,14917.429527356706
2022-07-17,1665.8524243146055,-11580.82820975013,-7700.266333313971,-5631.553100459054,-2174.8243950037486,1665.8524243146055,5506.529243632959,8963.257949088265,11031.971181943181,14912.533058379342
2022-07-24,1666.9322656301354,-11588.33515129334,-7705.257811314021,-5635.203594116065,-2176.2341628808244,1666.9322656301354,5510.098694141095,8969.068125376336,11039.122342574292,14922.19968255361
2022-07-31,1665.451913184308,-11578.043899130314,-7698.415003431604,-5630.199139168922,-2174.301514727004,1665.451913184308,5505.20534109562,8961.102965537539,11029.31882980022,14908.94772549893
2022-08-07,1666.8265222937375,-11587.600034907713,-7704.769021406012,-5634.846119945332,-2176.096111523903,1666.8265222937375,5509.7491561113775,8968.499164532806,11038.422065993487,14921.253079495187
2022-08-14,1665.877193927765,-11581.000405456447,-7700.380828821206,-5631.636836202839,-2174.8567325374747,1665.877193927765,5506.611120393004,8963.391224058369,11032.135216676736,14912.754793311975
2022-08-21,1690.9135064354964,-11573.847071341106,-7687.988651241575,-5616.45229099478,-2155.005527922085,1690.9135064354964,5536.832320536886,8998.279524121965,11069.816324881145,14955.673863955906
2022-08-28,1666.5597871676648,-11585.745720787527,-7703.536060141719,-5633.944399598253,-2175.7478801615566,1666.5597871676648,5508.867454496886,8967.063973933582,11036.655634477049,14918.865295122856
2022-09-04,1665.9168598473073,-11581.276158694427,-7700.56418128411,-5631.770930153132,-2174.9085176825524,1665.9168598473073,5506.742237377167,8963.604649847746,11032.397900978725,14913.109878389041
2022-09-11,1666.3656731680717,-11584.396260985695,-7702.6387840840825,-5633.288181027931,-2175.494458036304,1666.3656731680717,5508.225804372448,8966.019527364075,11035.370130420226,14917.12760732184
2022-09-18,1666.6130478362406,-11586.115983269432,-7703.782253218092,-5634.124451731847,-2175.8174136926323,1666.6130478362406,5509.043509365113,8967.350547404329,11037.008348890573,14919.342078941912
2022-09-25,1664.625436200036,-11572.298319369185,-7694.594681292404,-5627.40516477161,-2173.2225222057764,1664.625436200036,5502.473394605849,8956.65603717168,11023.845553692476,14901.549191769258
