"REF_DATE","GEO","DGUID","Products and product groups","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-10","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","125.3","","","","1"
"2019-11","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","125.5","","","","1"
"2019-12","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","124.7","","","","1"
"2020-01","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","124.3","","","","1"
"2020-02","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","125.0","","","","1"
"2020-03","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","125.3","","","","1"
"2020-04","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","126.0","","","","1"
"2020-05","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","125.6","","","","1"
"2020-06","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","125.4","","","","1"
"2020-07","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","125.9","","","","1"
"2020-08","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","125.4","","","","1"
"2020-09","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","125.3","","","","1"
"2020-10","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","125.6","","","","1"
"2020-11","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","125.8","","","","1"
"2020-12","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","125.4","","","","1"
"2021-01","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","126.6","","","","1"
"2021-02","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","126.5","","","","1"
"2021-03","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","125.8","","","","1"
"2021-04","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","126.8","","","","1"
"2021-05","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","127.0","","","","1"
"2021-06","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","126.9","","","","1"
"2021-07","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","128.1","","","","1"
"2021-08","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","128.4","","","","1"
"2021-09","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","128.1","","","","1"
"2021-10","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","129.1","","","","1"
"2021-11","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","129.1","","","","1"
"2021-12","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","129.0","","","","1"
"2022-01","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","130.1","","","","1"
"2022-02","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","130.6","","","","1"
"2022-03","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","131.8","","","","1"
"2022-04","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","132.4","","","","1"
"2022-05","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","134.4","","","","1"
"2022-06","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","134.8","","","","1"
"2022-07","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","135.1","","","","1"
"2022-08","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","135.0","","","","1"
"2022-09","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","135.5","","","","1"
"2022-10","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","136.0","","","","1"
"2022-11","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","135.8","","","","1"
"2022-12","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","135.5","","","","1"
"2023-01","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","134.7","","","","1"
"2023-02","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","136.2","","","","1"
"2023-03","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","136.6","","","","1"
"2023-04","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","137.1","","","","1"
"2023-05","Ontario","2016A000235","Household operations, furnishings and equipment","2002=100","17","units","0","v41691965","14.96","136.8","","","","1"
"2017-01","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","88.2","","","","1"
"2017-02","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","89.3","","","","1"
"2017-03","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","91.0","","","","1"
"2017-04","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","90.2","","","","1"
"2017-05","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","90.3","","","","1"
"2017-06","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","89.2","","","","1"
"2017-07","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","88.9","","","","1"
"2017-08","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","89.7","","","","1"
"2017-09","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","90.6","","","","1"
"2017-10","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","91.7","","","","1"
"2017-11","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","91.6","","","","1"
"2017-12","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","88.1","","","","1"
"2018-01","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","87.6","","","","1"
"2018-02","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","88.5","","","","1"
"2018-03","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","90.5","","","","1"
"2018-04","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","91.7","","","","1"
"2018-05","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","90.6","","","","1"
"2018-06","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","89.5","","","","1"
"2018-07","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","88.8","","","","1"
"2018-08","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","90.1","","","","1"
"2018-09","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","91.9","","","","1"
"2018-10","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","93.8","","","","1"
"2018-11","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","92.6","","","","1"
"2018-12","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","88.9","","","","1"
"2019-01","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","89.0","","","","1"
"2019-02","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","91.1","","","","1"
"2019-03","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","92.3","","","","1"
"2019-04","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","92.6","","","","1"
"2019-05","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","92.0","","","","1"
"2019-06","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","90.4","","","","1"
"2019-07","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","90.2","","","","1"
"2019-08","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","90.6","","","","1"
"2019-09","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","94.3","","","","1"
"2019-10","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","95.2","","","","1"
"2019-11","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","93.9","","","","1"
"2019-12","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","90.7","","","","1"
"2020-01","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","90.7","","","","1"
"2020-02","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","92.4","","","","1"
"2020-03","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","93.9","","","","1"
"2020-04","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","89.3","","","","1"
"2020-05","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","88.0","","","","1"
"2020-06","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","88.5","","","","1"
"2020-07","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","88.8","","","","1"
"2020-08","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","89.7","","","","1"
"2020-09","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","90.6","","","","1"
"2020-10","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","91.1","","","","1"
"2020-11","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","91.5","","","","1"
"2020-12","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","88.9","","","","1"
"2021-01","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","88.3","","","","1"
"2021-02","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","89.1","","","","1"
"2021-03","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","89.5","","","","1"
"2021-04","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","90.7","","","","1"
"2021-05","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","90.8","","","","1"
"2021-06","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","89.1","","","","1"
"2021-07","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","89.2","","","","1"
"2021-08","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","89.8","","","","1"
"2021-09","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","90.9","","","","1"
"2021-10","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","92.7","","","","1"
"2021-11","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","93.8","","","","1"
"2021-12","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","90.2","","","","1"
"2022-01","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","90.9","","","","1"
"2022-02","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","91.6","","","","1"
"2022-03","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","91.3","","","","1"
"2022-04","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","92.3","","","","1"
"2022-05","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","94.2","","","","1"
"2022-06","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","92.4","","","","1"
"2022-07","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","91.1","","","","1"
"2022-08","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","91.9","","","","1"
"2022-09","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","93.5","","","","1"
"2022-10","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","95.4","","","","1"
"2022-11","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","94.2","","","","1"
"2022-12","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","91.5","","","","1"
"2023-01","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","90.9","","","","1"
"2023-02","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","92.9","","","","1"
"2023-03","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","93.8","","","","1"
"2023-04","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","93.8","","","","1"
"2023-05","Ontario","2016A000235","Clothing and footwear","2002=100","17","units","0","v41691980","14.139","94.4","","","","1"
"2017-01","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","134.0","","","","1"
"2017-02","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","133.0","","","","1"
"2017-03","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","131.7","","","","1"
"2017-04","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","134.3","","","","1"
"2017-05","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","133.6","","","","1"
"2017-06","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","132.9","","","","1"
"2017-07","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","132.7","","","","1"
"2017-08","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","132.8","","","","1"
"2017-09","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","134.5","","","","1"
"2017-10","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","134.8","","","","1"
"2017-11","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","136.5","","","","1"
"2017-12","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","137.0","","","","1"
"2018-01","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","138.6","","","","1"
"2018-02","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","138.9","","","","1"
"2018-03","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","139.3","","","","1"
"2018-04","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","140.7","","","","1"
"2018-05","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","140.7","","","","1"
"2018-06","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","141.2","","","","1"
"2018-07","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","142.7","","","","1"
"2018-08","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","142.0","","","","1"
"2018-09","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","138.6","","","","1"
"2018-10","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","139.2","","","","1"
"2018-11","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","137.4","","","","1"
"2018-12","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","138.5","","","","1"
"2019-01","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","137.0","","","","1"
"2019-02","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","138.0","","","","1"
"2019-03","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","140.5","","","","1"
"2019-04","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","142.7","","","","1"
"2019-05","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","143.8","","","","1"
"2019-06","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","143.2","","","","1"
"2019-07","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","145.2","","","","1"
"2019-08","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","144.3","","","","1"
"2019-09","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","141.1","","","","1"
"2019-10","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","142.0","","","","1"
"2019-11","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","142.6","","","","1"
"2019-12","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","144.4","","","","1"
"2020-01","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","144.1","","","","1"
"2020-02","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","144.6","","","","1"
"2020-03","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","139.3","","","","1"
"2020-04","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","138.3","","","","1"
"2020-05","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","140.8","","","","1"
"2020-06","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","143.5","","","","1"
"2020-07","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","143.7","","","","1"
"2020-08","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","142.4","","","","1"
"2020-09","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","140.8","","","","1"
"2020-10","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","141.4","","","","1"
"2020-11","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","141.7","","","","1"
"2020-12","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","142.7","","","","1"
"2021-01","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","145.3","","","","1"
"2021-02","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","147.5","","","","1"
"2021-03","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","149.0","","","","1"
"2021-04","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","149.7","","","","1"
"2021-05","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","150.9","","","","1"
"2021-06","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","151.6","","","","1"
"2021-07","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","152.1","","","","1"
"2021-08","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","153.8","","","","1"
"2021-09","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","153.4","","","","1"
"2021-10","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","155.8","","","","1"
"2021-11","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","155.7","","","","1"
"2021-12","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","155.0","","","","1"
"2022-01","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","157.5","","","","1"
"2022-02","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","160.8","","","","1"
"2022-03","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","165.1","","","","1"
"2022-04","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","165.9","","","","1"
"2022-05","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","171.9","","","","1"
"2022-06","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","175.1","","","","1"
"2022-07","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","171.2","","","","1"
"2022-08","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","167.7","","","","1"
"2022-09","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","163.8","","","","1"
"2022-10","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","167.6","","","","1"
"2022-11","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","166.9","","","","1"
"2022-12","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","163.0","","","","1"
"2023-01","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","164.3","","","","1"
"2023-02","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","163.2","","","","1"
"2023-03","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","164.1","","","","1"
"2023-04","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","167.1","","","","1"
"2023-05","Ontario","2016A000235","Transportation","2002=100","17","units","0","v41691988","14.176","166.8","","","","1"
"2017-01","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","163.9","","","","1"
"2017-02","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","156.6","","","","1"
"2017-03","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","151.8","","","","1"
"2017-04","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","168.9","","","","1"
"2017-05","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","163.9","","","","1"
"2017-06","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","156.8","","","","1"
"2017-07","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","158.8","","","","1"
"2017-08","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","161.3","","","","1"
"2017-09","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","172.8","","","","1"
"2017-10","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","167.2","","","","1"
"2017-11","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","177.8","","","","1"
"2017-12","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","175.7","","","","1"
"2018-01","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","180.8","","","","1"
"2018-02","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","178.6","","","","1"
"2018-03","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","182.5","","","","1"
"2018-04","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","194.2","","","","1"
"2018-05","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","198.8","","","","1"
"2018-06","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","193.7","","","","1"
"2018-07","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","194.8","","","","1"
"2018-08","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","192.0","","","","1"
"2018-09","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","186.6","","","","1"
"2018-10","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","179.2","","","","1"
"2018-11","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","161.8","","","","1"
"2018-12","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","152.0","","","","1"
"2019-01","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","146.8","","","","1"
"2019-02","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","146.3","","","","1"
"2019-03","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","166.2","","","","1"
"2019-04","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","184.0","","","","1"
"2019-05","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","186.9","","","","1"
"2019-06","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","174.6","","","","1"
"2019-07","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","183.5","","","","1"
"2019-08","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","173.6","","","","1"
"2019-09","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","170.8","","","","1"
"2019-10","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","170.8","","","","1"
"2019-11","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","169.7","","","","1"
"2019-12","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","169.0","","","","1"
"2020-01","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","167.6","","","","1"
"2020-02","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","162.1","","","","1"
"2020-03","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","127.6","","","","1"
"2020-04","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","116.4","","","","1"
"2020-05","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","134.0","","","","1"
"2020-06","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","146.9","","","","1"
"2020-07","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","153.3","","","","1"
"2020-08","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","152.6","","","","1"
"2020-09","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","149.7","","","","1"
"2020-10","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","148.2","","","","1"
"2020-11","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","145.9","","","","1"
"2020-12","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","152.2","","","","1"
"2021-01","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","162.5","","","","1"
"2021-02","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","172.9","","","","1"
"2021-03","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","181.4","","","","1"
"2021-04","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","184.4","","","","1"
"2021-05","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","190.4","","","","1"
"2021-06","Ontario","2016A000235","Gasoline","2002=100","17","units","0","v41691994","14.184","193.8","","","","1"
