,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.5,q_0.75,q_0.9,q_0.95,q_0.99
2020-09-27,249.8428324658907,-5357.612078473768,-3714.9305617609098,-2839.22339784553,-1375.9547625670905,249.8428324658907,1875.6403334513875,3338.909156824796,4214.616132645207,5857.2976493580645
2020-10-04,102.77061277977897,-5529.888042760618,-3879.823141314767,-3000.1801124919543,-1530.3344077228596,102.77061277977897,1735.875586047317,3205.721196346211,4085.3646030498276,5735.429504495679
2020-10-11,103.13092431930222,-5549.27571030667,-3893.425717102854,-3010.698678898632,-1535.6997269665387,103.13092431930222,1741.9615282044374,3216.960385335119,4099.6878027449875,5755.537795948802
2020-10-18,103.50666547711215,-5569.493615790979,-3907.6107958893276,-3021.667681793668,-1541.2948052349375,103.50666547711215,1748.308088615759,3228.6808700276843,4114.624364710566,5776.507184612217
2020-10-25,253.32120195494758,-5432.201988474529,-3766.6506811353897,-2878.7517202801178,-1395.111121855842,253.32120195494758,1901.7534304089017,3385.394219546848,4273.29298968845,5938.844297027588
2020-11-01,104.14287813676192,-5603.726989360417,-3931.629263162613,-3040.240623193629,-1550.76850688326,104.14287813676192,1759.0542152909672,3248.5262358697023,4139.915258765221,5812.012984963025
2020-11-08,104.5115242056603,-5623.5631218234985,-3945.546486290702,-3051.0024993228217,-1556.2579337558607,104.5115242056603,1765.2809341319285,3260.025403628384,4154.569774878286,5832.586410411082
2020-11-15,104.9142964222077,-5645.235516333925,-3960.752048699752,-3062.7606192879052,-1562.255525526361,104.9142964222077,1772.084070150403,3272.5890674712,4170.580882646035,5855.064350280209
2020-11-22,257.1119998562679,-5513.4915913129025,-3823.0163204378364,-2921.8304910085185,-1415.9881123012776,257.1119998562679,1930.212015230021,3436.054587504847,4337.24022336658,6027.715494241646
2020-11-29,257.9062471451504,-5530.5233741589955,-3834.8260389634543,-2930.856347239869,-1420.3622555536883,257.9062471451504,1936.174652761221,3446.668938612938,4350.638436170987,6046.335771366528
2020-12-06,105.9922217512173,-5703.236594917081,-4001.446168574881,-3094.2284683876846,-1578.3066725938031,105.9922217512173,1790.2910673804317,3306.212765742701,4213.4308556563465,5915.221281998546
2020-12-13,106.17412949070125,-5713.024698794728,-4008.3135972896093,-3099.5388968024454,-1581.015420408316,106.17412949070125,1793.3636305903046,3311.887009385606,4220.662100268082,5925.3732017732
2020-12-20,106.37299091165717,-5723.725047504985,-4015.8210658360194,-3105.344253646744,-1583.9766217345125,106.37299091165717,1796.7225546670127,3318.090088797616,4228.567292113405,5936.47127378237
2020-12-27,260.629846929883,-5588.928055852652,-3875.3234347800417,-2961.8074382071695,-1435.3618857537708,260.629846929883,1956.6214815055332,3483.067230174939,4396.583030531804,6110.187651604414
2021-01-03,106.89306271857228,-5751.709106261154,-4035.454953160779,-3120.526697829674,-1591.7208956965085,106.89306271857228,1805.506972003805,3334.312675877275,4249.241324247163,5965.495477347538
2021-01-10,138.87852692440765,-5720.562956204153,-4004.0629653555075,-3089.003458352122,-1559.9787670104472,138.87852692440765,1837.7358208592625,3366.760315653396,4281.820019204323,5998.320010052968
2021-01-17,139.04483644329773,-5727.413432617577,-4008.8579023419597,-3092.7025952193203,-1561.8468694735548,139.04483644329773,1839.93654236015,3370.7920713230055,4286.947575228555,6005.503105504173
2021-01-24,139.2162973010862,-5734.476098482673,-4013.8013596631386,-3096.5163106612254,-1563.7728353046082,139.2162973010862,1842.2054299067806,3374.948708237828,4292.233954265311,6012.908693084845
2021-01-31,139.4849522961866,-5745.542300342714,-4021.547060457652,-3102.491865178883,-1566.7905522784931,139.4849522961866,1845.7604568708664,3381.461572365473,4300.516965050026,6024.512204935087
2021-02-07,139.6680393218994,-5753.0838611602785,-4026.8257165273035,-3106.5641754786175,-1568.847111193339,139.6680393218994,1848.183189837138,3385.90005645752,4306.161795171102,6032.419939804077
2021-02-14,139.93739607318346,-5764.178969147979,-4034.5916499381033,-3112.5553387971904,-1571.872710773487,139.93739607318346,1851.7475029198538,3392.429932897454,4314.46644208447,6044.053761294345
2021-02-21,140.24144559314377,-5776.703111355242,-4043.357824590645,-3119.318155479274,-1575.28800330115,140.24144559314377,1855.7708944874373,3399.800848189153,4323.8407157769325,6057.186002541529
2021-02-28,140.73806215735044,-5797.15930702172,-4057.6759775604296,-3130.3641416247374,-1580.8663408070609,140.73806215735044,1862.3424651217617,3411.840066760194,4339.152101875131,6078.635431336422
2021-03-07,141.14345010224875,-5813.857693099357,-4069.3638813186003,-3139.3809766351405,-1585.4199359556299,141.14345010224875,1867.7068361601273,3421.6676770866693,4351.650781523098,6096.144593303854
2021-03-14,108.8122752557839,-5854.97822351148,-4107.909568478984,-3176.5542248633597,-1620.2994640438787,108.8122752557839,1837.9239645434964,3394.178625339077,4325.534369050302,6072.603024082799
2021-03-21,108.86501207699378,-5857.81588993317,-4109.900502791772,-3178.093769660363,-1621.0847563552552,108.86501207699378,1838.8147304730537,3395.823643705784,4327.630777126704,6075.546164268102
