,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.5,q_0.75,q_0.9,q_0.95,q_0.99
2022-04-03,2148.1068564925877,1464.544179673422,1664.7912176529567,1771.5420177482424,1949.9181008293515,2148.1068564925877,2346.2956121558236,2524.6716952369325,2631.422495332218,2831.669533311753
2022-04-10,2335.871036161179,1650.5022687770745,1851.2783939906208,1958.3112481233634,2137.15863160104,2335.871036161179,2534.5834407213174,2713.4308241989943,2820.463678331737,3021.239803545283
2022-04-17,2180.1574081474882,1493.814637058186,1694.8760928837758,1802.0610554893062,1981.1626058074664,2180.1574081474882,2379.15221048751,2558.25376080567,2665.4387234112,2866.50017923679
2022-04-24,2569.6163177490234,1881.5136194229126,2083.09063911438,2190.550446510315,2370.1112508773804,2569.6163177490234,2769.1213846206665,2948.682188987732,3056.141996383667,3257.7190160751343
2022-05-01,2513.597972443171,1824.057260949478,2026.055541027372,2133.739920450705,2313.6759752007288,2513.597972443171,2713.5199696856125,2893.456024435636,3001.140403858969,3203.1386839368633
2022-05-08,2454.512946924498,1764.143243584522,1966.3843736121821,2074.19821525729,2254.350595917813,2454.512946924498,2654.675297931183,2834.827678591706,2942.641520236814,3144.882650264474
2022-05-15,2578.3648520343836,1886.476526980599,2089.1625313560166,2197.2135335256658,2377.7621994167566,2578.3648520343836,2778.96750465201,2959.516170543101,3067.56717271275,3270.253177088168
2022-05-22,2357.307838464662,1663.6612097964307,1866.8623024038454,1975.187895805605,2156.1953920603896,2357.307838464662,2558.4202848689347,2739.4277811237193,2847.7533745254786,3050.9544671328936
2022-05-29,2568.5629073365017,1873.6019784977677,2077.188090248392,2185.7189356329245,2367.069399291222,2568.5629073365017,2770.0564153817813,2951.4068790400793,3059.9377244246116,3263.5238361752363
2022-06-05,2158.2868298629646,1462.948754356332,1666.645349762211,1775.235093489085,1956.683973792481,2158.2868298629646,2359.889685933448,2541.338566236844,2649.928309963718,2853.6249053695974
2022-06-12,2244.565060428598,1548.2867984771729,1752.2588178596714,1860.9953888763082,2042.6896113861692,2244.565060428598,2446.4405094710264,2628.1347319808874,2736.8713029975243,2940.8433223800225
2022-06-19,2637.040774421994,1938.8033508332067,2143.3492990273694,2252.391828925901,2434.597295818825,2637.040774421994,2839.4842530251626,3021.689719918087,3130.732249816618,3335.278198010781
2022-06-26,2350.2423950111543,1650.7298656562427,1855.649351144696,1964.891012103708,2147.4292185972404,2350.2423950111543,2553.0555714250686,2735.5937779186006,2844.8354388776124,3049.754924366066
2022-07-03,2250.412923592623,1550.8349899336897,1755.773635359623,1865.025510395589,2047.580784180774,2250.412923592623,2453.2450630044723,2635.800336789657,2745.052211825623,2949.9908572515565
2022-07-10,2080.7018975423916,1381.37145206279,1586.2375967853836,1695.4508220207479,1877.941513619785,2080.7018975423916,2283.4622814649983,2465.952973064035,2575.1661982993996,2780.0323430219933
2022-07-17,2295.1254762940935,1595.3522164005703,1800.3480818902121,1909.6304606861538,2092.2367049672866,2295.1254762940935,2498.0142476209003,2680.6204919020333,2789.902870697975,2994.898736187617
2022-07-24,2395.4075202709805,1695.6605275120357,1900.6486981463645,2009.9269748493634,2192.526364706259,2395.4075202709805,2598.2886758357026,2780.888065692598,2890.166342395597,3095.154513029926
2022-07-31,2436.83920870531,1736.1448709387087,1941.4105626229148,2050.8367845560488,2233.6833846506042,2436.83920870531,2639.995032760015,2822.841632854571,2932.267854787705,3137.533546471911
2022-08-07,2159.65914926874,1458.2588327642072,1663.7313381846536,1773.267811595348,1956.2986372573334,2159.65914926874,2363.019661280147,2546.050486942132,2655.5869603528263,2861.0594657732727
2022-08-14,2269.549772427592,1567.6699960585763,1773.2829573888446,1882.8943072167026,2066.0502482126894,2269.549772427592,2473.049296642495,2656.205237638482,2765.8165874663396,2971.429548796608
2022-08-21,2248.1265715723453,1545.7964358122451,1751.541328181391,1861.2230098558507,2044.4964724001677,2248.1265715723453,2451.7566707445226,2635.0301332888394,2744.7118149632993,2950.456707332445
2022-08-28,2314.6233534812927,1611.990732857675,1817.82423699573,1927.5531572077696,2110.9055533553615,2314.6233534812927,2518.341153607224,2701.6935497548156,2811.4224699668553,3017.25597410491
2022-09-04,2631.8680295101526,1927.358629634154,2133.741928983351,2243.7639425628145,2427.606085361592,2631.8680295101526,2836.129973658714,3019.972116457491,3129.994130036954,3336.377429386151
2022-09-11,2153.096923696125,1447.7440780877043,1654.374461596616,1764.5281946362345,1948.5904350956112,2153.096923696125,2357.603412296639,2541.665652756016,2651.8193857956344,2858.449769304546
2022-09-18,2186.822444143968,1481.0123736736102,1687.7766994344884,1798.0018364894086,1982.1833900457775,2186.822444143968,2391.461498242158,2575.6430517985273,2685.8681888534475,2892.6325146143254
2022-09-25,2471.6467814242587,1766.4635196645208,1973.0442242419465,2083.1714736654403,2267.1894611196317,2471.6467814242587,2676.104101728886,2860.1220891830767,2970.2493386065707,3176.830043183996
