,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.5,q_0.75,q_0.9,q_0.95,q_0.99
2021-12-12,1977.3036878380447,-9024.453705981226,-5801.533034554803,-4083.406119282883,-1212.4912621845112,1977.3036878380447,5167.0986378606,8038.013494958972,9756.140832499703,12979.060237119695
2021-12-19,2010.3119093373493,-9008.39308329991,-5780.508278874929,-4059.7345520169865,-1184.3969886338182,2010.3119093373493,5205.020807308517,8080.358370691685,9801.131674630302,13029.01774781326
2021-12-26,2117.63263391046,-8927.933914016276,-5692.179826484007,-3967.211239239749,-1084.8642477989197,2117.63263391046,5320.129515619839,8202.476931010975,9927.445094304927,13163.199181837195
2022-01-02,2152.8156019838843,-8909.896268398006,-5669.119590126596,-3941.473053648414,-1054.65224808251,2152.8156019838843,5360.283239746094,8247.104682224553,9974.750369485995,13215.527047757405
2022-01-09,3500.08406581462,-7574.027742362717,-4329.911436185096,-2600.484980977855,289.31091266696893,3500.08406581462,6710.857218962271,9600.653537653025,11330.079567814337,14574.195873991957
2022-01-16,2221.5978461763134,-8872.83649311895,-5622.76678356917,-3890.1665909497633,-995.0675210330797,2221.5978461763134,5438.263213385706,8333.362709128338,10065.962475921797,13316.032185471575
2022-01-23,1970.7574336437078,-9118.180608114371,-5869.721016718791,-4137.979172157554,-1244.3143642682296,1970.7574336437078,5185.8292315556455,8079.493613829979,9811.235884006206,13059.695475401786
2022-01-30,1902.5580332838176,-9188.366615829285,-5939.32505583649,-4207.272965959384,-1313.0897517295546,1902.5580332838176,5118.20581829719,8012.389458218259,9744.441122404125,12993.48268239692
2022-02-06,2073.8441328377953,-9033.51289260501,-5779.657596810659,-4045.0388957841055,-1146.567912214143,2073.8441328377953,5294.255964728764,8192.727587781634,9927.34543616431,13181.200731958661
2022-02-13,2223.1351660885516,-8913.5694135806,-5651.116870527584,-3911.915007523451,-1005.7857633817817,2223.1351660885516,5452.055881834708,8358.185767148909,10097.386775256333,13359.83931830935
2022-02-20,2221.2685309176177,-8931.263058572446,-5664.173691677597,-3922.5006106034766,-1012.2411412832872,2221.2685309176177,5454.7782031185225,8365.037672438712,10106.71118156865,13373.799264296045
2022-02-27,2236.2831830978394,-8944.845199584961,-5669.378757476807,-3923.240089416504,-1005.5178880691528,2236.2831830978394,5478.084468841553,8395.80602645874,10141.945552825928,13417.411994934082
2022-03-06,2393.9244358060514,-8810.571176448715,-5528.259157649824,-3778.470937971757,-854.6514273191167,2393.9244358060514,5642.50029893122,8566.31980958386,10316.108459312225,13598.419187960224
2022-03-13,2208.0004544868025,-9009.965624920158,-5723.707486834637,-3971.8156057734823,-1044.4809690464374,2208.0004544868025,5460.481878020043,8387.816514747088,10139.708826375561,13425.965672759123
2022-03-20,2325.870645158821,-8916.77141421371,-5623.284851941798,-3867.539295034276,-933.7653346790208,2325.870645158821,5585.506624996662,8519.281016866365,10275.02614225944,13568.512704531353
2022-03-27,2354.250143484586,-8916.962752819061,-5615.106415950757,-3854.899395641643,-913.669586082208,2354.250143484586,5622.17008935691,8563.399249999753,10323.60713553099,13625.463472399293
2022-04-03,2361.8547938274683,-8930.714231224234,-5622.602072559365,-3859.059433018396,-912.256888933138,2361.8547938274683,5635.966476588074,8582.769020673331,10346.311226783542,13654.424685740689
2022-04-10,2067.9453167686725,-9230.752045291743,-5920.844615229733,-4156.344922993281,-1207.9431857529296,2067.9453167686725,5343.833819290274,8292.235556530626,10056.734815101101,13366.643546161042
2022-04-17,2122.539281907407,-9191.435588251461,-5877.052303693512,-4110.16721534729,-1157.778642895547,2122.539281907407,5402.857423836535,8355.245344909756,10122.131301760674,13436.514586318624
2022-04-24,2284.993825024609,-9060.816536143893,-5737.1069288372455,-3965.2498100785647,-1004.5541352222408,2284.993825024609,5574.541785271459,8535.237460127782,10307.095014360695,13630.803315244648
2022-05-01,2365.334919716861,-9001.194037282788,-5671.415617416571,-3896.3227723095865,-930.2203403829454,2365.334919716861,5660.890179816667,8626.992611743308,10402.085020580807,13731.864749255481
2022-05-08,2002.4091449628497,-9365.182798740576,-6035.0926088410115,-4259.834229161387,-1293.4542490003355,2002.4091449628497,5298.272757081173,8264.652082776809,10039.911335076988,13370.001524976551
2022-05-15,2010.5540680097683,-9353.016605245215,-6024.104494182127,-4249.473707681256,-1284.1433554568462,2010.5540680097683,5305.251491476382,8270.582279856717,10045.212630201664,13374.124741264752
2022-05-22,1975.2104932636685,-9395.55556655036,-6064.53559606976,-4288.781117476357,-1321.5731249597336,1975.2104932636685,5271.994111487071,8239.20254043579,10014.956582597097,13345.976553077697
2022-05-29,1949.7079342761926,-9420.631087016216,-6089.736151821846,-4314.04876549476,-1346.9519337784927,1949.7079342761926,5246.368020538735,8213.46419763143,9989.152456789945,13320.047391984315
2022-06-05,2111.7913323394005,-9273.941519745646,-5938.537087946736,-4160.445269171887,-1189.331683539084,2111.7913323394005,5412.914348217884,8384.028370857239,10162.119752625536,13497.524184424447
