,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.5,q_0.75,q_0.9,q_0.95,q_0.99
2021-03-14,459.26929055087027,-4417.957253126944,-2989.193055665108,-2227.5244580153494,-954.8095479034607,459.26929055087027,1873.348028981301,3146.06313914099,3907.731736790749,5336.495934252584
2021-03-21,162.23930275679018,-4717.351043945704,-3287.894383415198,-2525.8566364156895,-1252.5247938151542,162.23930275679018,1577.0034743830179,2850.335316983553,3612.3730639830615,5041.829724513567
2021-03-28,162.17533105939248,-4715.490970903142,-3286.597951656694,-2524.8606796181125,-1252.0309175735067,162.17533105939248,1576.3816547169808,2849.211416761587,3610.948688800168,5039.841708046616
2021-04-04,162.30298718470561,-4719.202764197241,-3289.184993454173,-2526.8481207980385,-1253.0164522702182,162.30298718470561,1577.622501723374,2851.4541702511947,3613.7910429073286,5043.808813650397
2021-04-11,471.05747353861915,-4422.90386033358,-2989.2371304402564,-2224.9551189635536,-947.8733086615988,471.05747353861915,1889.988155371738,3167.070166407891,3931.351977150395,5365.018506309521
2021-04-18,626.310145473294,-4281.058839489519,-2843.464562729001,-2077.08868438974,-796.5079631863163,626.310145473294,2049.128304453939,3329.708874694258,4096.084753033519,5533.679029794038
2021-04-25,750.8868552735133,-4170.7883884595785,-2729.0031499448028,-1960.3930863090184,-676.0791387617218,750.8868552735133,2177.8528997764824,3462.166897791513,4230.776759556362,5672.561998071137
2021-05-02,752.9330911814799,-4182.154171340259,-2736.4399351264224,-1965.7353382059086,-677.9215167453627,752.9330911814799,2183.787749713586,3471.601621779395,4242.306016278856,5688.020252492693
2021-05-09,718.8206982791789,-4220.581026992915,-2773.6029008692763,-2002.2243265900877,-713.2848087922196,718.8206982791789,2150.9262053505777,3439.8659257464615,4211.244094829618,5658.222220953257
2021-05-16,719.608543760166,-4225.206889460726,-2776.642839085765,-2004.4188145777075,-714.0665867997379,719.608543760166,2153.28367432007,3443.636104918108,4215.859723786029,5664.42377416099
2021-05-23,720.1484460548921,-4228.376944784684,-2778.7260770537637,-2005.9226743177935,-714.6023311181502,720.1484460548921,2154.8992232279347,3446.2197693998164,4219.0227661913095,5668.673633922231
2021-05-30,720.5009405121027,-4230.446628395333,-2780.086193215416,-2006.9045227521874,-714.9521108923188,720.5009405121027,2155.9539919165245,3447.9066068479815,4221.087871168033,5671.44830634795
2021-06-06,722.6778029389011,-4243.228152743357,-2788.485717542157,-2012.9680194169462,-717.1122085405681,722.6778029389011,2162.4678144183704,3458.3238289798805,4233.841119734827,5688.583554936026
2021-06-13,723.9425562098622,-4250.654196083546,-2793.3658265173435,-2016.4909003973007,-718.3672215044498,723.9425562098622,2166.2523339241743,3464.3762168586254,4241.250734895468,5698.53910446167
2021-06-20,669.1553142864324,-4317.279691783634,-2856.5233527711157,-2077.799665236614,-776.5867876992423,669.1553142864324,2114.897416272107,3416.1104983366454,4194.833776816814,5655.590115829333
2021-06-27,725.9746123752174,-4262.585485371422,-2801.206609188809,-2022.1510494400475,-720.3836280948976,725.9746123752174,2172.332852845332,3474.100478804813,4253.155629324913,5714.534505507526
2021-07-04,727.1583225476114,-4269.53568130627,-2805.7740096209345,-2025.4481905887003,-721.5582221014458,727.1583225476114,2175.8748671966687,3479.76504063188,4260.0904497682,5723.852121453537
2021-07-11,728.8348325743924,-4279.379368928976,-2812.242901077104,-2030.1179909539776,-723.2218207384265,728.8348325743924,2180.8914858872113,3487.78786152324,4269.9123608054115,5737.048828657283
2021-07-18,729.545810211256,-4283.553899144851,-2814.986241162857,-2032.0983689864936,-723.9273228879609,729.545810211256,2183.018943310473,3491.1901950298707,4274.077655964504,5742.645313946498
2021-07-25,730.4139089532968,-4288.650971459247,-2818.3358402978415,-2034.516396769162,-724.7887360981141,730.4139089532968,2185.6165540047077,3495.344420541292,4279.163452338898,5749.478583500303
2021-08-01,674.1894834797723,-4349.759320891244,-2878.013463595254,-2093.431305367606,-782.429182131631,674.1894834797723,2130.808149091176,3441.81047839301,4226.39222448894,5698.138081784929
2021-08-08,731.5773978378962,-4295.482437391172,-2822.8252159560266,-2037.7572129477153,-725.9432645480741,731.5773978378962,2189.0980602238665,3500.912214816971,4285.9798054383555,5758.637026873502
2021-08-15,732.4455905647602,-4300.580061540765,-2826.1751777357977,-2040.1755025184762,-726.8047710192405,732.4455905647602,2191.695952148761,3505.066890086158,4291.066152427156,5765.471036232124
2021-08-22,734.2426110907886,-4311.13133080086,-2833.1090645254326,-2045.1809763747654,-728.5879520619852,734.2426110907886,2197.0731742435623,3513.6664055009905,4301.5940797623625,5779.616346037789
2021-08-29,734.7884904602387,-4314.336480729407,-2835.2153653126193,-2046.7014848346819,-729.1296274235794,734.7884904602387,2198.706608344057,3516.2786728536616,4304.7921391345935,5783.913254551381
2021-09-05,736.164818050464,-4322.417636611726,-2840.525988957617,-2050.5351482073465,-730.4953554338879,736.164818050464,2202.8249915348156,3522.864991794692,4312.855417572127,5794.747065226236
