timestamp,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.5,q_0.75,q_0.9,q_0.95,q_0.99
2021-12-19,1468.2039589983167,-11926.752243706323,-8002.753720091384,-5910.885074719642,-2415.4633377119176,1468.2039589983167,5351.871043185586,8847.29278019331,10939.161425565053,14863.160799271851
2021-12-26,1468.2039589983167,-11926.752243706323,-8002.753720091384,-5910.885074719642,-2415.4633377119176,1468.2039589983167,5351.871043185586,8847.29278019331,10939.161425565053,14863.160799271851
2022-01-02,1468.2039589983167,-11926.752243706323,-8002.753720091384,-5910.885074719642,-2415.4633377119176,1468.2039589983167,5351.871043185586,8847.29278019331,10939.161425565053,14863.160799271851
2022-01-09,1482.1149684590043,-11912.841340507119,-7988.842816892179,-5896.974171520436,-2401.5522219897475,1482.1149684590043,5365.782371430721,8861.203683392516,10953.072328764258,14877.071702471058
2022-01-16,1482.1149684590043,-11912.841340507119,-7988.842816892179,-5896.974171520436,-2401.5522219897475,1482.1149684590043,5365.782371430721,8861.203683392516,10953.072328764258,14877.071702471058
2022-01-23,1485.1005973332715,-11909.855817894333,-7985.857294279394,-5893.988223861722,-2398.5664868539975,1485.1005973332715,5368.767894043505,8864.1892060053,10956.057851377042,14880.057225083841
2022-01-30,1485.1005973332715,-11909.855817894333,-7985.857294279394,-5893.988223861722,-2398.5664868539975,1485.1005973332715,5368.767894043505,8864.1892060053,10956.057851377042,14880.057225083841
2022-02-06,1485.1005973332715,-11909.855817894333,-7985.857294279394,-5893.988223861722,-2398.5664868539975,1485.1005973332715,5368.767894043505,8864.1892060053,10956.057851377042,14880.057225083841
2022-02-13,1485.1005973332715,-11909.855817894333,-7985.857294279394,-5893.988223861722,-2398.5664868539975,1485.1005973332715,5368.767894043505,8864.1892060053,10956.057851377042,14880.057225083841
2022-02-20,1485.1005973332715,-11909.855817894333,-7985.857294279394,-5893.988223861722,-2398.5664868539975,1485.1005973332715,5368.767894043505,8864.1892060053,10956.057851377042,14880.057225083841
2022-02-27,1485.1005973332715,-11909.855817894333,-7985.857294279394,-5893.988223861722,-2398.5664868539975,1485.1005973332715,5368.767894043505,8864.1892060053,10956.057851377042,14880.057225083841
2022-03-06,1505.464760365706,-11889.491017293003,-7965.492493678065,-5873.624273352252,-2378.202536344528,1505.464760365706,5389.131844552975,8884.55400660663,10976.422651978372,14900.42032550145
