,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.75,q_0.9,q_0.95,q_0.99
2021-12-12,2190.4458,1209.6353,1622.0425,1764.8514,2014.1948,2395.7834,2572.4292,2681.4236,2964.193
2021-12-19,2247.3164,1234.1016,1660.7144,1807.4926,2065.1743,2459.4443,2641.755,2754.5059,3046.3594
2021-12-26,2271.6711,1250.7568,1680.4556,1828.3712,2088.2397,2485.4934,2669.152,2782.8035,3076.7295
2022-01-02,2289.304,1259.9113,1693.3011,1842.0664,2104.31,2504.7993,2690.1099,2804.9346,3101.0127
2022-01-09,2319.1855,1271.3479,1712.3938,1864.1948,2130.9553,2538.4075,2726.9753,2843.8364,3145.279
2022-01-16,2316.9246,1276.6364,1714.175,1865.4314,2130.355,2534.9185,2721.791,2837.489,3137.1338
2022-01-23,2212.6694,1218.6162,1636.4891,1781.2396,2034.5056,2420.851,2599.53,2710.0803,2996.404
2022-01-30,2121.1345,1169.1073,1569.0176,1708.1284,1950.6343,2320.5662,2491.598,2597.4062,2871.9888
2022-02-06,2134.3635,1178.4314,1580.1343,1719.6151,1963.1351,2334.6958,2506.3582,2612.5398,2888.1914
2022-02-13,2180.6826,1202.6506,1613.3304,1756.339,2005.4365,2385.5251,2561.2642,2670.1462,2952.1873
2022-02-20,2237.8325,1235.1626,1656.4934,1802.6036,2058.1963,2447.9211,2627.9749,2739.6792,3028.545
2022-02-27,2285.4585,1270.3538,1696.6428,1844.7413,2103.7004,2498.291,2680.5605,2793.6208,3086.0742
2022-03-06,2277.756,1273.4459,1695.204,1841.627,2097.9785,2488.394,2668.7468,2780.5208,3069.6516
2022-03-13,2271.6978,1272.2096,1691.877,1837.6644,2092.7776,2481.215,2660.8054,2772.1091,3059.818
2022-03-20,2324.7336,1303.9054,1732.7626,1881.48,2141.953,2538.735,2722.0906,2835.713,3129.647
2022-03-27,2361.347,1327.7604,1761.8014,1912.5333,2176.2937,2578.0686,2763.7012,2878.774,3176.309
2022-04-03,2452.8855,1374.9491,1827.9432,1984.5673,2259.8804,2678.838,2872.4324,2992.6987,3302.6956
2022-04-10,2471.0195,1384.4073,1841.1687,1998.8098,2276.4006,2698.734,2893.9622,3015.2554,3327.4187
2022-04-17,2472.8853,1386.259,1843.0708,2000.7216,2278.2705,2700.6064,2895.8196,3017.0505,3329.3347
2022-04-24,2488.5022,1393.4258,1853.4949,2012.7574,2292.4478,2717.9849,2914.7,3036.8774,3351.6394
2022-05-01,2508.464,1405.6755,1869.227,2029.0798,2311.107,2739.5725,2937.6052,3060.8733,3377.5056
2022-05-08,2419.741,1356.9158,1803.6022,1957.6987,2229.4355,2642.398,2833.3574,2952.2485,3257.3616
2022-05-15,2323.6045,1299.5835,1729.9634,1878.6469,2140.1926,2538.2273,2722.1497,2836.468,3130.672
2022-05-22,2304.9072,1280.4717,1710.9635,1859.9113,2121.4832,2519.5896,2703.575,2817.7986,3112.192
2022-05-29,2224.209,1228.1483,1646.7445,1791.5682,2045.9409,2432.788,2611.683,2722.8303,3009.0938
2022-06-05,2178.744,1200.9938,1611.8434,1754.0736,2003.7793,2383.5776,2559.095,2668.2058,2949.4387
