,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.75,q_0.9,q_0.95,q_0.99
2021-12-12,1896.2869,494.9719,1298.1421,1430.9713,1693.3823,2101.8625,2297.5774,2487.865,3007.2163
2021-12-19,1883.0001,494.48978,1290.7904,1421.1027,1682.1041,2090.3777,2280.509,2466.8455,2985.863
2021-12-26,1854.2769,482.0123,1269.1367,1398.9685,1653.9973,2057.796,2245.1448,2431.8472,2952.0562
2022-01-02,1871.6654,522.5139,1294.9503,1421.292,1676.0314,2069.221,2256.5732,2443.103,2949.8884
2022-01-09,1992.5697,604.99536,1345.5963,1524.4121,1793.7374,2199.3953,2384.5444,2577.3767,3102.393
2022-01-16,2063.3037,638.2671,1394.8285,1580.3541,1862.7054,2280.522,2464.1863,2662.6555,3191.6125
2022-01-23,2104.231,654.15607,1419.7585,1614.2094,1898.7701,2323.9111,2515.1365,2713.2737,3262.0073
2022-01-30,2142.0078,652.88,1432.7073,1641.3176,1925.5994,2367.6125,2561.4062,2762.658,3337.997
2022-02-06,2088.6384,633.874,1449.7095,1604.285,1875.0425,2313.809,2504.0173,2699.365,3250.228
2022-02-13,2082.542,617.7664,1398.341,1595.8257,1869.6288,2304.7205,2505.957,2699.5771,3247.924
2022-02-20,2079.5522,611.8833,1393.5768,1589.4515,1867.5013,2297.1575,2502.1943,2696.174,3244.7788
2022-02-27,2100.2954,618.4584,1402.9331,1602.9404,1888.0681,2322.4104,2529.9873,2721.4297,3281.2463
2022-03-06,2092.0173,624.0662,1402.6831,1598.3347,1878.9049,2308.6462,2515.4978,2706.001,3261.2522
2022-03-13,2137.879,645.2229,1434.1821,1633.5509,1923.4891,2358.3801,2566.7788,2760.4067,3329.2175
2022-03-20,2113.047,619.15247,1407.7035,1608.9565,1897.2449,2332.8684,2546.036,2737.6238,3302.9043
2022-03-27,2121.5203,616.80206,1408.4282,1615.8679,1903.6185,2349.08,2558.3174,2752.5908,3327.4429
2022-04-03,2109.4224,628.2247,1412.2737,1615.2799,1894.043,2333.2627,2539.0334,2733.483,3290.0535
2022-04-10,2144.7014,641.80164,1437.6592,1640.0634,1928.8727,2365.8057,2580.8245,2778.21,3343.2017
2022-04-17,2120.9387,600.15875,1412.548,1613.28,1899.9017,2347.3054,2565.201,2763.1003,3325.815
2022-04-24,2160.1458,600.8661,1434.2875,1639.0715,1933.492,2391.2449,2616.9375,2819.0867,3397.7449
2022-05-01,2186.1804,615.6584,1462.228,1666.6449,1954.267,2416.6606,2660.2117,2851.246,3428.192
2022-05-08,2182.1265,609.4197,1460.05,1662.2783,1955.2274,2414.8525,2658.0034,2840.336,3419.8855
2022-05-15,2189.417,574.63745,1452.998,1655.6467,1954.7483,2428.1978,2681.926,2863.5498,3454.318
2022-05-22,2229.221,563.7094,1471.8171,1677.007,1989.4744,2472.8584,2737.4084,2926.4497,3532.6633
2022-05-29,2257.707,569.5123,1486.0339,1695.3997,2013.4209,2500.1091,2767.7002,2968.1094,3580.8586
2022-06-05,2255.5557,568.84827,1491.3745,1694.5603,2008.7203,2498.0251,2772.028,2971.2056,3574.2656
