,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.5,q_0.75,q_0.9,q_0.95,q_0.99
2021-03-14,1386.0485907393115,-8528.47704530839,-5624.056645728695,-4075.721077168372,-1488.5196757931863,1386.0485907393115,4260.61685727181,6847.817858551394,8396.154227302919,11300.574626882613
2021-03-21,1386.7203513154616,-8532.610446324716,-5626.782393987362,-4077.6964110472263,-1489.2410998772352,1386.7203513154616,4262.681802508158,6851.136713388639,8400.223496907796,11306.05154924515
2021-03-28,1386.1735611531385,-8529.245999090232,-5624.563728013616,-4076.08855674525,-1488.6538853159377,1386.1735611531385,4261.001007622215,6848.435278919852,8396.911250451569,11301.593521528184
2021-04-04,1413.9231195691266,-8509.301251664947,-5602.332963726189,-4052.63851156114,-1463.1672440178786,1413.9231195691266,4291.013583267792,6880.484550476074,8430.17940308776,11337.148091473156
2021-04-11,1417.5308117165505,-8531.01313888202,-5616.627582974404,-4062.9790116436075,-1466.9005848930317,1417.5308117165505,4301.962308693232,6898.040434342511,8451.689407141703,11366.075364517716
2021-04-18,1421.4143530648203,-8554.385147443414,-5632.015188856423,-4074.1101608634,-1470.9193822469563,1421.4143530648203,4313.748189018667,6916.9386657089,8474.844096270204,11397.214457425476
2021-04-25,1425.5581461272625,-8579.323408233453,-5648.433980053256,-4085.9872531298524,-1475.2074953636027,1425.5581461272625,4326.323888553596,6937.103343513441,8499.550474178717,11430.440306100785
2021-05-02,1429.4429235035254,-8602.702855483985,-5663.826483401252,-4097.121945098595,-1479.2275717939124,1429.4429235035254,4338.11352001149,6956.007589684593,8522.712532829355,11461.589309754196
2021-05-09,1403.7179795708394,-8637.198325399973,-5695.752287820805,-4127.678491188705,-1507.4953690774603,1403.7179795708394,4314.931328219139,6935.114045134352,8503.188652158515,11444.634689737682
2021-05-16,1432.2606634025167,-8619.660635802804,-5674.991105367498,-4105.198254957432,-1482.1434479581148,1432.2606634025167,4346.664876173182,6969.719378942397,8539.5126349926,11484.182571068044
2021-05-23,1433.3352487802506,-8626.127727664601,-5679.24889350371,-4108.278271137585,-1483.2554590030152,1433.3352487802506,4349.926058049636,6974.948565725847,8545.91959403645,11492.798834141819
2021-05-30,1434.0368301462697,-8630.349999097456,-5682.028742251626,-4110.2891694838745,-1483.9814750498317,1434.0368301462697,4352.0552368781655,6978.362626704825,8550.102605615753,11498.424268604762
2021-06-06,1438.3695113666045,-8656.42503049131,-5699.195957700649,-4122.707659944089,-1488.465054922475,1438.3695113666045,4365.20417949825,6999.446478992166,8575.935184118991,11533.164664279915
2021-06-13,1440.8867915943265,-8671.574578225613,-5709.170079916716,-4129.922781229019,-1491.0700070038438,1440.8867915943265,4372.843692213297,7011.696160376072,8590.943867146969,11553.348773539066
2021-06-20,1444.3157295267258,-8692.210683142644,-5722.75642824314,-4139.750929397944,-1494.6183680109018,1444.3157295267258,4383.249929327937,7028.382183924229,8611.38809182376,11580.842755777596
2021-06-27,1444.9312601275303,-8695.915082087236,-5725.195321367769,-4141.515185872247,-1495.2553363158422,1444.9312601275303,4385.117958878069,7031.377501512977,8615.05804623716,11585.77821618529
2021-07-04,1447.2872375981851,-8710.09387424536,-5734.530319899844,-4148.267975255063,-1497.6933677865748,1447.2872375981851,4392.267945456923,7042.842245503476,8629.10500004417,11604.6689642856
2021-07-11,1423.273649564316,-8757.526056880175,-5775.1017395812405,-4185.1825764733685,-1528.4967969877775,1423.273649564316,4375.0440961164095,7031.729464761046,8621.649449550829,11604.07376684976
2021-07-18,1452.0391331873188,-8738.691830191308,-5753.358572250157,-4161.888033376264,-1502.6107624290307,1452.0391331873188,4406.689131614101,7065.966094130036,8657.43704424566,11642.770713428541
2021-07-25,1453.7669387990716,-8749.090145524891,-5760.204589688915,-4166.840333445319,-1504.3987440668989,1453.7669387990716,4411.93272459781,7074.374005177925,8667.738673152595,11656.624640719645
2021-08-01,1455.1815623099465,-8757.603661885943,-5765.809697786059,-4170.8949794442315,-1505.8626360954559,1455.1815623099465,4416.225863748278,7081.257897998265,8676.17302847181,11667.967404703413
2021-08-08,1456.082669172436,-8763.026721772821,-5769.380118701945,-4173.477765115825,-1506.795126714151,1456.082669172436,4418.960568155754,7085.642897267233,8681.54566324028,11675.192678698084
2021-08-15,1457.8106618452882,-8773.426162881367,-5776.226877325673,-4178.430601346291,-1508.5833019280838,1457.8106618452882,4424.204728837741,7094.0517185987055,8691.84840745441,11689.048105886428
2021-08-22,1461.3873311790187,-8794.951347961854,-5790.39857607745,-4188.6821826977675,-1512.284539526768,1461.3873311790187,4435.059305357129,7111.456638111157,8713.173445380135,11717.726631153835
2021-08-29,1462.473812926082,-8801.490034798671,-5794.703500738357,-4191.796296689764,-1513.4088612678331,1462.473812926082,4438.356590669248,7116.743715443425,8719.651333689024,11726.438281946343
2021-09-05,1465.2131632082992,-8817.976049110624,-5805.557522553868,-4199.647923342387,-1516.2436176611316,1465.2131632082992,4446.670047820939,7130.074042272568,8735.984056456884,11748.402997986475
