"date","oh_region","icu_current_covid","icu_current_covid_vented","hospitalizations","icu_crci_total","icu_crci_total_vented","icu_former_covid","icu_former_covid_vented"
"2021-07-23","CENTRAL",25,10,33,37,17,12,7
"2021-07-24","CENTRAL",23,10,35,35,16,12,6
"2021-07-25","CENTRAL",23,11,37,35,16,12,5
"2021-07-26","CENTRAL",22,12,33,34,16,12,4
"2021-07-27","CENTRAL",22,10,30,35,16,13,6
"2021-07-28","CENTRAL",22,11,31,35,16,13,5
"2021-07-29","CENTRAL",22,11,28,33,17,11,6
"2021-07-30","CENTRAL",21,13,30,30,19,9,6
"2021-07-31","CENTRAL",19,12,27,28,18,9,6
"2021-08-01","CENTRAL",19,10,30,29,16,10,6
"2021-08-02","CENTRAL",17,9,27,27,15,10,6
"2021-08-03","CENTRAL",16,9,38,27,15,11,6
"2021-08-04","CENTRAL",19,10,43,31,16,12,6
"2021-08-05","CENTRAL",19,11,56,31,18,12,7
"2021-08-06","CENTRAL",20,12,31,31,19,11,7
"2021-08-07","CENTRAL",23,12,41,34,19,11,7
"2021-08-08","CENTRAL",23,12,34,33,18,10,6
"2021-08-09","CENTRAL",20,12,39,30,18,10,6
"2021-08-10","CENTRAL",21,10,39,31,17,10,7
"2021-08-11","CENTRAL",22,12,41,32,20,10,8
"2021-08-12","CENTRAL",21,13,42,32,22,11,9
"2021-08-13","CENTRAL",21,11,48,33,21,12,10
"2021-08-14","CENTRAL",23,11,45,34,20,11,9
"2021-08-15","CENTRAL",24,9,47,35,14,11,5
"2021-08-16","CENTRAL",23,11,48,35,19,12,8
"2021-08-17","CENTRAL",22,9,49,35,16,13,7
"2021-08-18","CENTRAL",24,9,59,37,17,13,8
"2021-08-19","CENTRAL",25,12,66,38,21,13,9
"2021-08-20","CENTRAL",24,13,74,34,19,10,6
"2021-08-21","CENTRAL",29,13,83,41,20,12,7
"2021-08-22","CENTRAL",31,12,98,43,20,12,8
"2021-08-23","CENTRAL",37,16,107,50,24,13,8
"2021-08-24","CENTRAL",40,18,118,52,27,12,9
"2021-08-25","CENTRAL",43,21,119,57,30,14,9
"2021-08-26","CENTRAL",39,21,126,53,30,14,9
"2021-08-27","CENTRAL",43,18,128,56,26,13,8
"2021-08-28","CENTRAL",45,25,129,57,33,12,8
"2021-08-29","CENTRAL",48,22,143,59,31,11,9
"2021-08-30","CENTRAL",46,26,148,57,33,11,7
"2021-08-31","CENTRAL",48,24,134,59,31,11,7
"2021-09-01","CENTRAL",53,29,131,62,35,9,6
"2021-09-02","CENTRAL",51,32,135,60,38,9,6
"2021-09-03","CENTRAL",47,29,127,55,34,8,5
"2021-09-04","CENTRAL",46,27,134,54,33,8,6
"2021-09-05","CENTRAL",46,27,134,54,33,8,6
"2021-09-06","CENTRAL",50,30,137,58,36,8,6
"2021-09-07","CENTRAL",54,29,132,62,35,8,6
"2021-09-08","CENTRAL",50,26,141,58,32,8,6
"2021-09-09","CENTRAL",42,25,129,50,31,8,6
"2021-09-10","CENTRAL",44,24,126,53,31,9,7
"2021-09-11","CENTRAL",48,24,119,57,31,9,7
"2021-09-12","CENTRAL",53,30,128,61,37,8,7
"2021-09-13","CENTRAL",55,34,124,63,41,8,7
"2021-09-14","CENTRAL",52,37,136,59,44,7,7
"2021-09-15","CENTRAL",51,37,130,60,45,9,8
"2021-09-16","CENTRAL",48,35,116,57,43,9,8
"2021-09-17","CENTRAL",45,33,105,53,41,8,8
"2021-09-18","CENTRAL",46,33,101,54,41,8,8
"2021-09-19","CENTRAL",43,33,107,51,40,8,7
"2021-09-20","CENTRAL",41,34,101,50,42,9,8
"2021-09-21","CENTRAL",43,34,104,52,42,9,8
"2021-09-22","CENTRAL",47,34,105,55,42,8,8
"2021-09-23","CENTRAL",46,34,112,54,42,8,8
"2021-09-24","CENTRAL",39,30,103,47,36,8,6
"2021-09-25","CENTRAL",38,31,103,47,37,9,6
"2021-09-26","CENTRAL",37,28,102,45,34,8,6
"2021-09-27","CENTRAL",36,26,92,45,33,9,7
"2021-09-28","CENTRAL",37,24,89,46,31,9,7
"2021-09-29","CENTRAL",39,24,82,47,32,8,8
"2021-09-30","CENTRAL",36,22,79,44,30,8,8
"2021-10-01","CENTRAL",35,20,79,43,26,8,6
"2021-10-02","CENTRAL",32,17,80,40,23,8,6
"2021-10-03","CENTRAL",30,18,91,39,23,9,5
"2021-10-04","CENTRAL",33,19,98,40,23,7,4
"2021-10-05","CENTRAL",33,21,92,40,27,7,6
"2021-10-06","CENTRAL",29,20,93,35,26,6,6
"2021-10-07","CENTRAL",31,18,91,38,24,7,6
"2021-10-08","CENTRAL",31,17,103,38,22,7,5
"2021-10-09","CENTRAL",31,21,87,38,27,7,6
"2021-10-10","CENTRAL",32,19,86,40,25,8,6
"2021-10-11","CENTRAL",31,20,71,39,27,8,7
"2021-10-12","CENTRAL",29,21,79,38,28,9,7
"2021-10-13","CENTRAL",32,19,93,41,26,9,7
"2021-10-14","CENTRAL",35,21,80,44,28,9,7
"2021-10-15","CENTRAL",35,21,83,44,29,9,8
"2021-10-16","CENTRAL",37,20,71,47,27,10,7
"2021-10-17","CENTRAL",39,22,86,49,30,10,8
"2021-10-18","CENTRAL",35,23,85,46,31,11,8
"2021-10-19","CENTRAL",37,27,87,48,35,11,8
"2021-10-20","CENTRAL",35,21,88,46,30,11,9
"2021-10-21","CENTRAL",28,20,90,41,30,13,10
"2021-10-22","CENTRAL",26,20,84,39,31,13,11
"2021-10-23","CENTRAL",29,22,80,42,33,13,11
"2021-10-24","CENTRAL",29,21,74,41,32,12,11
"2021-10-25","CENTRAL",28,19,67,41,31,13,12
"2021-10-26","CENTRAL",28,19,62,41,30,13,11
"2021-10-27","CENTRAL",28,21,64,40,30,12,9
"2021-10-28","CENTRAL",30,22,57,42,31,12,9
"2021-10-29","CENTRAL",31,19,63,43,26,12,7
"2021-10-30","CENTRAL",34,24,69,44,29,10,5
"2021-10-31","CENTRAL",36,23,71,46,28,10,5
"2021-11-01","CENTRAL",36,23,69,46,29,10,6
"2021-11-02","CENTRAL",31,22,68,39,26,8,4
"2021-11-03","CENTRAL",32,24,61,38,28,6,4
"2021-11-04","CENTRAL",31,24,64,37,28,6,4
"2021-11-05","CENTRAL",31,24,54,38,29,7,5
"2021-11-06","CENTRAL",27,20,64,34,25,7,5
"2021-11-07","CENTRAL",27,19,54,34,23,7,4
"2021-11-08","CENTRAL",29,17,57,35,20,6,3
"2021-11-09","CENTRAL",28,16,49,34,20,6,4
"2021-11-10","CENTRAL",27,17,48,33,21,6,4
"2021-11-11","CENTRAL",26,16,46,32,20,6,4
"2021-11-12","CENTRAL",30,17,45,36,21,6,4
"2021-11-13","CENTRAL",28,17,53,35,21,7,4
"2021-11-14","CENTRAL",28,16,57,36,20,8,4
"2021-11-15","CENTRAL",29,17,53,37,21,8,4
"2021-11-16","CENTRAL",28,16,53,34,20,6,4
"2021-11-17","CENTRAL",28,17,52,34,22,6,5
"2021-11-18","CENTRAL",28,13,69,35,17,7,4
"2021-11-19","CENTRAL",27,12,63,34,17,7,5
"2021-11-20","CENTRAL",27,11,69,34,15,7,4
"2021-11-21","CENTRAL",22,7,74,30,11,8,4
"2021-11-22","CENTRAL",21,5,67,29,10,8,5
"2021-11-23","CENTRAL",20,8,59,27,12,7,4
"2021-11-24","CENTRAL",21,9,51,28,13,7,4
"2021-11-25","CENTRAL",23,11,43,29,15,6,4
"2021-11-26","CENTRAL",21,11,48,27,15,6,4
"2021-11-27","CENTRAL",22,12,59,27,15,5,3
"2021-11-28","CENTRAL",23,13,63,28,17,5,4
"2021-11-29","CENTRAL",22,13,67,27,17,5,4
"2021-11-30","CENTRAL",23,10,62,28,14,5,4
"2021-12-01","CENTRAL",25,14,69,30,18,5,4
"2021-12-02","CENTRAL",27,15,74,32,19,5,4
"2021-12-03","CENTRAL",26,17,66,30,20,4,3
"2021-12-04","CENTRAL",30,17,82,34,20,4,3
"2021-12-05","CENTRAL",28,15,91,31,17,3,2
"2021-12-06","CENTRAL",26,13,84,29,15,3,2
"2021-12-07","CENTRAL",26,14,72,28,16,2,2
"2021-12-08","CENTRAL",24,14,67,27,16,3,2
"2021-12-09","CENTRAL",22,9,76,26,11,4,2
"2021-12-10","CENTRAL",20,9,72,23,11,3,2
"2021-12-11","CENTRAL",25,11,80,28,13,3,2
"2021-12-12","CENTRAL",25,10,89,28,12,3,2
"2021-12-13","CENTRAL",25,12,61,28,13,3,1
"2021-12-14","CENTRAL",22,14,74,25,16,3,2
"2021-12-15","CENTRAL",26,14,75,29,15,3,1
"2021-12-16","CENTRAL",22,13,62,25,15,3,2
"2021-12-17","CENTRAL",22,12,62,25,14,3,2
"2021-12-18","CENTRAL",25,15,70,29,17,4,2
"2021-12-19","CENTRAL",26,16,88,30,18,4,2
"2021-12-20","CENTRAL",26,14,90,30,16,4,2
"2021-12-21","CENTRAL",30,18,103,35,20,5,2
"2021-12-22","CENTRAL",27,16,118,31,18,4,2
"2021-12-23","CENTRAL",30,16,120,33,18,3,2
"2021-12-24","CENTRAL",31,16,118,34,18,3,2
"2021-12-25","CENTRAL",34,14,131,37,16,3,2
"2021-12-26","CENTRAL",37,17,148,41,20,4,3
"2021-12-27","CENTRAL",37,16,224,41,19,4,3
"2021-12-28","CENTRAL",36,14,237,41,17,5,3
"2021-12-29","CENTRAL",37,15,327,41,19,4,4
"2021-12-30","CENTRAL",40,16,382,44,20,4,4
"2021-12-31","CENTRAL",42,18,436,47,22,5,4
"2022-01-01","CENTRAL",44,17,513,48,21,4,4
"2022-01-02","CENTRAL",57,26,591,61,30,4,4
"2022-01-03","CENTRAL",67,30,686,71,33,4,3
"2022-01-04","CENTRAL",71,32,682,75,35,4,3
"2022-01-05","CENTRAL",81,37,774,85,39,4,2
"2022-01-06","CENTRAL",85,44,766,89,47,4,3
"2022-01-07","CENTRAL",97,53,896,102,56,5,3
"2022-01-08","CENTRAL",104,55,978,109,58,5,3
"2022-01-09","CENTRAL",109,54,955,114,57,5,3
"2022-01-10","CENTRAL",115,59,1096,119,62,4,3
"2022-01-11","CENTRAL",133,68,1107,137,72,4,4
"2022-01-12","CENTRAL",128,72,1161,134,76,6,4
"2022-01-13","CENTRAL",130,73,1171,134,77,4,4
"2022-01-14","CENTRAL",140,81,1149,145,85,5,4
"2022-01-15","CENTRAL",152,90,1197,157,94,5,4
"2022-01-16","CENTRAL",151,92,1200,156,96,5,4
"2022-01-17","CENTRAL",156,82,1163,161,84,5,2
"2022-01-18","CENTRAL",157,94,1221,162,98,5,4
"2022-01-19","CENTRAL",154,94,1239,158,98,4,4
"2022-01-20","CENTRAL",156,98,1170,159,100,3,2
"2022-01-21","CENTRAL",154,96,1121,159,97,5,1
"2022-01-22","CENTRAL",151,97,1127,156,99,5,2
"2022-01-23","CENTRAL",152,97,1162,158,100,6,3
"2022-01-24","CENTRAL",154,96,1097,162,101,8,5
"2022-01-25","CENTRAL",152,86,1036,160,90,8,4
"2022-01-26","CENTRAL",150,91,958,157,102,7,11
"2022-01-27","CENTRAL",145,99,891,151,102,6,3
"2022-01-28","CENTRAL",145,95,820,152,100,7,5
"2022-01-29","CENTRAL",143,100,839,150,102,7,2
"2022-01-30","CENTRAL",141,91,831,147,92,6,1
"2022-01-31","CENTRAL",132,87,751,136,88,4,1
"2022-02-01","CENTRAL",131,84,706,136,87,5,3
"2022-02-02","CENTRAL",123,85,609,129,88,6,3
"2022-02-03","CENTRAL",113,70,589,119,74,6,4
"2022-02-04","CENTRAL",114,79,587,120,83,6,4
"2022-02-05","CENTRAL",111,72,567,117,74,6,2
"2022-02-06","CENTRAL",111,73,547,117,75,6,2
"2022-02-07","CENTRAL",106,69,479,113,72,7,3
"2022-02-08","CENTRAL",99,66,436,107,70,8,4
"2022-02-09","CENTRAL",102,70,388,110,75,8,5
"2022-02-10","CENTRAL",101,68,369,111,75,10,7
"2022-02-11","CENTRAL",96,68,331,104,76,8,8
"2022-02-12","CENTRAL",94,60,318,101,65,7,5
"2022-02-13","CENTRAL",99,62,322,107,68,8,6
"2022-02-14","CENTRAL",100,65,302,109,70,9,5
"2022-02-15","CENTRAL",92,59,284,101,65,9,6
"2022-02-16","CENTRAL",89,60,265,97,64,8,4
"2022-02-17","CENTRAL",92,61,237,98,63,6,2
"2022-02-18","CENTRAL",83,57,223,90,59,7,2
"2022-02-19","CENTRAL",77,54,228,84,57,7,3
"2022-02-20","CENTRAL",77,55,222,85,58,8,3
"2022-02-21","CENTRAL",76,54,210,84,58,8,4
"2022-02-22","CENTRAL",74,52,211,82,58,8,6
"2022-02-23","CENTRAL",68,49,197,77,54,9,5
"2022-02-24","CENTRAL",66,45,184,75,50,9,5
"2022-02-25","CENTRAL",63,43,161,71,46,8,3
"2022-02-26","CENTRAL",66,45,159,72,48,6,3
"2022-02-27","CENTRAL",65,39,163,72,43,7,4
"2022-02-28","CENTRAL",65,38,165,71,40,6,2
"2022-03-01","CENTRAL",67,38,167,73,41,6,3
"2022-03-02","CENTRAL",62,34,160,68,37,6,3
"2022-03-03","CENTRAL",59,34,161,67,39,8,5
"2022-03-04","CENTRAL",57,34,160,66,39,9,5
"2022-03-05","CENTRAL",58,26,164,66,32,8,6
"2022-03-06","CENTRAL",59,30,172,67,35,8,5
"2022-03-07","CENTRAL",58,32,171,66,37,8,5
"2022-03-08","CENTRAL",55,31,156,63,36,8,5
"2022-03-09","CENTRAL",52,32,145,62,37,10,5
"2022-03-10","CENTRAL",49,33,140,61,38,12,5
"2022-03-11","CENTRAL",47,30,135,59,35,12,5
"2022-03-12","CENTRAL",48,29,130,60,34,12,5
"2022-03-13","CENTRAL",43,22,108,55,26,12,4
"2022-03-14","CENTRAL",44,26,109,55,30,11,4
"2022-03-15","CENTRAL",42,23,117,52,27,10,4
"2022-03-16","CENTRAL",41,24,102,51,27,10,3
"2022-03-17","CENTRAL",36,22,111,47,25,11,3
"2022-03-18","CENTRAL",35,21,104,44,24,9,3
"2022-03-19","CENTRAL",32,22,116,41,26,9,4
"2022-03-20","CENTRAL",33,22,130,41,26,8,4
"2022-03-21","CENTRAL",32,20,143,40,24,8,4
"2022-03-22","CENTRAL",33,20,152,41,23,8,3
"2022-03-23","CENTRAL",31,21,155,39,24,8,3
"2022-03-24","CENTRAL",29,20,155,37,23,8,3
"2022-03-25","CENTRAL",27,20,145,36,24,9,4
"2022-03-26","CENTRAL",27,17,163,36,21,9,4
"2022-03-27","CENTRAL",27,16,173,37,19,10,3
"2022-03-28","CENTRAL",29,17,177,39,22,10,5
"2022-03-29","CENTRAL",31,20,184,42,26,11,6
"2022-03-30","CENTRAL",28,19,172,39,25,11,6
"2022-03-31","CENTRAL",24,18,202,36,24,12,6
"2022-04-01","CENTRAL",28,18,216,40,25,12,7
"2022-04-02","CENTRAL",28,15,228,40,20,12,5
"2022-04-03","CENTRAL",25,12,252,37,16,12,4
"2022-04-04","CENTRAL",25,16,252,36,19,11,3
"2022-04-05","CENTRAL",25,15,241,36,20,11,5
"2022-04-06","CENTRAL",24,15,268,34,19,10,4
"2022-04-07","CENTRAL",27,16,294,36,20,9,4
"2022-04-08","CENTRAL",31,18,270,39,22,8,4
"2022-04-09","CENTRAL",31,18,292,39,22,8,4
"2022-04-10","CENTRAL",34,19,322,42,22,8,3
"2022-04-11","CENTRAL",35,19,299,43,23,8,4
"2022-04-12","CENTRAL",33,19,314,40,23,7,4
"2022-04-13","CENTRAL",29,19,314,36,23,7,4
"2022-04-14","CENTRAL",28,15,319,35,19,7,4
"2022-04-15","CENTRAL",26,15,318,33,17,7,2
"2022-04-16","CENTRAL",29,17,320,34,19,5,2
"2022-04-17","CENTRAL",32,21,311,38,24,6,3
"2022-04-18","CENTRAL",32,20,333,37,23,5,3
"2022-04-19","CENTRAL",31,21,366,36,25,5,4
"2022-04-20","CENTRAL",30,21,368,35,25,5,4
"2022-04-21","CENTRAL",34,20,372,39,24,5,4
"2022-04-22","CENTRAL",38,16,331,42,19,4,3
"2022-04-23","CENTRAL",34,22,352,38,25,4,3
"2022-04-24","CENTRAL",33,23,342,37,25,4,2
"2022-04-25","CENTRAL",39,25,383,42,27,3,2
"2022-04-26","CENTRAL",35,23,376,39,27,4,4
"2022-04-27","CENTRAL",36,22,364,40,26,4,4
"2022-04-28","CENTRAL",37,21,370,42,26,5,5
"2022-04-29","CENTRAL",33,22,371,38,27,5,5
"2022-04-30","CENTRAL",30,17,394,36,20,6,3
"2022-05-01","CENTRAL",32,19,402,37,22,5,3
"2022-05-02","CENTRAL",33,20,373,38,22,5,2
"2022-05-03","CENTRAL",40,23,392,45,25,5,2
"2022-05-04","CENTRAL",41,24,386,46,27,5,3
"2022-05-05","CENTRAL",39,24,380,44,26,5,2
"2022-05-06","CENTRAL",35,19,373,39,21,4,2
"2022-05-07","CENTRAL",43,23,361,48,25,5,2
"2022-05-08","CENTRAL",43,24,326,48,27,5,3
"2022-05-09","CENTRAL",44,25,348,49,27,5,2
"2022-05-10","CENTRAL",42,27,347,47,29,5,2
"2022-05-11","CENTRAL",42,21,359,46,22,4,1
"2022-05-12","CENTRAL",40,19,342,43,20,3,1
"2022-05-13","CENTRAL",34,21,320,37,23,3,2
"2022-05-14","CENTRAL",37,19,319,40,20,3,1
"2022-05-15","CENTRAL",36,19,338,39,20,3,1
"2022-05-16","CENTRAL",35,21,286,40,25,5,4
"2022-05-17","CENTRAL",39,21,293,44,24,5,3
"2022-05-18","CENTRAL",38,19,293,45,22,7,3
"2022-05-19","CENTRAL",33,22,285,39,25,6,3
"2022-05-20","CENTRAL",34,21,283,39,22,5,1
"2022-05-21","CENTRAL",30,19,280,35,21,5,2
"2022-05-22","CENTRAL",28,18,283,33,20,5,2
"2022-05-23","CENTRAL",33,18,287,40,20,7,2
"2022-05-24","CENTRAL",29,18,277,37,21,8,3
"2022-05-25","CENTRAL",27,16,250,36,20,9,4
"2022-05-26","CENTRAL",25,13,221,34,16,9,3
"2022-05-27","CENTRAL",25,15,202,32,18,7,3
"2022-05-28","CENTRAL",24,11,204,32,16,8,5
"2022-05-29","CENTRAL",22,10,206,32,16,10,6
"2022-05-30","CENTRAL",22,12,177,32,18,10,6
"2022-05-31","CENTRAL",19,11,187,30,18,11,7
"2022-06-01","CENTRAL",19,10,187,28,16,9,6
"2022-06-02","CENTRAL",20,11,204,28,18,8,7
"2022-06-03","CENTRAL",20,12,195,28,19,8,7
"2022-06-04","CENTRAL",18,11,191,26,18,8,7
"2022-06-05","CENTRAL",23,13,174,31,20,8,7
"2022-06-06","CENTRAL",21,12,180,29,18,8,6
"2022-06-07","CENTRAL",20,12,179,28,19,8,7
"2022-06-08","CENTRAL",21,8,177,29,13,8,5
"2022-06-09","CENTRAL",19,8,170,26,13,7,5
"2022-06-10","CENTRAL",20,8,160,27,13,7,5
"2022-06-11","CENTRAL",17,5,164,24,10,7,5
"2022-06-12","CENTRAL",18,8,178,26,14,8,6
"2022-06-13","CENTRAL",18,9,169,26,15,8,6
"2022-06-14","CENTRAL",15,10,161,26,17,11,7
"2022-06-15","CENTRAL",14,8,157,25,15,11,7
"2022-06-16","CENTRAL",16,7,170,26,11,10,4
"2022-06-17","CENTRAL",15,9,150,25,14,10,5
"2022-06-18","CENTRAL",16,7,151,25,12,9,5
"2022-06-19","CENTRAL",16,6,168,23,11,7,5
"2022-06-20","CENTRAL",15,7,149,22,11,7,4
"2022-06-21","CENTRAL",15,8,159,22,13,7,5
"2022-06-22","CENTRAL",16,8,162,23,12,7,4
"2022-06-23","CENTRAL",16,7,160,20,11,4,4
"2022-06-24","CENTRAL",14,5,167,18,9,4,4
"2022-06-25","CENTRAL",14,8,189,18,12,4,4
"2022-06-26","CENTRAL",17,6,213,20,9,3,3
"2022-06-27","CENTRAL",19,8,199,22,11,3,3
"2022-06-28","CENTRAL",20,9,199,23,12,3,3
"2022-06-29","CENTRAL",21,9,171,24,10,3,1
"2022-06-30","CENTRAL",19,8,203,25,11,6,3
"2022-07-01","CENTRAL",21,10,201,26,13,5,3
"2022-07-02","CENTRAL",21,10,231,25,12,4,2
"2022-07-03","CENTRAL",21,10,247,25,12,4,2
"2022-07-04","CENTRAL",22,8,221,27,11,5,3
"2022-07-05","CENTRAL",23,9,229,28,11,5,2
"2022-07-06","CENTRAL",20,7,252,25,10,5,3
"2022-07-07","CENTRAL",20,9,252,25,12,5,3
"2022-07-08","CENTRAL",17,6,262,21,7,4,1
"2022-07-09","CENTRAL",17,7,281,22,9,5,2
"2022-07-10","CENTRAL",16,7,300,20,9,4,2
"2022-07-11","CENTRAL",14,5,309,19,7,5,2
"2022-07-12","CENTRAL",17,5,303,21,8,4,3
"2022-07-13","CENTRAL",18,7,328,23,10,5,3
"2022-07-14","CENTRAL",18,8,347,24,10,6,2
"2022-07-15","CENTRAL",19,8,367,25,10,6,2
"2022-07-16","CENTRAL",22,8,392,28,11,6,3
"2022-07-17","CENTRAL",27,12,450,32,16,5,4
"2022-07-18","CENTRAL",25,12,468,29,15,4,3
"2022-07-19","CENTRAL",25,14,464,29,17,4,3
"2022-07-20","CENTRAL",24,13,452,28,15,4,2
"2022-07-21","CENTRAL",25,13,462,29,15,4,2
"2022-07-22","CENTRAL",25,15,426,28,18,3,3
"2022-07-23","CENTRAL",23,14,395,26,16,3,2
"2022-07-24","CENTRAL",29,13,427,32,15,3,2
"2022-07-25","CENTRAL",30,17,390,32,18,2,1
"2022-07-26","CENTRAL",32,19,408,34,21,2,2
"2022-07-27","CENTRAL",31,19,413,33,20,2,1
"2022-07-28","CENTRAL",32,18,403,35,19,3,1
"2022-07-29","CENTRAL",31,19,376,33,20,2,1
"2022-07-30","CENTRAL",28,17,375,30,18,2,1
"2022-07-31","CENTRAL",28,17,340,30,19,2,2
"2022-08-01","CENTRAL",34,21,387,37,23,3,2
"2022-08-02","CENTRAL",32,19,363,34,20,2,1
"2022-08-03","CENTRAL",29,18,338,30,19,1,1
"2022-08-04","CENTRAL",28,19,336,29,20,1,1
"2022-08-05","CENTRAL",31,20,315,32,21,1,1
"2022-08-06","CENTRAL",29,21,313,32,22,3,1
"2022-08-07","CENTRAL",32,18,313,35,19,3,1
"2022-08-08","CENTRAL",33,16,308,36,17,3,1
"2022-08-09","CENTRAL",36,14,274,40,16,4,2
"2022-08-10","CENTRAL",33,15,288,37,16,4,1
"2022-08-11","CENTRAL",32,17,269,36,19,4,2
"2022-08-12","CENTRAL",29,16,259,32,18,3,2
"2022-08-13","CENTRAL",31,17,286,34,19,3,2
"2022-08-14","CENTRAL",28,17,300,31,19,3,2
"2022-08-15","CENTRAL",26,15,293,30,17,4,2
"2022-08-16","CENTRAL",27,14,275,31,16,4,2
"2022-08-17","CENTRAL",27,14,287,31,16,4,2
"2022-08-18","CENTRAL",26,14,301,29,16,3,2
"2022-08-19","CENTRAL",22,14,291,24,16,2,2
"2022-08-20","CENTRAL",19,11,293,22,13,3,2
"2022-08-21","CENTRAL",25,11,296,28,13,3,2
"2022-08-22","CENTRAL",24,11,306,26,13,2,2
"2022-08-23","CENTRAL",29,12,296,32,15,3,3
"2022-08-24","CENTRAL",28,15,279,31,18,3,3
"2022-08-25","CENTRAL",33,17,264,35,19,2,2
"2022-08-26","CENTRAL",31,15,261,33,17,2,2
"2022-08-27","CENTRAL",31,13,269,34,15,3,2
"2022-08-28","CENTRAL",32,11,266,35,13,3,2
"2022-08-29","CENTRAL",36,14,277,39,15,3,1
"2022-08-30","CENTRAL",32,13,267,35,14,3,1
"2022-08-31","CENTRAL",28,8,274,32,11,4,3
"2022-09-01","CENTRAL",28,11,271,31,12,3,1
"2022-09-02","CENTRAL",25,12,253,28,13,3,1
"2022-09-03","CENTRAL",26,10,277,30,11,4,1
"2022-09-04","CENTRAL",26,13,290,30,14,4,1
"2022-09-05","CENTRAL",26,14,302,30,15,4,1
"2022-09-06","CENTRAL",26,11,301,29,12,3,1
"2022-09-07","CENTRAL",25,11,306,28,12,3,1
"2022-09-08","CENTRAL",23,13,305,27,14,4,1
"2022-09-09","CENTRAL",23,9,281,27,10,4,1
"2022-09-10","CENTRAL",22,10,292,26,11,4,1
"2022-09-11","CENTRAL",27,14,315,31,15,4,1
"2022-09-12","CENTRAL",27,12,288,29,12,2,0
"2022-09-13","CENTRAL",19,11,270,22,11,3,0
"2022-09-14","CENTRAL",22,13,272,24,14,2,1
"2022-09-15","CENTRAL",24,12,282,27,14,3,2
"2022-09-16","CENTRAL",24,15,251,27,16,3,1
"2022-09-17","CENTRAL",25,16,252,28,17,3,1
"2022-09-18","CENTRAL",26,15,269,27,16,1,1
"2022-09-19","CENTRAL",24,15,258,26,17,2,2
"2022-09-20","CENTRAL",24,15,254,28,17,4,2
"2022-09-21","CENTRAL",29,16,300,33,19,4,3
"2022-09-22","CENTRAL",29,15,275,31,16,2,1
"2022-09-23","CENTRAL",26,15,251,30,17,4,2
"2022-09-24","CENTRAL",25,14,275,29,16,4,2
"2022-09-25","CENTRAL",22,16,293,27,19,5,3
"2022-09-26","CENTRAL",27,18,305,32,20,5,2
"2022-09-27","CENTRAL",23,14,301,30,20,7,6
"2022-09-28","CENTRAL",22,15,327,29,21,7,6
"2022-09-29","CENTRAL",27,13,326,34,18,7,5
"2022-09-30","CENTRAL",30,14,318,37,19,7,5
"2022-10-01","CENTRAL",29,16,315,36,21,7,5
"2022-10-02","CENTRAL",27,13,351,34,19,7,6
"2022-10-03","CENTRAL",25,13,351,33,21,8,8
"2022-10-04","CENTRAL",21,13,367,29,19,8,6
"2022-10-05","CENTRAL",22,15,393,30,21,8,6
"2022-10-06","CENTRAL",23,15,387,31,21,8,6
"2022-10-07","CENTRAL",24,17,371,32,23,8,6
"2022-10-08","CENTRAL",25,15,404,33,22,8,7
"2022-10-09","CENTRAL",24,15,418,32,19,8,4
"2022-10-10","CENTRAL",27,14,454,35,20,8,6
"2022-10-11","CENTRAL",30,14,415,38,20,8,6
"2022-10-12","CENTRAL",29,16,408,36,21,7,5
"2022-10-13","CENTRAL",30,16,446,37,21,7,5
"2022-10-14","CENTRAL",34,16,380,42,21,8,5
"2022-10-15","CENTRAL",35,15,416,43,20,8,5
"2022-10-16","CENTRAL",31,14,464,39,19,8,5
"2022-10-17","CENTRAL",32,14,434,39,20,7,6
"2022-10-18","CENTRAL",33,17,453,40,23,7,6
"2022-10-19","CENTRAL",32,14,435,39,18,7,4
"2022-10-20","CENTRAL",32,15,452,39,19,7,4
"2022-10-21","CENTRAL",33,14,422,41,19,8,5
"2022-10-22","CENTRAL",28,11,442,35,14,7,3
"2022-10-23","CENTRAL",30,11,455,37,13,7,2
"2022-10-24","CENTRAL",31,13,442,39,15,8,2
"2022-10-25","CENTRAL",31,10,436,38,12,7,2
"2022-10-26","CENTRAL",24,9,472,31,9,7,0
"2022-10-27","CENTRAL",25,10,445,32,13,7,3
"2022-10-28","CENTRAL",20,10,433,26,13,6,3
"2022-10-29","CENTRAL",21,8,445,28,10,7,2
"2022-10-30","CENTRAL",22,9,472,30,10,8,1
"2022-10-31","CENTRAL",16,7,414,24,10,8,3
"2022-11-01","CENTRAL",17,5,438,25,8,8,3
"2022-11-02","CENTRAL",19,4,407,24,6,5,2
"2022-11-03","CENTRAL",20,3,420,26,6,6,3
"2022-11-04","CENTRAL",20,4,376,27,8,7,4
"2022-11-05","CENTRAL",19,3,387,26,7,7,4
"2022-11-06","CENTRAL",20,5,385,27,8,7,3
"2022-11-07","CENTRAL",27,10,372,34,13,7,3
"2022-11-08","CENTRAL",27,9,373,34,11,7,2
"2022-11-09","CENTRAL",28,10,339,35,13,7,3
"2022-11-10","CENTRAL",28,8,327,37,11,9,3
"2022-11-11","CENTRAL",25,10,322,33,11,8,1
"2022-11-12","CENTRAL",31,8,329,40,9,9,1
"2022-11-13","CENTRAL",31,10,345,39,12,8,2
