,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.75,q_0.9,q_0.95,q_0.99
2020-03-01,1560.4185,1170.6323,1307.4796,1346.6857,1440.4728,1680.3641,1787.9133,1834.0148,1968.5352
2020-03-08,1550.9629,1183.5806,1313.1715,1352.3373,1439.4435,1662.4824,1756.5634,1793.8711,1930.1763
2020-03-15,1540.0848,1204.8337,1321.7375,1360.0048,1437.3813,1642.7883,1717.4644,1743.3666,1873.341
2020-03-22,1514.6956,1178.3213,1289.9331,1327.828,1402.94,1626.451,1691.8882,1713.4629,1840.3766
2020-03-29,1498.2404,1142.067,1247.6047,1288.4874,1379.0463,1617.4344,1661.0802,1691.2596,1804.2717
2020-04-05,1513.6246,1185.7513,1313.664,1357.297,1415.4794,1611.7699,1688.3212,1715.6912,1859.9479
2020-04-12,1469.5287,1135.7139,1262.634,1303.541,1363.7194,1575.338,1641.3113,1675.5029,1823.3479
2020-04-19,1433.6638,1089.3062,1209.6218,1248.6425,1315.8335,1551.4941,1607.1697,1647.7705,1786.8855
2020-04-26,1395.5616,1052.95,1159.491,1194.4828,1267.0281,1524.0952,1563.3601,1605.8083,1713.1569
2020-05-03,1447.1312,1094.3992,1223.9364,1266.3804,1333.0151,1561.2473,1643.5632,1698.7357,1857.3513
2020-05-10,1431.2144,1081.4102,1201.0337,1242.6509,1314.4125,1548.0162,1621.2742,1679.288,1829.8938
2020-05-17,1407.4468,1067.0955,1170.8365,1211.358,1285.5573,1529.3363,1589.6462,1648.524,1775.3365
2020-05-24,1369.7493,1040.1196,1128.7997,1166.9221,1243.433,1496.0654,1539.1313,1594.4434,1681.1505
2020-05-31,1319.5962,994.4817,1070.004,1104.9891,1189.3864,1449.806,1476.8152,1528.2461,1568.0117
2020-06-07,1406.4705,1036.1953,1132.8872,1181.6978,1274.8741,1538.0667,1625.4727,1713.2518,1848.3123
2020-06-14,1385.3673,1030.4003,1118.0634,1160.6154,1253.7052,1517.0294,1591.8544,1669.6084,1778.4568
2020-06-21,1361.96,1028.3777,1106.4862,1144.0775,1235.2539,1488.666,1546.6398,1611.9943,1689.0587
2020-06-28,1321.4172,961.2392,1042.3618,1071.9304,1178.0508,1464.7837,1513.9092,1579.2922,1628.9502
2020-07-05,1401.7637,932.9087,1049.6586,1097.7755,1227.3208,1576.2065,1699.0945,1812.985,1965.7538
2020-07-12,1386.8235,889.19116,1011.7388,1057.473,1198.1206,1575.5262,1693.3331,1806.8892,1947.8829
2020-07-19,1360.1025,838.7149,961.14075,1004.68896,1157.0642,1563.1409,1670.8496,1782.9471,1899.5782
2020-07-26,1335.2861,779.01355,896.11127,937.802,1111.9414,1558.6309,1652.0767,1770.9543,1860.2267
2020-08-02,1418.7227,586.35187,785.3585,868.5776,1105.6399,1731.8053,1970.4706,2185.9917,2453.5225
2020-08-09,1402.6924,474.7798,695.8039,780.7335,1049.4929,1755.8917,1999.3844,2226.742,2494.929
2020-08-16,1379.9888,424.125,641.2037,722.3689,1008.6679,1751.3096,1973.1129,2198.539,2433.1533
2020-08-23,1347.5483,335.9812,544.8281,623.69434,943.48883,1751.6079,1948.3014,2183.4912,2376.1367
