,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.75,q_0.9,q_0.95,q_0.99
2021-09-05,1809.0,1146.5869094665518,1340.6381583930947,1444.0861611527519,1616.9432380057376,2001.0567619942624,2173.9138388472484,2277.361841606905,2471.413090533448
2021-09-12,1483.0,820.0482317991979,1014.2572841804322,1117.7894113778689,1290.7870564778827,1675.2129435221173,1848.2105886221311,1951.7427158195676,2145.9517682008022
2021-09-19,1790.0,1126.7711179086732,1321.0613496888654,1424.6367533235002,1597.706711452583,1982.293288547417,2155.3632466765,2258.9386503111346,2453.228882091327
2021-09-26,2432.0,1761.812810682495,1958.1414505602188,2062.8035220089764,2237.68925440966,2626.31074559034,2801.1964779910236,2905.858549439781,3102.187189317505
2021-10-03,2131.0,1460.654494719211,1657.029512621221,1761.716308023114,1936.6433530654463,2325.3566469345537,2500.283691976886,2604.9704873787787,2801.345505280789
2021-10-10,1873.0,1202.9954915871585,1399.270615829078,1503.9041582904108,1678.7422200039837,2067.2577799960163,2242.095841709589,2346.7293841709215,2543.0045084128415
2021-10-17,2466.0,1790.4814338227802,1988.3718790949183,2093.866543220328,2270.1435014780213,2661.8564985219787,2838.133456779672,2943.6281209050817,3141.51856617722
2021-10-24,2683.0,2008.2388803447398,2205.907434706686,2311.28380960893,2487.363111761197,2878.636888238803,3054.71619039107,3160.092565293314,3357.7611196552602
2021-10-31,2768.0,2094.798291626247,2292.010022729277,2397.142866842564,2572.815239724282,2963.184760275718,3138.857133157436,3243.989977270723,3441.201708373753
2021-11-07,2202.0,1524.0358594313227,1722.6427258789888,1828.5193114821163,2005.434443783432,2398.565556216568,2575.4806885178837,2681.357274121011,2879.964140568677
2021-11-14,2296.0,1619.5561394221218,1817.7176459649963,1923.356811850834,2099.8752262144108,2492.1247737855892,2668.6431881491662,2774.2823540350037,2972.4438605778782
2021-11-21,1773.0,1092.8055246832666,1292.0657587191788,1398.2906521659606,1575.7877916021926,1970.2122083978074,2147.7093478340394,2253.934241280821,2453.1944753167336
2021-11-28,2325.0,1640.5019355224385,1841.0228886828065,1947.9198668298277,2126.5400303320816,2523.4599696679184,2702.0801331701723,2808.9771113171932,3009.4980644775615
2021-12-05,2656.0,1971.0544668699958,2171.7065041712162,2278.6733627886783,2457.410293493075,2854.589706506925,3033.3266372113217,3140.2934958287833,3340.945533130004
2021-12-12,2344.0,1658.8481516792049,1859.5606281852324,1966.5597067191352,2145.3504754911974,2542.6495245088026,2721.440293280865,2828.4393718147676,3029.151848320795
2021-12-19,2159.0,1474.860642639368,1675.276513993483,1782.117473418422,1960.6440320922616,2357.3559679077384,2535.882526581578,2642.723486006517,2843.139357360632
2021-12-26,2460.0,1775.7816152052976,1976.22063732817,2083.0739383422692,2261.621119270469,2658.378880729531,2836.9260616577308,2943.77936267183,3144.2183847947026
2022-01-02,1602.0,905.4802517488243,1109.5229087882494,1218.297294241921,1400.0545230372,1803.9454769628,1985.702705758079,2094.47709121175,2298.5197482511758
2022-01-09,1852.0,1155.9874087240692,1359.8814961686983,1468.5766797211327,1650.2015656121134,2053.7984343878866,2235.4233202788673,2344.1185038313015,2548.012591275931
2022-01-16,2341.0,1642.2099614097392,1846.9176908669974,1956.0466239656646,2138.396286330313,2543.603713669687,2725.953376034335,2835.0823091330026,3039.790038590261
2022-01-23,2785.0,2084.2413957871468,2289.5258086208614,2398.9621694936304,2581.8255301893923,2988.1744698106077,3171.0378305063696,3280.4741913791386,3485.7586042128532
2022-01-30,2333.0,1630.1661216774014,1836.058477709426,1945.8189308516562,2129.2238355196096,2536.7761644803904,2720.181069148344,2829.941522290574,3035.8338783225986
2022-02-06,2776.0,2071.2623228586945,2277.7123890926373,2387.770155479829,2571.671857544182,2980.328142455818,3164.229844520171,3274.2876109073623,3480.7376771413055
2022-02-13,2605.0,1901.3904256812443,2107.5100187334797,2217.391611090345,2400.99893407451,2809.00106592549,2992.608388909655,3102.48998126652,3308.6095743187557
2022-02-20,2270.0,1566.0176692920734,1772.2464598283225,1882.1862649598547,2065.8908589381035,2474.1091410618965,2657.8137350401453,2767.7535401716773,2973.982330707927
2022-02-27,2664.0,1958.8804457597357,2165.4423813529174,2275.5597848815723,2459.561137994472,2868.438862005528,3052.4402151184277,3162.557618647082,3369.1195542402643
