timestamp,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.5,q_0.75,q_0.9,q_0.95,q_0.99
2022-04-10,2150.6102775485665,-11649.113354377918,-7606.539962545171,-5451.4585771775455,-1850.4132447833413,2150.6102775485665,6151.633581745732,9752.679568544165,11907.76095391179,15950.333473205566
2022-04-17,1987.8920119023537,-11811.83227442836,-7769.258010056642,-5614.177060958501,-2013.131510429554,1987.8920119023537,5988.915534234262,9589.960648493723,11745.04290640032,15787.615425694095
2022-04-24,2004.461745084943,-11795.261886841541,-7752.688495008795,-5597.60710964117,-1996.561777246965,2004.461745084943,6005.485049282108,9606.53103608054,11761.612421448166,15804.184940741943
2022-05-01,1952.291767505912,-11847.431864420572,-7804.858472587825,-5649.7770872202,-2048.7317548259957,1952.291767505912,5953.315071703078,9554.36105850151,11709.442443869135,15752.015835701883
2022-05-08,1952.89665514714,-11846.827194914087,-7804.25380308134,-5649.172417713715,-2048.126867184768,1952.89665514714,5953.920177479048,9554.965728007995,11710.04711337562,15752.619632669397
2022-05-15,1982.5267697733802,-11817.196644018362,-7774.624124724585,-5619.542303087475,-2018.4967525585278,1982.5267697733802,5983.550292105288,9584.59627890372,11739.676791732376,15782.251056104093
2022-05-22,2016.2462564191303,-11783.477375507355,-7740.903983674608,-5585.822598306982,-1984.7772659127777,2016.2462564191303,6017.269560616295,9618.315547414728,11773.396932782352,15815.96945207613
2022-05-29,2042.5256032643017,-11757.198246796926,-7714.624854964179,-5559.543469596553,-1958.497919067606,2042.5256032643017,6043.54912559621,9644.594676125156,11799.676061492783,15842.2503258645
2022-06-05,2020.1225107951207,-11779.601557400849,-7737.028165568103,-5581.946780200477,-1980.901011536787,2020.1225107951207,6021.146251261771,9622.191365521234,11777.272750888858,15819.847015260575
2022-06-12,2086.058753844854,-11713.664659946888,-7671.0921406531115,-5516.010319016001,-1914.9647684870538,2086.058753844854,6087.082276176762,9688.128262975195,11843.208775803849,15885.783040175567
2022-06-19,2123.6104316485894,-11676.113200277896,-7633.539808445148,-5478.458423077523,-1877.4130906833184,2123.6104316485894,6124.633735845755,9725.679722644187,11880.761108011813,15923.333627305588
2022-06-26,2006.7580495202862,-11792.966236810425,-7750.391972438709,-5595.311023340569,-1994.2654728116215,2006.7580495202862,6007.781571852194,9608.826686111655,11763.908944018252,15806.481463312028
