,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.5,q_0.75,q_0.9,q_0.95,q_0.99
2022-07-31,-18.972786229998203,-6461.831456770456,-4574.422012190462,-3568.251136456292,-1886.9833631925121,-18.972786229998203,1849.0376473397412,3530.3054206035213,4536.476733344242,6423.886177924236
2022-08-07,-18.991902102577384,-6468.342021178781,-4579.0309329493,-3571.8462981383004,-1888.884577547249,-18.991902102577384,1850.9006298048455,3533.862350395897,4541.04742265375,6430.35851088323
2022-08-14,-19.004884495932657,-6472.763619395843,-4582.161044953692,-3574.287923700424,-1890.1757722077932,-19.004884495932657,1852.1658595805604,3536.2780110731915,4544.15157007234,6434.754144514492
2022-08-21,-19.017078932212748,-6476.916851872983,-4585.10117704972,-3576.581356546153,-1891.3885987323263,-19.017078932212748,1853.3542971403701,3538.547054954197,4547.067313484524,6438.882988307787
2022-08-28,-19.025269351835117,-6479.7063794899805,-4587.0759231600405,-3578.121745699928,-1892.2031963026368,-19.025269351835117,1854.1525138095342,3540.0710632068253,4549.025678882351,6441.656135212291
2022-09-04,-19.076087133051697,-6497.014113485813,-4599.328313198583,-3587.6791508896595,-1897.2573990194962,-19.076087133051697,1859.105080579889,3549.5268324500526,4561.176434144892,6458.862234432122
2022-09-11,-19.098925216243376,-6504.792404064294,-4604.834675269066,-3591.974356418004,-1899.5288146411913,-19.098925216243376,1861.330819862595,3553.7763616394077,4566.637120402423,6466.59484919765
2022-09-18,-19.111305549716914,-6509.008950190667,-4607.819627994147,-3594.302751333286,-1900.7601300111185,-19.111305549716914,1862.5373744720068,3556.079995794174,4569.597312652148,6470.786634848669
2022-09-25,-19.09433337364425,-6503.22849496882,-4603.727561869519,-3591.1107590857973,-1899.072122066579,-19.09433337364425,1860.8833110078851,3552.9219480271036,4565.539190617013,6465.040123716314
2022-10-02,-19.110093206988047,-6508.596045397096,-4607.527326842486,-3594.0747435294975,-1900.6395535953975,-19.110093206988047,1862.4192227509063,3555.8544126850065,4569.307436167183,6470.376154721794
2022-10-09,-19.09920919877536,-6504.889124031308,-4604.903144703636,-3592.027765599987,-1899.5570587960979,-19.09920919877536,1861.3584960502915,3553.8292028541805,4566.705021876323,6466.691001203995
2022-10-16,-19.124993165821902,-6513.670736142567,-4611.119772297995,-3596.8770095961436,-1902.1214642695018,-19.124993165821902,1863.8713333947317,3558.6268787213735,4572.87008193561,6475.421045780182
2022-10-23,-19.107035100428877,-6507.554502582949,-4606.79000393217,-3593.499599105643,-1900.3354023690003,-19.107035100428877,1862.12118776074,3555.285384497383,4568.576229422661,6469.340728073439
2022-10-30,-19.09966396680878,-6505.044010843833,-4605.0127912720045,-3592.11329476436,-1899.6022888273,-19.09966396680878,1861.4028165419898,3553.9138224790495,4566.813758915663,6466.844978487492
2022-11-06,-19.10480959190991,-6506.79652951664,-4606.253424062768,-3593.0810431167793,-1900.1140591514556,-19.10480959190991,1861.9042955770533,3554.871279542377,4568.044100535856,6468.587205989727
2022-11-13,-19.107645731665624,-6507.762473941834,-4606.937229802786,-3593.6144417849455,-1900.3961341440186,-19.107645731665624,1862.1806982686699,3555.399005909597,4568.722234040252,6469.547478179301
2022-11-20,-19.08485785115188,-6500.001281602883,-4601.442971818241,-3589.3286779780447,-1898.1297115484872,-19.08485785115188,1859.9598516063925,3551.15881803595,4563.273551464081,6461.831861248723
2022-11-27,-19.080413468502705,-6498.487595038336,-4600.371411659678,-3588.4928137435286,-1897.6876849522355,-19.080413468502705,1859.526713809029,3550.331842600322,4562.210880002037,6460.327063380694
2022-12-04,-19.128732208717537,-6514.944195122621,-4612.0212719469655,-3597.5802191247744,-1902.493339631022,-19.128732208717537,1864.2357306422018,3559.322610135954,4573.764103556652,6476.687026732308
2022-12-11,-19.119727488766177,-6511.877329669348,-4609.850194454193,-3595.886682824391,-1901.5977538940385,-19.119727488766177,1863.3581544131769,3557.647083343529,4571.611035364431,6473.638170579585
2022-12-18,-19.11025089085826,-6508.649750033854,-4607.565345115508,-3594.1043994610127,-1900.655236417948,-19.11025089085826,1862.4345902045245,3555.883753247589,4569.345139074905,6470.429543993251
2022-12-25,-19.104314970693764,-6506.62806933926,-4606.134168717169,-3592.9880186819264,-1900.0648654276326,-19.104314970693764,1861.8560910994008,3554.7792443536946,4567.925834425035,6468.419735047125
2023-01-01,-19.121830848213957,-6512.593700690441,-4610.357323646545,-3596.2822659848684,-1901.8069484865807,-19.121830848213957,1863.5631422709268,3558.0384597692146,4572.113957870437,6474.350334914334
2023-01-08,20.086907370448113,-6474.983351196289,-4572.278812278747,-3557.953738735199,-1863.061391708374,20.086907370448113,1903.2353991889952,3598.12774621582,4612.452379211426,6515.156918128967
2023-01-15,20.080073428997007,-6472.780440797844,-4570.723237539192,-3556.7432563504376,-1862.4275433893697,20.080073428997007,1902.5878829215153,3596.903595882583,4610.8831366732775,6512.940339931929
2023-01-22,20.105086390727333,-6480.8433301108225,-4576.416808622224,-3561.173752248287,-1864.7474965027402,20.105086390727333,1904.9578621983528,3601.3841179439,4616.626733371189,6521.0532548597885
