,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.5,q_0.75,q_0.9,q_0.95,q_0.99
2021-12-12,1557.6601112703074,-9546.256276442833,-6293.408999062076,-4559.327693913401,-1661.7544509009604,1557.6601112703074,4777.0747777727465,7674.6477077916725,9408.729430265033,12661.57670764579
2021-12-19,1527.064710860986,-9589.234119415283,-6332.759160298568,-4596.744173651476,-1695.9398342921183,1527.064710860986,4750.069360461602,7650.873804268471,9386.888373125517,12643.362914452187
2021-12-26,1559.9449019228316,-9560.258815860261,-6302.640231183597,-4566.015359098814,-1664.1919281199878,1559.9449019228316,4784.081836449856,7685.904953976066,9422.530243997671,12680.148828674335
2022-01-02,1530.7554000933765,-9612.409878019149,-6348.064501243195,-4607.85382349479,-1700.0386696857245,1530.7554000933765,4761.549574572423,7669.364833081435,9409.575092030056,12673.920050006229
2022-01-09,1534.8328175520655,-9638.014104438551,-6364.973609664223,-4620.127596055619,-1704.5670008298123,1534.8328175520655,4774.232740912775,7689.793441117412,9434.639034810692,12707.679109669694
2022-01-16,1539.2414807338812,-9665.698395158777,-6383.256398828785,-4633.398478848251,-1709.4632095188354,1539.2414807338812,4787.94627626697,7711.8816508767595,9461.7391497358,12744.180724944303
2022-01-23,1541.1398709696532,-9677.619375514983,-6391.129050242901,-4639.112980790138,-1711.5715390473604,1541.1398709696532,4793.851386396885,7721.392933549881,9473.408581361771,12759.89848499298
2022-01-30,1543.4269126914626,-9691.980900835635,-6400.613444919017,-4645.997394813234,-1714.1115002756687,1543.4269126914626,4800.9654312252405,7732.851431329452,9487.46705916865,12778.834092818683
2022-02-06,1543.4350471983453,-9692.031981638163,-6400.647178835208,-4646.021881167251,-1714.1205343618842,1543.4350471983453,4800.990734325777,7732.892186698347,9487.517062097493,12778.901442631637
2022-02-13,1545.8127421921697,-9706.962766036611,-6410.507513924773,-4653.179178125166,-1716.7611740316665,1545.8127421921697,4808.386764145837,7744.804873969168,9502.13278684945,12798.587616041965
2022-02-20,1549.5810869406253,-9730.626164043651,-6426.134893403334,-4664.522585279801,-1720.9462527141852,1549.5810869406253,4820.108532583013,7763.684971136206,9525.29685530943,12829.787701999441
2022-02-27,1551.9863722021987,-9745.730202093357,-6436.109645727204,-4671.762933991595,-1723.6175338058938,1551.9863722021987,4827.590384362384,7775.735890700178,9540.082177827417,12849.7023095852
2022-03-06,1586.4795772511402,-9722.878895210988,-6409.848192208022,-4643.683317081442,-1692.4998462023666,1586.4795772511402,4865.459106966129,7816.642259060757,9582.807559233266,12895.838262236233
2022-03-13,1589.3909873159034,-9740.721726521202,-6421.611152669658,-4652.20512003484,-1695.6058181653852,1589.3909873159034,4874.387899253679,7830.986881753673,9600.39334021444,12919.503914065983
2022-03-20,1588.6035865794581,-9735.896072215759,-6418.429820076777,-4649.9003694940075,-1694.765797503006,1588.6035865794581,4871.97307706567,7827.1073298454285,9595.637206043188,12913.10345818217
2022-03-27,1588.8881883652587,-9737.640279160732,-6419.579695731259,-4650.733409253034,-1695.0694184796662,1588.8881883652587,4872.845901632993,7828.509573137931,9597.356285307396,12915.41686873687
2022-04-03,1558.2496350487074,-9785.060489382062,-6462.083486182349,-4690.616501095182,-1730.5734387380737,1558.2496350487074,4847.072815415972,7807.115984353565,9578.582543118795,12901.559119996571
2022-04-10,1562.366799515288,-9810.914307951363,-6479.157426012636,-4703.009919421933,-1735.1459124345351,1562.366799515288,4859.8796183272,7827.743732176686,9603.890811319035,12935.647265809408
2022-04-17,1564.5871385853245,-9824.856972604428,-6488.365203839428,-4709.693546259178,-1737.611794494233,1564.5871385853245,4866.786178678836,7838.868037457736,9617.539266982169,12954.030607691351
2022-04-24,1568.5990691184998,-9850.04997253418,-6505.002737045288,-4721.770191192627,-1742.0673966407776,1568.5990691184998,4879.265642166138,7858.968544006348,9642.200660705566,12987.247467041016
2022-05-01,1571.8771642655413,-9870.634838130987,-6518.597044426704,-4731.637857350233,-1745.7080099696868,1571.8771642655413,4889.462446013344,7875.392400906465,9662.351157932639,13014.388521586623
2022-05-08,1573.7669342686963,-9882.50168755997,-6526.433947613073,-4737.326410814773,-1747.8067659707956,1573.7669342686963,4895.340742150019,7884.860494635826,9673.967600866807,13030.034910246384
2022-05-15,1577.2287846762274,-9904.24044807752,-6540.790290683508,-4747.74721392658,-1751.6514556979141,1577.2287846762274,4906.109132928981,7902.204999036259,9695.24764427874,13058.697370158301
2022-05-22,1581.2370139994928,-9929.410206183858,-6557.412474919024,-4759.812717541022,-1756.1029473249264,1581.2370139994928,4918.577083476677,7922.286961845538,9719.88628661248,13091.883585266252
2022-05-29,1584.233092969984,-9948.224145425569,-6569.837257189488,-4768.831463409127,-1759.4303568555126,1584.233092969984,4927.896651153171,7937.297866064474,9738.303226414077,13116.689681219397
2022-06-05,1585.0928366007324,-9953.622923158619,-6573.402626302144,-4771.419449037613,-1760.3851778662367,1585.0928366007324,4930.570959484196,7941.605339072066,9743.588082670622,13123.80794586112
