,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.75,q_0.9,q_0.95,q_0.99
2022-07-31,2470.1013505967276,-9.663346495048245,716.7737414663225,1104.0346650411666,1751.1306885773588,3189.0720126160963,3836.1680361522886,4223.428959727132,4949.866047688503
2022-08-07,2347.9055546920536,-127.52996249711259,597.6389096349899,984.223752043999,1630.1900735953873,3065.62103578872,3711.587357340108,4098.172199749117,4823.341071881219
2022-08-14,2200.852659824672,-270.1643014246015,453.71017252781303,839.6049760568603,1484.4182728951257,2917.287046754219,3562.100343592484,3947.995147121531,4671.869621073945
2022-08-21,2181.576551611687,-284.0343916410757,438.25641109630055,823.3069653606308,1466.709558694322,2896.4435445290524,3539.8461378627435,3924.896692127073,4647.18749486445
2022-08-28,2093.021717117116,-367.65617825048093,353.1895079624619,737.4696759549461,1379.5849876065695,2806.458446627663,3448.5737582792863,3832.8539262717695,4553.699612484714
2022-09-04,3050.1358189016405,544.4236265640266,1278.461928829474,1669.775031623234,2323.6420689632755,3776.6295688400055,4430.496606180047,4821.809708973807,5555.848011239254
2022-09-11,2432.1043745184015,-89.57822193802986,649.1385459395967,1042.945721439598,1700.9802449172043,3163.2285041195987,3821.263027597205,4215.070203097206,4953.786970974833
2022-09-18,2188.734311604612,-330.5255435507188,407.481492013306,800.910311843131,1458.3126195851728,2919.1560036240508,3576.5583113660923,3969.987131195917,4707.994166759942
2022-09-25,1493.7934898497083,-1043.94452852647,-300.5243894140442,95.7901358874592,758.0143309466671,2229.5726487527495,2891.7968438119574,3288.11136911346,4031.5315082258867
2022-10-02,2235.5155591009157,-326.01380364294164,424.37591405144076,824.4058959056242,1492.838455957269,2978.1926622445626,3646.625222296207,4046.65520415039,4797.044921844773
2022-10-09,1635.3547517300276,-940.2427368702765,-185.7318183247744,216.49516045356245,888.598806036423,2382.1106974236322,3054.2143430064925,3456.4413217848287,4210.952240330332
2022-10-16,2498.6493942257794,-107.96594118670646,655.6315307481148,1062.7025175155468,1742.900288058875,3254.3985003926837,3934.596270936012,4341.667257703443,5105.264729638266
2022-10-23,1469.0453585323016,-1183.760074960605,-406.63139968961923,7.653021507141602,699.9041247032176,2238.186592361386,2930.4376955574617,3344.722116754222,4121.850792025209
2022-10-30,1702.015114832349,-948.1385575392487,-171.78670501648253,242.0835948476606,933.6427194544053,2470.3875102102925,3161.946634817037,3575.8169346811796,4352.1687872039465
2022-11-06,1998.2347137205531,-650.5305335040614,125.4145854597466,539.0680571686355,1230.2648714349498,2766.2045560061565,3457.4013702724706,3871.0548419813585,4646.999960945168
2022-11-13,1946.6746895855804,-696.719835597215,77.65195195942965,490.4666865169195,1180.262007778331,2713.0873713928295,3402.8826926542415,3815.6974272117304,4590.069214768376
2022-11-20,1342.6751571011318,-1313.2474394727783,-535.2056038225353,-120.43438020653753,572.6301484878517,2112.720165714412,2805.7846944088014,3220.5559180247983,3998.597753675042
2022-11-27,1770.6070428774374,-888.8370415554677,-109.76360020949892,305.5575685856652,999.5410315616652,2541.6730541932093,3235.6565171692096,3650.9776859643725,4430.051127310342
2022-12-04,3050.985530099199,321.98964165858706,1121.438004070685,1547.620967893381,2259.754014116509,3842.217046081889,4554.350092305017,4980.533056127712,5779.981418539811
2022-12-11,1629.0215578625678,-1180.8688967589057,-357.7227967520912,81.09334329419062,814.335873075461,2443.7072426496743,3176.949772430945,3615.765912477226,4438.912012484041
2022-12-18,1636.608979258389,-1167.5502684643116,-346.08310245269854,91.83800409325954,823.5849721389309,2449.632986377847,3181.379954423518,3619.3010609694757,4440.768226981089
2022-12-25,1746.0375912263294,-1052.72458581287,-232.8384699369583,204.2397846319784,934.5783839795499,2557.496798473109,3287.8353978206806,3724.913652389616,4544.799768265529
2023-01-01,2324.521946632478,-482.9736853597128,339.4708609960476,777.9130053868942,1510.5306048260636,3138.5132884388922,3871.130887878062,4309.573032268907,5132.017578624669
2023-01-08,2019.8974253423864,-786.2868869974434,35.77351354369034,474.0108712222045,1206.2862810440997,2833.508569640673,3565.7839794625684,4004.021337141082,4826.081737682216
2023-01-15,1736.6645267212332,-1067.2626362543926,-245.86345853538774,192.02140370335633,923.7078091008332,2549.6212443416334,3281.3076497391103,3719.1925119778534,4540.591689696859
2023-01-22,2498.290762110967,-324.3565696538699,502.52660617081347,943.334967507391,1679.9064117142484,3316.6751125076858,4053.246556714543,4494.05491805112,5320.938093875804
