,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.75,q_0.9,q_0.95,q_0.99
2021-12-12,618.0071,-4701.0415,-2697.385,-1845.6206,-613.6278,1849.642,3081.634,3933.399,5937.0557
2021-12-19,485.80298,-4698.3096,-2743.5132,-1913.3313,-713.30853,1684.9146,2884.937,3715.1191,5669.915
2021-12-26,305.31573,-4610.8696,-2743.501,-1956.0667,-823.01465,1433.6461,2566.6978,3354.1323,5221.501
2022-01-02,373.2261,-4677.5063,-2756.8481,-1947.8406,-784.57446,1531.0266,2694.2925,3503.3005,5423.9585
2022-01-09,514.52216,-4585.592,-2650.24,-1833.3658,-657.23785,1686.2821,2862.4097,3679.2842,5614.6357
2022-01-16,651.3033,-4617.818,-2625.4763,-1781.6138,-563.9106,1866.5171,3084.22,3928.083,5920.4243
2022-01-23,536.4726,-4709.8115,-2710.57,-1870.1974,-663.4312,1736.3763,2943.1423,3783.5154,5782.7563
2022-01-30,636.5161,-4819.4517,-2749.412,-1875.5452,-617.2274,1890.2596,3148.577,4022.4443,6092.4834
2022-02-06,512.05176,-4876.576,-2826.8706,-1963.7339,-722.8472,1746.9508,2987.837,3850.9739,5900.68
2022-02-13,605.13477,-4812.7417,-2755.0952,-1887.3071,-638.5246,1848.7942,3097.5764,3965.3647,6023.011
2022-02-20,523.90576,-4832.1113,-2791.6677,-1933.7236,-701.49207,1749.3036,2981.5347,3839.4792,5879.9233
2022-02-27,430.87643,-4872.996,-2855.5784,-2006.0184,-784.6313,1646.3842,2867.771,3717.3313,5734.749
2022-03-06,287.6059,-5036.0566,-3002.9587,-2150.1506,-927.1792,1502.3911,2725.3618,3578.1707,5611.2686
2022-03-13,440.8267,-4854.1333,-2834.4111,-1986.223,-768.9646,1650.618,2867.8762,3716.0647,5735.7866
2022-03-20,409.0673,-5003.528,-2940.7124,-2073.697,-828.7474,1646.882,2891.8315,3758.847,5821.663
2022-03-27,392.342,-5121.937,-3025.1917,-2141.9365,-871.8398,1656.5238,2926.62,3809.8757,5906.6216
2022-04-03,560.8009,-4969.53,-2864.0486,-1978.1957,-705.3614,1826.9631,3099.7969,3985.6504,6091.132
2022-04-10,722.585,-4711.2627,-2650.403,-1780.0881,-526.5849,1971.755,3225.2578,4095.5735,6156.4326
2022-04-17,717.9725,-4789.4814,-2709.9504,-1827.954,-554.10614,1990.0511,3263.8984,4145.8955,6225.4263
2022-04-24,688.4274,-4907.1973,-2783.1777,-1886.9315,-596.7664,1973.6213,3263.7861,4160.0327,6284.0522
2022-05-01,770.0166,-4848.3276,-2720.948,-1821.1217,-523.8011,2063.8342,3361.1548,4260.9814,6388.361
2022-05-08,844.48096,-4772.69,-2648.8582,-1749.2562,-451.0767,2140.0386,3438.2175,4337.8203,6461.6514
2022-05-15,907.8713,-4882.252,-2692.9492,-1765.6476,-427.5258,2243.2683,3581.3894,4508.692,6697.9946
2022-05-22,979.8222,-4900.0317,-2671.0789,-1729.3403,-372.56464,2332.209,3688.9844,4630.723,6859.676
2022-05-29,1020.07745,-4826.757,-2624.2366,-1687.9547,-333.73495,2373.89,3728.1094,4664.3916,6866.9116
2022-06-05,921.4374,-4889.6177,-2694.5037,-1763.875,-420.15045,2263.0251,3606.7495,4537.3784,6732.493
