timestamp,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.5,q_0.75,q_0.9,q_0.95,q_0.99
2021-09-12,1416.980670322664,-11087.168899995584,-7424.128676605721,-5471.375228931506,-2208.4100947082043,1416.980670322664,5042.371643568078,8305.33677779138,10258.090225465596,13921.13044885546
2021-09-19,1416.980670322664,-11087.168899995584,-7424.128676605721,-5471.375228931506,-2208.4100947082043,1416.980670322664,5042.371643568078,8305.33677779138,10258.090225465596,13921.13044885546
2021-09-26,1416.980670322664,-11087.168899995584,-7424.128676605721,-5471.375228931506,-2208.4100947082043,1416.980670322664,5042.371643568078,8305.33677779138,10258.090225465596,13921.13044885546
2021-10-03,1416.980670322664,-11087.168899995584,-7424.128676605721,-5471.375228931506,-2208.4100947082043,1416.980670322664,5042.371643568078,8305.33677779138,10258.090225465596,13921.13044885546
2021-10-10,1416.980670322664,-11087.168899995584,-7424.128676605721,-5471.375228931506,-2208.4100947082043,1416.980670322664,5042.371643568078,8305.33677779138,10258.090225465596,13921.13044885546
2021-10-17,1416.980670322664,-11087.168899995584,-7424.128676605721,-5471.375228931506,-2208.4100947082043,1416.980670322664,5042.371643568078,8305.33677779138,10258.090225465596,13921.13044885546
2021-10-24,1416.980670322664,-11087.168899995584,-7424.128676605721,-5471.375228931506,-2208.4100947082043,1416.980670322664,5042.371643568078,8305.33677779138,10258.090225465596,13921.13044885546
2021-10-31,1416.980670322664,-11087.168899995584,-7424.128676605721,-5471.375228931506,-2208.4100947082043,1416.980670322664,5042.371643568078,8305.33677779138,10258.090225465596,13921.13044885546
2021-11-07,1416.980670322664,-11087.168899995584,-7424.128676605721,-5471.375228931506,-2208.4100947082043,1416.980670322664,5042.371643568078,8305.33677779138,10258.090225465596,13921.13044885546
2021-11-14,1416.980670322664,-11087.168899995584,-7424.128676605721,-5471.375228931506,-2208.4100947082043,1416.980670322664,5042.371643568078,8305.33677779138,10258.090225465596,13921.13044885546
2021-11-21,1416.980670322664,-11087.168899995584,-7424.128676605721,-5471.375228931506,-2208.4100947082043,1416.980670322664,5042.371643568078,8305.33677779138,10258.090225465596,13921.13044885546
2021-11-28,1416.980670322664,-11087.168899995584,-7424.128676605721,-5471.375228931506,-2208.4100947082043,1416.980670322664,5042.371643568078,8305.33677779138,10258.090225465596,13921.13044885546
