,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.75,q_0.9,q_0.95,q_0.99
2021-12-12,2336.9442147562186,1695.1317179148418,1883.1481058283646,1983.3789465126285,2150.8602865966145,2523.0281429158226,2690.509482999809,2790.740323684073,2978.7567115975953
2021-12-19,2224.038232081201,1583.1435794714898,1770.8910886112985,1870.9785910162211,2038.2204191202063,2409.8560450421955,2577.097873146181,2677.1853755511033,2864.932884690912
2021-12-26,2393.504787329588,1753.0263339387266,1940.6519191924071,2040.6744244247866,2207.8076451033044,2579.2019295558716,2746.3351502343894,2846.357655466769,3033.9832407204494
2022-01-02,1888.2825423163936,1236.432980643901,1427.3896863045659,1529.1879994998455,1699.2885174226833,2077.276567210104,2247.377085132942,2349.1753983282215,2540.1321039888862
2022-01-09,1969.124989929971,1318.8492689460504,1509.3449243110713,1610.8974532997563,1780.5872765899749,2157.662703269967,2327.3525265601857,2428.9050555488707,2619.4007109138915
2022-01-16,2238.145250932777,1586.5949518659127,1777.4639897506697,1879.215567579008,2049.237992752835,2427.052509112719,2597.0749342865456,2698.826512114884,2889.695549999641
2022-01-23,2536.9333886348713,1881.0907602924322,2073.217218763577,2175.6391228537154,2346.781633820033,2727.0851434497094,2898.2276544160272,3000.6495585061657,3192.7760169773105
2022-01-30,2316.29838229652,1661.1463422722254,1853.0704956749087,1955.384551681635,2126.3468532292545,2506.249911363785,2677.2122129114045,2779.526268918131,2971.450422320814
2022-02-06,2588.9641416923787,1931.2551196986437,2123.9283306784546,2226.6417065078285,2398.271253970602,2779.657029414155,2951.286576876929,3053.999952706303,3246.6731636861136
2022-02-13,2529.322597413208,1873.178613042151,2065.393352549043,2167.862318932674,2339.0834689279354,2719.5617258984803,2890.7828758937417,2993.251842277373,3185.4665817842647
2022-02-20,2342.4489562085773,1686.5080030750782,1878.6632653980462,1981.1005247150097,2152.26869359209,2532.6292188250645,2703.797387702145,2806.2346470191087,2998.3899093420764
2022-02-27,2564.7537654668736,1908.3697082992348,2100.6547761656893,2203.161234337569,2374.4450314671367,2755.0624994666105,2926.346296596178,3028.852754768058,3221.1378226345123
2022-03-06,2676.1071714811346,2020.1629784229249,2212.3191898687974,2314.7569551596694,2485.925969496966,2866.2883734653033,3037.4573878026,3139.895153093472,3332.0513645393444
2022-03-13,2560.4929127930786,1905.8163690935835,2097.6012277615973,2199.841026260701,2370.6792467689597,2750.3065788171975,2921.1447993254565,3023.38459782456,3215.1694564925738
2022-03-20,2238.7036273023778,1580.2399870913625,1773.134260440892,1875.965483801571,2047.7919493220393,2429.6153052827162,2601.441770803184,2704.2729941638636,2897.167267513393
2022-03-27,2389.3780699699128,1732.1377563918263,1924.6736611276351,2027.3138395064022,2198.821077238612,2579.9350627012136,2751.442300433423,2854.0824788121904,3046.618383547999
2022-04-03,2731.51796127565,2069.9051140193988,2263.721934898543,2367.04496493358,2539.6932178432526,2923.3427047080477,3095.99095761772,3199.313987652757,3393.1308085319015
2022-04-10,2526.6917377699974,1866.102988899725,2059.6198042782794,2162.7829024910548,2335.163916338064,2718.2195592019307,2890.60057304894,2993.7636712617154,3187.28048664027
2022-04-17,2150.438203740064,1483.3683251732366,1678.783761412467,1782.959007380648,1957.0312757485324,2343.845131731596,2517.9174000994803,2622.0926460676615,2817.508082306892
2022-04-24,1992.2642664667487,1322.7536232065036,1518.8840716395782,1623.4404879625556,1798.1496752805929,2186.3788576529046,2361.0880449709416,2465.6444612939194,2661.774909726994
2022-05-01,2154.2880829527435,1486.1335847789328,1681.866755966873,1786.2113852605044,1960.566685738472,2348.0094801670148,2522.3647806449826,2626.709409938614,2822.442581126554
2022-05-08,1916.54565412607,1247.8167621609805,1443.7181996983725,1548.152531160265,1722.6577200283355,2110.4335882238047,2284.938777091875,2389.373108553768,2585.2745460911597
2022-05-15,2284.731792305105,1613.4845484157602,1810.1237270140132,1914.9513455056053,2090.113699756327,2479.349884853883,2654.5122391046048,2759.339857596197,2955.9790361944497
2022-05-22,2168.335607639143,1498.5715126264495,1694.7762087303627,1799.3722062119275,1974.1475319104973,2362.523683367788,2537.299009066358,2641.895006547923,2838.099702651836
2022-05-29,2145.8468464136845,1477.5342323595446,1673.3137229582744,1777.6830449584033,1952.0796058662575,2339.6140869611118,2514.010647868966,2618.3799698690946,2814.1594604678244
2022-06-05,2131.3266000406798,1464.46678886265,1659.8206867057684,1763.9631267826912,1937.980577944683,2324.6726221366766,2498.6900732986683,2602.832513375591,2798.1864112187095
