,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.5,q_0.75,q_0.9,q_0.95,q_0.99
2022-07-31,1735.6085537544318,-11746.816902262824,-7797.194314479828,-5691.665375556265,-2173.4185050896235,1735.6085537544318,5644.635832854679,9162.882262808937,11268.410761220115,15218.034230027879
2022-08-07,1733.9788448371646,-11735.786827414604,-7789.872872627928,-5686.320991998936,-2171.3776995686803,1733.9788448371646,5639.335609292385,9154.27846162389,11257.829902154132,15203.744737138308
2022-08-14,1733.3099085164567,-11731.259382293623,-7786.867686657111,-5684.127316652735,-2170.54002302289,1733.3099085164567,5637.160060020288,9150.746913721165,11253.486843796572,15197.87941929102
2022-08-21,1765.7070540293619,-11702.489165499992,-7757.034814470537,-5653.728386922497,-2139.1947205907577,1765.7070540293619,5670.608608625736,9185.142935028709,11288.44936257675,15233.903713606205
2022-08-28,1734.0342601143625,-11736.161884977799,-7790.121824895055,-5686.502718007269,-2171.4470934355554,1734.0342601143625,5639.5158337206885,9154.571018179586,11258.189684954557,15204.230625262931
2022-09-04,1731.9662415797327,-11722.165275532521,-7780.8312839343225,-5679.720964446479,-2168.857414016017,1731.9662415797327,5632.79011696945,9143.653227811978,11244.763107711886,15186.097978485954
2022-09-11,1731.5629102700068,-11719.43547851922,-7779.019324326124,-5678.398300505075,-2168.352341757446,1731.5629102700068,5631.478382040243,9141.523901302306,11242.14448563779,15182.561518802017
2022-09-18,1735.9478749126804,-11749.11347052321,-7798.718709482465,-5692.778127900921,-2173.843420536664,1735.9478749126804,5645.739390661278,9164.673657427029,11270.613798410064,15221.009440647826
2022-09-25,1735.1306893149529,-11743.58265565663,-7795.047515950552,-5690.098291504674,-2172.820098603644,1735.1306893149529,5643.081697429099,9160.359449939031,11265.30823399381,15213.844254482085
2022-10-02,1734.2706804121071,-11737.762007277022,-7791.1839393893715,-5687.27802256534,-2171.7431511203285,1734.2706804121071,5640.284732030954,9155.819163303144,11259.724639954355,15206.303588187646
2022-10-09,1765.6613400866909,-11702.186189466907,-7756.833985774748,-5653.582012576442,-2139.139337097445,1765.6613400866909,5670.4617972527785,9184.905132785922,11288.157105984226,15233.509309676387
2022-10-16,1735.32157088116,-11744.874566095421,-7795.905048404831,-5690.724258689995,-2173.0591303411734,1735.32157088116,5643.702492323267,9161.367180232543,11266.547529507832,15215.517928077514
2022-10-23,1735.748653134346,-11747.765112480163,-7797.823708755493,-5692.124810253143,-2173.5939447555543,1735.748653134346,5645.091471298218,9163.621896247863,11269.32035420227,15219.262639022827
2022-10-30,1735.1581189893632,-11743.76830314165,-7795.170743334341,-5690.188242967385,-2172.8544474559953,1735.1581189893632,5643.170905633751,9160.504260747082,11265.486320715976,15214.084761319407
2022-11-06,1737.3195375608548,-11758.397055779185,-7804.880882501602,-5697.276287802629,-2175.56108721665,1737.3195375608548,5650.200382811683,9171.915142451015,11279.519296203342,15233.036351374218
2022-11-13,1738.9477767423678,-11769.417183271038,-7812.195721588587,-5702.615851584159,-2177.6000522587137,1738.9477767423678,5655.495826423404,9180.51118438894,11290.09061303346,15247.312957435728
2022-11-20,1741.606110700707,-11787.409121721748,-7824.138245368567,-5711.333455167418,-2180.928955083757,1741.606110700707,5664.141397502479,9194.545455551524,11307.349803718056,15270.62156414047
2022-11-27,1774.7833473191542,-11762.643664879894,-7796.908429334678,-5682.790340831233,-2150.190858734823,1774.7833473191542,5699.757332218394,9232.357477779015,11346.47556628246,15312.210801827674
2022-12-04,1743.7525011859834,-11801.936162382364,-7833.780871093273,-5718.372217670083,-2183.6167759001255,1743.7525011859834,5671.121999561787,9205.876998752356,11321.285209596157,15289.441386044025
2022-12-11,1776.192803791061,-11771.985049711591,-7803.100398097056,-5687.303368089728,-2151.8984476787105,1776.192803791061,5704.283833930464,9239.689418332586,11355.486448339914,15324.37109995445
2022-12-18,1745.1010159727675,-11811.06308000217,-7839.839052706726,-5722.794467666352,-2185.30545563476,1745.1010159727675,5675.507709041122,9212.99627815106,11330.040420269781,15301.265333408533
2022-12-25,1745.2433783050672,-11812.026606165766,-7840.4786132606305,-5723.26132337283,-2185.4837290863275,1745.2433783050672,5675.970707175355,9213.747858504072,11330.964705434086,15302.513584254792
2023-01-01,1744.1128916664766,-11804.375330464658,-7835.399919696955,-5719.554063665867,-2184.0680754386462,1744.1128916664766,5672.294080107029,9207.779625663392,11323.62503902362,15292.60133513304
2023-01-08,1744.6718448813847,-11808.158396097891,-7837.911008283096,-5721.387066074714,-2184.768025469506,1744.6718448813847,5674.111936638638,9210.73053443112,11327.254033826777,15297.502307267025
2023-01-15,1745.635262029999,-11814.678924485926,-7842.239144772973,-5724.546446693762,-2185.9744660890738,1745.635262029999,5677.245211677697,9215.816749225136,11333.509004247097,15305.94967007455
2023-01-22,1747.6164378693802,-11828.08777165141,-7851.139546281938,-5731.043412788739,-2188.4553966087083,1747.6164378693802,5683.688494127513,9226.276066747456,11346.371756680564,15323.320869170215
