,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.75,q_0.9,q_0.95,q_0.99
2020-03-01,1675.5739,-2344.0212,-10.807367,586.31586,1203.7999,2147.3477,2764.8315,3361.955,5695.169
2020-03-08,1571.6895,-2038.01,57.24806,593.4833,1148.0109,1995.3679,2549.8953,3086.1309,5181.3887
2020-03-15,1382.6069,-1850.6832,26.099306,506.41608,1003.1144,1762.0996,2258.7979,2739.1145,4615.8975
2020-03-22,1401.3428,-1457.2976,202.08311,626.7362,1065.8546,1736.831,2175.9492,2600.6025,4259.9834
2020-03-29,1287.0995,-1392.4883,162.93327,560.99066,972.61383,1601.5852,2013.208,2411.2656,3966.6873
2020-04-05,1283.3323,-1240.0491,224.77782,599.6207,987.21716,1579.4474,1967.0437,2341.8867,3806.7136
2020-04-12,1758.1415,-1908.9502,219.81383,764.55096,1327.8191,2188.4639,2751.732,3296.4692,5425.2334
2020-04-19,2360.1375,-3738.5508,-198.28368,707.66736,1644.4503,3075.8245,4012.6074,4918.5586,8458.825
2020-04-26,2266.155,-4226.7993,-457.797,506.73837,1504.1356,3028.1743,4025.5715,4990.107,8759.109
2020-05-03,2255.275,-4440.761,-554.0308,440.69193,1469.3469,3041.2031,4069.8577,5064.5806,8951.312
2020-05-10,2371.6191,-5109.1377,-767.00055,344.30658,1493.5455,3249.6924,4398.931,5510.239,9852.376
2020-05-17,3523.3806,-11169.691,-2640.7874,-458.1068,1798.9554,5247.8057,7504.8677,9687.549,18216.453
2020-05-24,3408.7542,-13017.189,-3483.1707,-1042.974,1480.5859,5336.9224,7860.482,10300.679,19834.697
2020-05-31,2897.7776,-10810.182,-2854.3416,-817.8482,1288.3765,4507.1787,6613.403,8649.897,16605.736
2020-06-07,3131.2446,-13454.674,-3829.262,-1365.1187,1183.5973,5078.892,7627.6074,10091.751,19717.162
2020-06-14,2909.6787,-12645.102,-3618.196,-1307.2351,1083.0681,4736.2896,7126.5923,9437.554,18464.459
2020-06-21,2964.9324,-12905.63,-3695.1824,-1337.3411,1101.3755,4828.4897,7267.2056,9625.047,18835.496
2020-06-28,2820.4675,-12191.575,-3479.692,-1249.3578,1057.5645,4583.3706,6890.292,9120.627,17832.51
2020-07-05,3392.436,-16053.301,-4767.886,-1878.907,1109.1327,5675.7393,8663.777,11552.758,22838.174
2020-07-12,3382.8254,-19077.348,-6043.9795,-2706.9724,744.85626,6020.7944,9472.622,12809.63,25842.996
2020-07-19,2677.9836,-15068.602,-4771.959,-2135.0864,592.9163,4763.0513,7491.0527,10127.926,20424.568
2020-07-26,2351.1611,-11950.257,-3651.5974,-1526.7378,671.3107,4031.0117,6229.0596,8353.92,16652.58
2020-08-02,2405.08,-11872.018,-3588.1367,-1466.8075,727.76685,4082.3928,6276.967,8398.297,16682.176
2020-08-09,2142.336,-9879.707,-2904.1729,-1117.9166,729.99335,3554.6785,5402.5874,7188.8447,14164.379
2020-08-16,2367.03,-11326.762,-3381.1455,-1346.5085,758.33234,3975.7275,6080.5674,8115.2056,16060.821
2020-08-23,2383.793,-10704.277,-3109.5647,-1164.9956,846.5207,3921.0654,5932.58,7877.151,15471.863
