,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.5,q_0.75,q_0.9,q_0.95,q_0.99
2021-09-05,1583.0130974753365,-10826.921395881014,-7191.480674893444,-5253.441396396197,-2015.0616066867767,1583.0130974753365,5181.087593258363,8419.467799725957,10357.507494981375,13992.9473824526
2021-09-12,1581.7631197214746,-10818.37224937727,-7185.802142684658,-5249.293177479257,-2013.4704750751455,1581.7631197214746,5176.996506303549,8412.819625136752,10349.329006771246,13981.898280605674
2021-09-19,1562.6710846664994,-10839.059736750905,-7206.022279178541,-5269.263754558069,-2033.0249533338251,1562.6710846664994,5158.366914425489,8394.606340373737,10331.364864994208,13964.402322566571
2021-09-26,1585.1649379837759,-10841.638777612412,-7201.256285377385,-5260.582567889666,-2017.8007445999028,1585.1649379837759,5188.130411905112,8430.91265251956,10371.586787331966,14011.96844491762
2021-10-03,1586.9325622026738,-10853.72833549793,-7209.286437137311,-5266.44866606639,-2020.0508028617273,1586.9325622026738,5193.915718372052,8440.313999366761,10383.152188227727,14027.593251008255
2021-10-10,1587.490072977482,-10857.541396391634,-7211.819156525086,-5268.298840387743,-2020.7604739057774,1587.490072977482,5195.740410892331,8443.279195311117,10386.799929385283,14032.521333378189
2021-10-17,1590.7679431647214,-10879.960189337658,-7226.710214687483,-5279.176892477849,-2024.9329664622467,1590.7679431647214,5206.468643391799,8460.712988207184,10408.2467292166,14061.49586626721
2021-10-24,1595.0052138506762,-10908.940743398185,-7245.95973972359,-5293.238843869681,-2030.3267067225293,1595.0052138506762,5220.33692446622,8483.249481528695,10435.97079729793,14098.950961141874
2021-10-31,1599.5867165920124,-10940.27565157713,-7266.77307884178,-5308.443175531512,-2036.1586295851512,1599.5867165920124,5235.33185220843,8507.616819276283,10465.947143708043,14139.448874200409
2021-11-07,1601.5595323210955,-10953.76860426426,-7275.735396471024,-5314.990229270458,-2038.6698818540574,1601.5595323210955,5241.788735675812,8518.109504733085,10478.855093574524,14156.887458086014
2021-11-14,1603.9362364343149,-10970.023926886752,-7286.532541312981,-5322.8776408119575,-2041.6952549331816,1603.9362364343149,5249.567516668519,8530.75032481388,10494.405647581489,14177.89618862209
2021-11-21,1603.944689850701,-10970.081743511824,-7286.570944394216,-5322.905694608641,-2041.7060155231175,1603.944689850701,5249.595184090114,8530.795285444448,10494.460957498834,14177.97091207882
2021-11-28,1606.4156012546841,-10986.981391145679,-7297.796064160728,-5331.1057456866865,-2044.8513076951351,1606.4156012546841,5257.68229874484,8543.937159655718,10510.627901049083,14199.812382195385
2021-12-05,1610.3316821806573,-11013.765187459834,-7315.586454110988,-5344.101785757963,-2049.836196534774,1610.3316821806573,5270.499348920935,8564.765362094431,10536.250454397763,14234.428339845994
2021-12-12,1612.831265515816,-11030.860935015795,-7326.941827783352,-5352.396988487244,-2053.0179860091794,1612.831265515816,5278.680304736626,8578.059731823061,10552.604995727539,14256.523253743242
2021-12-19,1614.4932918869754,-11042.228262871215,-7334.492258382074,-5357.9126460355465,-2055.133625819845,1614.4932918869754,5284.119997070831,8586.899442332462,10563.479479724921,14271.2146341222
2021-12-26,1639.5013332600179,-11040.44727391782,-7325.907059607298,-5345.699723699819,-2036.859645895336,1639.5013332600179,5315.862525328345,8624.702603132828,10604.909939040308,14319.45015335083
2022-01-02,1616.6548065144855,-11057.011810149137,-7344.311817485553,-5365.0859223913685,-2057.885078189465,1616.6548065144855,5291.194478410941,8598.395748227835,10577.622068937007,14290.321210370614
2022-01-09,1597.2222650307788,-11078.714972979713,-7365.349842041873,-5385.768938634954,-2077.9758150583248,1597.2222650307788,5272.420132274262,8580.21389438775,10559.79479779467,14273.159928732512
2022-01-16,1619.3400766264824,-11075.377551074254,-7356.510748845055,-5373.997351607823,-2061.3032335508437,1619.3400766264824,5299.98317364284,8612.677718021756,10595.191541580927,14314.057491166252
2022-01-23,1623.618652583016,-11104.640610010138,-7375.94791986818,-5388.19638008303,-2066.7495524442593,1623.618652583016,5313.9866438861145,8635.433898973239,10623.185866206744,14351.877701451993
2022-01-30,1625.926038998478,-11120.421838472474,-7386.430160882338,-5395.853751542433,-2069.6866890889296,1625.926038998478,5321.538553057977,8647.706043567297,10638.28288096302,14372.273702441522
2022-02-06,1630.0952553749084,-11148.936939239502,-7405.37052154541,-5409.6898555755615,-2074.9938011169434,1630.0952553749084,5335.184097290039,8669.8805809021,10665.56167602539,14409.127235412598
2022-02-13,1633.5018666952012,-11172.236249302036,-7420.846438653001,-5420.99515239212,-2079.330171859153,1633.5018666952012,5346.333690224407,8687.999100807672,10687.85081711885,14439.23976766729
2022-02-20,1635.4657242395158,-11185.667933031571,-7429.7680600853855,-5427.512477192768,-2081.830021004344,1635.4657242395158,5352.761254199716,8698.44414095546,10700.700154415397,14456.59916622694
2022-02-27,1639.0632948585683,-11210.273297554917,-7446.111487454838,-5439.4514980680415,-2086.4094691740142,1639.0632948585683,5364.535843133926,8717.578303542403,10724.238724443649,14488.39967151483
