,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.5,q_0.75,q_0.9,q_0.95,q_0.99
2022-04-03,398.1682766267232,-9372.320315756117,-6510.09543650945,-4984.253409635453,-2434.638683615412,398.1682766267232,3230.9752368688582,5780.590389210837,7306.431563440959,10168.6572953315
2022-04-10,399.22030593151163,-9397.083603553863,-6527.296232198652,-4997.422667351944,-2441.071419200061,399.22030593151163,3239.5120310630846,5795.863706663322,7325.736416613321,10195.52464286524
2022-04-17,399.787653140302,-9410.438157603427,-6536.5724219196245,-5004.52469537843,-2444.540518931623,399.787653140302,3244.115825212227,5804.100429714851,7336.147300144412,10210.013891939847
2022-04-24,400.81279277801514,-9434.568500518799,-6553.333568572998,-5017.357349395752,-2450.808835029602,400.81279277801514,3252.4344205856323,5818.983364105225,7354.958724975586,10236.194515228271
2022-05-01,401.6504207587688,-9454.285083184732,-6567.028878860385,-5027.842740533508,-2455.9305928494327,401.6504207587688,3259.2314343669705,5831.144012101343,7370.329290327625,10257.586354752568
2022-05-08,402.13330004104347,-9465.651381237562,-6574.924008624498,-5033.887402678645,-2458.883205222529,402.13330004104347,3263.149805304616,5838.154433328052,7379.190178139265,10269.918411886969
2022-05-15,403.0178816765547,-9486.473186790943,-6589.387016369237,-5044.960557652845,-2464.2920657346644,403.0178816765547,3270.3278290877743,5850.996752520403,7395.422348207898,10292.509381658501
2022-05-22,404.04207557082725,-9510.581268238031,-6606.132700012576,-5057.781372894339,-2470.554598992321,404.04207557082725,3278.6387501339755,5865.865956647055,7414.216418543169,10318.665851990747
2022-05-29,404.8076419945157,-9528.601623366732,-6618.649795858138,-5067.364700551427,-2475.23572940728,404.8076419945157,3284.8510133963114,5876.980417971217,7428.26464641641,10338.217340786523
2022-06-05,405.0273260759981,-9533.77267716682,-6622.241654929505,-5070.114696461316,-2476.5790091067142,405.0273260759981,3286.6336612587106,5880.1697822792885,7432.2958734155245,10343.827762984794
2022-06-12,405.5749750760469,-9546.663563132286,-6631.19577675516,-5076.970143155619,-2479.9276622235775,405.5749750760469,3291.0776123756714,5888.120527560061,7442.345292654905,10357.81394753673
2022-06-19,406.7161667168949,-9573.525606714222,-6649.854386517365,-5091.255531170788,-2486.9055895907845,406.7161667168949,3300.3379230245746,5904.68830007881,7463.286284476922,10386.958375622244
2022-06-26,407.4589028004053,-9591.008567797171,-6661.998203771608,-5100.553069608705,-2491.447121668506,407.4589028004053,3306.364927269317,5915.471311479001,7476.915573102934,10405.926809667466
2022-07-03,407.4970001393904,-9591.90532548759,-6662.621099484876,-5101.029970464151,-2491.6800715559802,407.4970001393904,3306.674071834761,5916.024407053208,7477.614663453381,10406.899762076648
2022-07-10,407.3528408030314,-9588.51201779289,-6660.264078363776,-5099.225390074509,-2490.7985952618933,407.3528408030314,3305.504276867956,5913.931507836495,7474.969323813915,10403.218135554876
2022-07-17,407.6107756757736,-9594.58344133377,-6664.4813421101035,-5102.454207748837,-2492.375763147672,407.6107756757736,3307.597314499219,5917.676195532481,7479.702457029554,10409.805429117414
2022-07-24,407.59547533820165,-9594.22329294154,-6664.231179895654,-5102.262678779332,-2492.2822077443116,407.59547533820165,3307.4731584207148,5917.45406587145,7479.421694156344,10409.414680033658
2022-07-31,408.14729412799363,-9607.212329883407,-6673.253478245589,-5109.170322722801,-2495.6563574464312,408.14729412799363,3311.9509457024183,5925.46534798534,7489.547629495024,10423.507355145946
2022-08-07,408.55851953123744,-9616.891996565617,-6679.977059148905,-5114.318024683417,-2498.1708352016776,408.55851953123744,3315.2878742641524,5931.4355011927455,7497.093660764526,10434.009473074946
2022-08-14,408.8378000045968,-9623.4658654746,-6684.543325830235,-5117.8140456707715,-2499.8785228401293,408.8378000045968,3317.5541228493225,5935.490083425846,7502.2184880935465,10441.141903229676
2022-08-21,409.1001297494639,-9629.640738114067,-6688.83244622272,-5121.097878165867,-2501.482563599296,409.1001297494639,3319.682823098224,5939.298575691555,7507.032267694887,10447.841435639753
2022-08-28,409.27632409256773,-9633.788104738507,-6691.713243253303,-5123.30347139598,-2502.5599210602895,409.27632409256773,3321.1125692454248,5941.856557796527,7510.265453223025,10452.341191139056
2022-09-04,410.3695288357036,-9659.520604349416,-6709.587261921372,-5136.988161483715,-2509.2444278705734,410.3695288357036,3329.983485541981,5957.727658541038,7530.325880206864,10480.260101406739
2022-09-11,410.86082735900715,-9671.085079475535,-6717.6200472090895,-5143.138215326956,-2512.2485205124376,410.86082735900715,3333.9701752304522,5964.860309956924,7539.34126201515,10492.807174105501
2022-09-18,411.1271561705149,-9677.35408451007,-6721.974552784211,-5146.4721079667415,-2513.877013953833,411.1271561705149,3336.1313262948624,5968.726860504884,7544.228424928127,10499.608837048214
2022-09-25,410.7620464994552,-9668.759917198344,-6716.004969211335,-5141.901680763732,-2511.6445153317554,410.7620464994552,3333.168608330666,5963.42621356883,7537.528622404058,10490.28445000344
