,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.5,q_0.75,q_0.9,q_0.95,q_0.99
2021-03-14,1497.1092409595667,-10287.838986965548,-6835.48551847274,-4995.049336531076,-1919.7604119820767,1497.1092409595667,4913.978690829622,7989.2676153786215,9829.704609606639,13282.058078099446
2021-03-21,1501.6324839870374,-10318.92181959552,-6856.137693587892,-5010.140968768183,-1925.5606185804584,1501.6324839870374,4928.8253828694005,8013.405733057125,9859.403272617363,13322.187398624992
2021-03-28,1504.2604802921414,-10336.980891108513,-6868.136571288109,-5018.909180760384,-1928.9305284917355,1504.2604802921414,4937.451285034418,8027.429937303066,9876.658143997192,13345.502463817596
2021-04-04,1507.840231214402,-10361.580232355016,-6884.480960140567,-5030.852886657038,-1933.5208843036517,1507.840231214402,4949.201142205289,8046.533144558675,9900.16203615087,13377.26130836532
2021-04-11,1508.482834340895,-10365.996074109918,-6887.4149506905505,-5032.996908103719,-1934.3449016893612,1508.482834340895,4951.310365756821,8049.962372171178,9904.381233215332,13382.962356634702
2021-04-18,1510.9424334032494,-10382.897953033447,-6898.644962043093,-5041.203268954629,-1937.4988738779437,1510.9424334032494,4959.383535736486,8063.087930813171,9920.530443693462,13404.783434683817
2021-04-25,1514.4260078339382,-10406.836388427157,-6914.55022928881,-5052.826085561929,-1941.965901467689,1514.4260078339382,4970.817711715088,8081.677895809328,9943.40286121812,13435.689020356465
2021-05-02,1515.903328862149,-10416.988246724784,-6921.295365995065,-5057.755112262131,-1943.8602872266936,1515.903328862149,4975.666739330127,8089.561564365564,9953.102640581958,13448.795521311677
2021-05-09,1517.7071275467845,-10429.383594989777,-6929.531130927733,-5063.773419528172,-1946.173319042414,1517.7071275467845,4981.587368270447,8099.187468756205,9964.946003617912,13464.798467679955
2021-05-16,1499.9704919528963,-10458.745742732457,-6955.48766154698,-5087.914428928921,-1967.2804652745385,1499.9704919528963,4967.22165524619,8087.855000702994,9955.42905758449,13458.687138769968
2021-05-23,1520.1247093470936,-10445.996739588,-6940.569300310178,-5071.8395913460035,-1949.273412012241,1520.1247093470936,4989.522624512964,8112.088803846727,9980.819337584755,13486.246776862577
2021-05-30,1521.9287033202286,-10458.393429836986,-6948.805956889008,-5077.858550184865,-1951.586694248652,1521.9287033202286,4995.4438944509475,8121.7157503871595,9992.66398284395,13502.251455791928
2021-06-06,1525.6626832284283,-10484.05260221074,-6965.854522812232,-5090.316835360581,-1956.3748196644729,1525.6626832284283,5007.699979176682,8141.641994872789,10017.180510103031,13535.37858950154
2021-06-13,1526.796951072509,-10491.847066788701,-6971.033350923209,-5094.101277862847,-1957.829304376794,1526.796951072509,5011.42299942331,8147.694972909363,10024.627874363734,13545.441590229228
2021-06-20,1529.6567846106157,-10511.499277973175,-6984.090748606787,-5103.643006165822,-1961.4965018404853,1529.6567846106157,5020.8098635752995,8162.956367900636,10043.404940287272,13570.813469653658
2021-06-27,1557.681154896541,-10487.544981060766,-6958.944231175586,-5077.8605055084545,-1934.6519944707331,1557.681154896541,5050.014304263816,8193.223230414627,10074.306540968668,13602.907290853847
2021-07-04,1531.2549168493722,-10522.481327046406,-6991.387483858801,-5108.975114979587,-1963.5458052053557,1531.2549168493722,5026.055431200908,8171.484740975139,10053.89794066712,13584.991783854726
2021-07-11,1530.35522169917,-10516.298799686743,-6987.279665269486,-5105.973315551632,-1962.3921157584164,1530.35522169917,5023.102351575601,8166.6835513688175,10047.990731411292,13577.00986582855
2021-07-18,1531.5430202869618,-10524.461116961811,-6992.702903483225,-5109.936361390612,-1963.9152435595574,1531.5430202869618,5027.00107639121,8173.022194222263,10055.789567283962,13587.547780762548
2021-07-25,1534.0053733103985,-10541.381920561918,-7003.945488842113,-5118.15191073031,-1967.0727471841349,1534.0053733103985,5035.0832857286605,8186.162449274836,10071.956859691723,13609.393291411528
2021-08-01,1536.2947745316771,-10557.11423353995,-7014.398412694213,-5125.790412810541,-1970.0084727220637,1536.2947745316771,5042.597813398607,8198.379753487085,10086.988586918,13629.704407763737
2021-08-08,1563.1176347069563,-10524.147674988935,-6983.231717543169,-5095.582801262963,-1941.4041442769096,1563.1176347069563,5067.639413690822,8221.818487238757,10109.46698695708,13650.382944402849
2021-08-15,1536.2332993127566,-10556.691787978436,-7014.117729790668,-5125.585303027579,-1969.9296423412384,1536.2332993127566,5042.396032588279,8198.05169327462,10086.584953551597,13629.159011739366
2021-08-22,1536.1821246178692,-10556.340125583467,-7013.8840769106755,-5125.414560560196,-1969.8640204409444,1536.1821246178692,5042.228061305153,8197.778601424405,10086.248951261006,13628.704999933798
2021-08-29,1535.955718738468,-10554.784309101105,-7012.85035534407,-5124.659165758835,-1969.57369757577,1535.955718738468,5041.484926711885,8196.57039489495,10084.762417843467,13626.696371600503
2021-09-05,1536.2378271930504,-10556.722902677446,-7014.138403138565,-5125.600410131884,-1969.9354484942571,1536.2378271930504,5042.410894501271,8198.075856138898,10086.614682661924,13629.199182200806
