,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.75,q_0.9,q_0.95,q_0.99
2020-05-24,1551.0,-101.79959142292296,382.3813970334086,640.4964903764272,1071.7954940949378,2030.2045059050622,2461.503509623573,2719.618602966591,3203.799591422923
2020-05-31,1387.0,-263.16037452058094,220.24746596599198,477.9503969871927,908.5606955375242,1865.4393044624758,2296.0496030128074,2553.7525340340076,3037.160374520581
2020-06-07,1372.0,-270.9458957895238,210.34849218814998,466.92474949721304,895.6524256744505,1848.3475743255494,2277.0752505027867,2533.6515078118496,3014.945895789524
2020-06-14,1266.0,-371.7253983072533,108.03966594338362,363.8006464324827,791.1660307900086,1740.8339692099914,2168.1993535675174,2423.960334056616,2903.7253983072533
2020-06-21,1289.0,-341.74176568312123,135.9774714965779,390.6478291442837,816.190830553051,1761.809169446949,2187.3521708557164,2442.0225285034217,2919.7417656831212
2020-06-28,1837.0,162.7007270586828,653.1799606882907,914.6526252279406,1351.5619832006928,2322.438016799307,2759.3473747720595,3020.8200393117086,3511.299272941317
2020-07-05,2499.0,760.9797556448609,1270.1257913989662,1541.549659078875,1995.0870411807334,3002.9129588192664,3456.4503409211247,3727.8742086010334,4237.020244355139
2020-07-12,2226.0,483.58688389053873,994.0197937455375,1266.129689246844,1720.8133937588327,2731.1866062411673,3185.870310753156,3457.9802062544622,3968.413116109461
2020-07-19,2255.0,519.7309780271294,1028.0710542569084,1299.0652678966712,1751.884716935962,2758.115283064038,3210.9347321033288,3481.9289457430914,3990.2690219728706
2020-07-26,2368.0,637.9345944764257,1144.7502922098383,1414.9318653138089,1866.393427648649,2869.606572351351,3321.068134686191,3591.2497077901608,4098.065405523575
2020-08-02,3848.0,1814.633160398904,2410.299792579517,2727.8474700643533,3258.4557160158147,4437.544283984185,4968.152529935647,5285.700207420483,5881.366839601096
2020-08-09,3347.0,1289.4548194618305,1892.2043993118994,2213.527969990465,2750.445567911664,3943.554432088336,4480.472030009535,4801.7956006881,5404.545180538169
2020-08-16,2823.0,738.9761842574535,1349.4825737248289,1674.9412709080477,2218.768483910675,3427.231516089325,3971.058729091952,4296.517426275171,4907.0238157425465
2020-08-23,3216.0,1121.0888457904161,1734.7846372445686,2061.9435928252724,2608.611863060941,3823.388136939059,4370.056407174728,4697.215362755431,5310.911154209583
2020-08-30,2852.0,749.1179161544005,1365.1487593656504,1693.5525223977281,2242.300811305088,3461.699188694912,4010.4474776022716,4338.851240634349,4954.8820838455995
2020-09-06,3016.0,918.1327944681912,1532.6945492602763,1860.3151466921292,2407.7548002200206,3624.2451997799794,4171.684853307871,4499.305450739723,5113.867205531809
2020-09-13,2731.0,631.5061647361986,1246.5444341617433,1574.419059781458,2122.2831832732018,3339.7168167267982,3887.5809402185423,4215.455565838256,4830.493835263802
2020-09-20,3613.0,1430.0348921807345,2069.525734963233,2410.4359369582817,2980.0819370181907,4245.918062981809,4815.564063041718,5156.474265036766,5795.9651078192655
2020-09-27,3334.0,1150.524230489264,1790.1646695590719,2131.154620781337,2700.933878303259,3967.066121696741,4536.845379218663,4877.8353304409275,5517.475769510736
2020-10-04,2514.0,263.5528341371519,922.8122742354813,1274.2610423103429,1861.5165242179664,3166.4834757820336,3753.738957689657,4105.187725764518,4764.447165862848
2020-10-11,2324.0,78.13584975645517,736.0527138738971,1086.7857596612484,1672.8453010078447,2975.1546989921553,3561.2142403387516,3911.947286126102,4569.864150243545
2020-10-18,2367.0,129.39312474052713,784.8910533835831,1134.3345736202668,1718.2393743119517,3015.760625688048,3599.665426379733,3949.1089466164167,4604.606875259473
2020-10-25,2072.0,-166.68178764066306,489.13103225837403,838.7424198584372,1422.9277195540533,2721.0722804459465,3305.257580141563,3654.868967741625,4310.681787640663
2020-11-01,2455.0,208.86147290356257,866.8587146158034,1217.6346094015228,1803.7657495456442,3106.234250454356,3692.3653905984775,4043.1412853841957,4701.138527096437
2020-11-08,2385.0,146.61184635904146,802.3386473596236,1151.904178603214,1736.0128543377714,3033.9871456622286,3618.095821396786,3967.6613526403758,4623.388153640959
2020-11-15,2469.0,238.0463505025009,891.5952434351339,1239.9997399465606,1822.1683775501463,3115.831622449854,3698.0002600534394,4046.4047565648652,4699.953649497499
