,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.75,q_0.9,q_0.95,q_0.99
2020-03-01,902.5204,-9197.211,-5969.7095,-4373.0103,-1828.867,3633.9075,6178.0503,7774.75,11002.252
2020-03-08,775.3094,-8979.456,-5851.979,-4309.21,-1855.494,3406.1128,5859.8286,7402.5977,10530.074
2020-03-15,802.8788,-9175.229,-5980.7373,-4402.9185,-1891.435,3497.1926,6008.6753,7586.4956,10780.986
2020-03-22,580.91846,-8384.652,-5498.351,-4079.7065,-1828.6047,2990.4417,5241.543,6660.188,9546.489
2020-03-29,657.7064,-8376.449,-5470.9224,-4041.5916,-1772.2805,3087.6934,5357.0034,6786.335,9691.861
2020-04-05,885.1564,-8913.52,-5775.249,-4225.7305,-1759.8331,3530.146,5996.042,7545.562,10683.833
2020-04-12,771.8347,-8881.218,-5786.1333,-4259.438,-1831.3821,3375.0515,5803.107,7329.803,10424.888
2020-04-19,924.1372,-9230.731,-5986.7583,-4381.4116,-1822.9822,3671.2566,6229.685,7835.0327,11079.006
2020-04-26,864.0179,-9094.281,-5913.556,-4339.312,-1830.2496,3558.2854,6067.347,7641.5923,10822.317
2020-05-03,921.48663,-9107.392,-5904.156,-4318.756,-1791.8998,3634.873,6161.729,7747.1284,10950.364
2020-05-10,962.12585,-9039.31,-5841.661,-4260.4097,-1741.5651,3665.8167,6184.6606,7765.913,10963.562
2020-05-17,905.35205,-8990.909,-5823.2617,-4258.422,-1767.3181,3578.0222,6069.1255,7633.9653,10801.612
2020-05-24,872.87286,-9086.431,-5898.073,-4323.235,-1816.4448,3562.1904,6068.9795,7643.82,10832.175
2020-05-31,757.70575,-8897.8,-5800.3154,-4273.1377,-1845.0226,3360.4343,5788.549,7315.727,10413.212
2020-06-07,733.4174,-8880.625,-5792.3433,-4271.483,-1855.2128,3322.0476,5738.317,7259.1772,10347.46
2020-06-14,686.60736,-8610.71,-5615.989,-4144.758,-1810.9211,3184.1357,5517.972,6989.2036,9983.925
2020-06-21,640.34204,-8747.696,-5724.139,-4238.574,-1881.8306,3162.5146,5519.258,7004.823,10028.38
2020-06-28,860.0216,-9051.0625,-5871.4883,-4303.8804,-1811.5286,3531.5715,6023.923,7591.5317,10771.105
2020-07-05,1161.5853,-9902.523,-6378.5845,-4630.1333,-1839.0084,4162.179,6953.304,8701.756,12225.693
2020-07-12,1200.2161,-10375.781,-6699.977,-4871.317,-1947.2063,4347.638,7271.7485,9100.409,12776.214
2020-07-19,1241.0798,-10477.834,-6762.0835,-4911.184,-1949.0999,4431.26,7393.3438,9244.243,12959.993
2020-07-26,1358.8193,-11040.203,-7119.687,-5162.0503,-2024.3165,4741.9556,7879.6895,9837.326,13757.841
2020-08-02,1940.4016,-12660.742,-8073.2407,-5769.7915,-2064.706,5945.51,9650.594,11954.044,16541.545
2020-08-09,1994.269,-13053.536,-8330.043,-5956.41,-2136.4932,6125.0312,9944.947,12318.581,17042.074
2020-08-16,1798.2816,-12994.089,-8345.591,-6011.9155,-2258.6196,5855.183,9608.477,11942.153,16590.652
2020-08-23,1943.186,-13640.488,-8749.337,-6291.214,-2335.0754,6221.4473,10177.585,12635.709,17526.86
