timestamp,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.5,q_0.75,q_0.9,q_0.95,q_0.99
2020-10-04,1241.6309188362602,-10560.032537500341,-7102.782373388331,-5259.7355768163725,-2180.0846193486996,1241.6309188362602,4663.346652584476,7742.997805615405,9586.044602187363,13043.294766299374
2020-10-11,1241.6309188362602,-10560.032537500341,-7102.782373388331,-5259.7355768163725,-2180.0846193486996,1241.6309188362602,4663.346652584476,7742.997805615405,9586.044602187363,13043.294766299374
2020-10-18,1241.6309188362602,-10560.032537500341,-7102.782373388331,-5259.7355768163725,-2180.0846193486996,1241.6309188362602,4663.346652584476,7742.997805615405,9586.044602187363,13043.294766299374
2020-10-25,1241.6309188362602,-10560.032537500341,-7102.782373388331,-5259.7355768163725,-2180.0846193486996,1241.6309188362602,4663.346652584476,7742.997805615405,9586.044602187363,13043.294766299374
2020-11-01,1241.6309188362602,-10560.032537500341,-7102.782373388331,-5259.7355768163725,-2180.0846193486996,1241.6309188362602,4663.346652584476,7742.997805615405,9586.044602187363,13043.294766299374
2020-11-08,1241.6309188362602,-10560.032537500341,-7102.782373388331,-5259.7355768163725,-2180.0846193486996,1241.6309188362602,4663.346652584476,7742.997805615405,9586.044602187363,13043.294766299374
2020-11-15,1241.6309188362602,-10560.032537500341,-7102.782373388331,-5259.7355768163725,-2180.0846193486996,1241.6309188362602,4663.346652584476,7742.997805615405,9586.044602187363,13043.294766299374
2020-11-22,1241.6309188362602,-10560.032537500341,-7102.782373388331,-5259.7355768163725,-2180.0846193486996,1241.6309188362602,4663.346652584476,7742.997805615405,9586.044602187363,13043.294766299374
2020-11-29,1241.6309188362602,-10560.032537500341,-7102.782373388331,-5259.7355768163725,-2180.0846193486996,1241.6309188362602,4663.346652584476,7742.997805615405,9586.044602187363,13043.294766299374
2020-12-06,1241.6309188362602,-10560.032537500341,-7102.782373388331,-5259.7355768163725,-2180.0846193486996,1241.6309188362602,4663.346652584476,7742.997805615405,9586.044602187363,13043.294766299374
2020-12-13,1241.6309188362602,-10560.032537500341,-7102.782373388331,-5259.7355768163725,-2180.0846193486996,1241.6309188362602,4663.346652584476,7742.997805615405,9586.044602187363,13043.294766299374
2020-12-20,1241.6309188362602,-10560.032537500341,-7102.782373388331,-5259.7355768163725,-2180.0846193486996,1241.6309188362602,4663.346652584476,7742.997805615405,9586.044602187363,13043.294766299374
