,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.75,q_0.9,q_0.95,q_0.99
2020-03-01,1585.0312,1398.4158,1480.1545,1521.067,1560.3799,1613.8153,1643.6361,1681.7999,1816.673
2020-03-08,1588.614,1401.2225,1483.3008,1524.3838,1563.8601,1617.5177,1647.4618,1685.7852,1821.2145
2020-03-15,1630.4978,1436.2241,1521.3135,1563.9113,1604.8352,1660.4657,1691.5009,1731.2391,1871.586
2020-03-22,1625.9523,1430.7875,1516.2648,1559.0625,1600.1726,1656.0598,1687.2306,1727.1571,1868.1045
2020-03-29,1569.8552,1379.8225,1463.0498,1504.7261,1544.7539,1599.1727,1629.5181,1668.3997,1805.6025
2020-04-05,1557.0065,1370.3375,1452.0944,1493.0278,1532.3489,1585.8029,1615.6184,1653.8053,1788.6274
2020-04-12,1555.9897,1370.012,1451.4663,1492.2478,1531.4233,1584.6792,1614.3849,1652.4299,1786.7573
2020-04-19,1661.6012,1465.5203,1551.402,1594.3947,1635.6998,1691.8473,1723.1731,1763.2793,1904.9452
2020-04-26,1698.1553,1499.6117,1586.5747,1630.1024,1671.9281,1728.779,1760.5056,1801.1091,1944.601
2020-05-03,1749.325,1548.453,1636.4417,1680.4695,1722.7891,1780.303,1812.4174,1853.4836,1998.7583
2020-05-10,1814.5481,1606.373,1697.5613,1743.1888,1787.0472,1846.6521,1879.9352,1922.4932,2073.0588
2020-05-17,2046.8032,1813.6886,1915.8024,1966.894,2016.0076,2082.7522,2120.0256,2167.68,2336.303
2020-05-24,2242.787,1986.6877,2098.8687,2155.0,2208.9553,2282.2815,2323.2273,2375.5823,2560.8132
2020-05-31,2387.6675,2113.8557,2233.7944,2293.8096,2351.496,2429.8943,2473.6694,2529.6477,2727.6729
2020-06-07,2585.0083,2289.5579,2418.977,2483.7314,2545.9778,2630.5706,2677.8103,2738.208,2951.915
2020-06-14,2736.7334,2421.252,2559.4412,2628.5938,2695.0576,2785.3884,2835.8193,2900.3218,3128.443
2020-06-21,2855.2375,2523.18,2668.6252,2741.4197,2811.3728,2906.4526,2959.5205,3027.4233,3267.4485
2020-06-28,2879.2988,2543.7068,2690.6992,2764.27,2834.9675,2931.0598,2984.6902,3053.3179,3295.8813
2020-07-05,3023.4822,2677.516,2829.0615,2904.8904,2977.7786,3076.8357,3132.1487,3202.8762,3453.0964
2020-07-12,3128.7104,2768.52,2926.293,3005.245,3081.1282,3184.26,3241.8386,3315.4817,3575.9348
2020-07-19,3139.4045,2774.128,2934.1235,3014.2004,3091.1519,3195.7434,3254.1199,3328.8162,3592.8518
2020-07-26,2986.1372,2636.3665,2789.5674,2866.25,2939.933,3040.0867,3095.978,3167.5093,3420.29
2020-08-02,2887.8,2553.2297,2699.779,2773.1182,2843.603,2939.4001,2992.8792,3061.2874,3303.1892
2020-08-09,2810.459,2482.6416,2626.2297,2698.0947,2767.1548,2861.0203,2913.411,2980.4463,3217.4092
2020-08-16,2736.7485,2416.3271,2556.6736,2626.9204,2694.4211,2786.1704,2837.3738,2902.9011,3134.484
2020-08-23,2691.6702,2376.0774,2514.3083,2583.498,2649.9812,2740.3481,2790.7778,2855.32,3083.3984
