,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.5,q_0.75,q_0.9,q_0.95,q_0.99
2021-03-14,968.1713406501277,-738.7711263910417,-238.72924339309813,27.84135257928602,473.2689357098071,968.1713406501277,1463.0737956023984,1908.501228697069,2175.0719246933536,2675.113807691297
2021-03-21,968.6405733609811,-739.1291782810138,-238.84494560956955,27.854846134399757,473.4983096401661,968.6405733609811,1463.782887117985,1909.4262005151847,2176.1260923315317,2676.410325002976
2021-03-28,968.2586339628621,-738.8377362732675,-238.75076795763272,27.843862841463395,473.3116070960358,968.2586339628621,1463.205710846148,1908.6733050513421,2175.268035883357,2675.3550041989915
2021-04-04,969.0207976329176,-739.4193115475812,-238.93870035002504,27.865780106073693,473.6841737831695,969.0207976329176,1464.3574715384955,1910.175715048102,2176.98029561586,2677.4609068134164
2021-04-11,971.4933003269651,-741.3059751200226,-239.5483638183126,27.93688097052604,474.8928015016535,971.4933003269651,1468.0938493358265,1915.049619316305,2182.534964472243,2684.292575773953
2021-04-18,974.1548540443182,-743.3368956349791,-240.2046430103481,28.013418306782842,476.193842590414,974.1548540443182,1472.1159158192577,1920.2961891397836,2188.5143510989847,2691.6466037236155
2021-04-25,1079.765950552425,-642.7327349171135,-138.13372072966203,130.86626609660084,580.3532530506205,1079.765950552425,1579.1785975864955,2028.6656350082492,2297.665520899044,2802.2645350864955
2021-05-02,1189.026426802079,-538.1662263895995,-32.19213336742955,237.54090322314957,688.2527836566722,1189.026426802079,1689.8000193422224,2140.5119503810083,2410.244885761061,2916.218978783231
2021-05-09,1218.7780014905463,-509.9246191013079,-3.508187244274865,266.4606586471657,717.5665659109143,1218.7780014905463,1719.9894877196823,2171.0954456329346,2441.0641902253674,2947.4806220824003
2021-05-16,1220.1138126922817,-510.48350924980355,-3.5120323053220424,266.7527061998844,718.3530368314284,1220.1138126922817,1721.8746392581522,2173.4750205947134,2443.7396576898855,2950.711134634367
2021-05-23,1221.0292301828213,-510.86651084206324,-3.514667285572399,266.9528433431279,718.8919971541925,1221.0292301828213,1723.1665139545096,2175.105718508634,2445.5731276512147,2952.9249712077058
2021-05-30,1221.6268931203579,-511.11656708315195,-3.516387626349208,267.08351001071645,719.2438766114324,1221.6268931203579,1724.0099603971803,2176.1703777657935,2446.770173867065,2954.3703533238677
2021-06-06,1225.3178163845382,-512.6608127434097,-3.527011751414773,267.8904542144901,721.4169410484993,1225.3178163845382,1729.2187426418602,2182.7452803971523,2454.162644520491,2963.296445512486
2021-06-13,1227.4622363597155,-513.5580167770386,-3.5331843495368958,268.35928738862276,722.6794876940548,1227.4622363597155,1732.2450360357761,2186.5652873516083,2458.457657068968,2968.4824894964695
2021-06-20,1334.50683233089,-410.6565987584154,100.58196087137482,373.1214663774304,828.5228312666247,1334.50683233089,1840.4908845269467,2295.892300547933,2568.431703790405,3079.670263420195
2021-06-27,1335.075565174748,-410.8316101480933,100.62482634291929,373.280481249094,828.8759266083732,1335.075565174748,1841.2752548947055,2296.8707514075672,2569.5263040065765,3080.982740497589
2021-07-04,1337.252421638422,-411.50147593648813,100.78889630970203,373.8891194786942,830.2274185879189,1337.252421638422,1844.2774759259141,2300.615826272128,2573.715946967142,3086.006319213332
2021-07-11,1340.3355426365551,-412.45021891178084,101.0212715573089,374.7511447602233,832.1415610086432,1340.3355426365551,1848.5295756195865,2305.920043223126,2579.6498137158014,3093.1213041848914
2021-07-18,1236.9626899916314,-517.5329122818963,-3.560530896820774,270.4363655186113,728.2729656522329,1236.9626899916314,1745.6524657362459,2203.4891172750836,2477.4859108800833,2991.458292265159
2021-07-25,1238.4345725521275,-518.14873333635,-3.564767631991156,270.758162265879,729.139549815278,1238.4345725521275,1747.729646755361,2206.111085771144,2480.433912736246,2995.017878440605
2021-08-01,1239.6396616322654,-518.6529306466239,-3.568236416407994,271.0216301243646,729.8490569049972,1239.6396616322654,1749.4303178759985,2208.257796173096,2482.847559680939,2997.932253911155
2021-08-08,1345.3791513341394,-414.00224632973016,101.40140902860597,376.1613126420839,835.2728637915782,1345.3791513341394,1855.4854904250665,2314.5970931229267,2589.3568936396728,3104.7605489980087
2021-08-15,1346.9757676286213,-414.4935596757016,101.52174621517376,376.6077186091472,836.2641161558993,1346.9757676286213,1857.6874707108839,2317.3439198671763,2592.429789042069,3108.4450949329444
2021-08-22,1350.280508804857,-415.5104999702968,101.77082500564917,377.531707789121,838.3158505116955,1350.280508804857,1862.2452188341804,2323.0294132929166,2598.790192604065,3116.0715175800105
2021-08-29,1351.2843871709356,-415.8194150431862,101.84648745419594,377.8123871823929,838.9391040806997,1351.2843871709356,1863.629722035797,2324.7564907087294,2600.722286887675,3118.388189385057
2021-09-05,1353.8154692557123,-416.5982837120692,102.03725545406341,378.5200651321146,840.5105155146783,1353.8154692557123,1867.1204748683504,2329.1109771225188,2605.593683057361,3124.2292222234937
