,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.5,q_0.75,q_0.9,q_0.95,q_0.99
2022-07-31,1642.4236811932487,-10633.745962880257,-7037.491446618992,-5120.341521192752,-1916.8680562006746,1642.4236811932487,5201.715200083897,8405.189102082526,10322.338590502213,13918.59310676348
2022-08-07,1644.0784914794199,-10644.4599049656,-7044.582012450485,-5125.500478601246,-1918.799380628686,1644.0784914794199,5206.956144864099,8413.657680283513,10332.7387766859,13932.616669201014
2022-08-14,1645.2023427697247,-10651.736193817254,-7049.3975140371695,-5129.00414363682,-1920.111024306851,1645.2023427697247,5210.51549097336,8419.40904804921,10339.801980703678,13942.140660483763
2022-08-21,1646.2579827101333,-10658.570853523586,-7053.9207422007685,-5132.295156230097,-1921.3430587105129,1646.2579827101333,5213.858805117399,8424.811340663744,10346.436488607655,13951.086599930473
2022-08-28,1646.9670055696974,-10663.161367565006,-7056.958778224466,-5134.505571988753,-1922.170557294573,1646.9670055696974,5216.104349326261,8428.439802235855,10350.892570256154,13957.095159596694
2022-09-04,1651.366165834511,-10691.643392782786,-7075.808392419897,-5148.220183644829,-1927.30480485949,1651.366165834511,5230.036916835555,8450.95273500681,10378.540504395962,13994.375504758851
2022-09-11,1653.343198001129,-10704.443535681958,-7084.279621324826,-5154.383684577861,-1929.6121935373724,1653.343198001129,5236.298369583654,8461.070300536096,10390.965797371107,14011.12971172824
2022-09-18,1654.4149305675276,-10711.382385859124,-7088.871803509884,-5157.72486677231,-1930.863009599539,1654.4149305675276,5239.692650636038,8466.554948005922,10397.701444546383,14020.212026895622
2022-09-25,1652.9456943907637,-10701.869929090459,-7082.576389515653,-5153.144446332404,-1929.1482681923724,1652.9456943907637,5235.039437070806,8459.036055017024,10388.467558394088,14007.761097968892
2022-10-02,1654.309981279454,-10710.702899755059,-7088.422114598549,-5157.397681890908,-1930.7405235807776,1654.309981279454,5239.360266055091,8466.017864534411,10397.041857072863,14019.322642229372
2022-10-09,1653.367781614201,-10704.602700396428,-7084.384957705872,-5154.460325274286,-1929.6408850030055,1653.367781614201,5236.37622827216,8461.196108461934,10391.120300975026,14011.338043665584
2022-10-16,1655.599831117051,-10719.053933450154,-7093.948890243258,-5161.418856058802,-1932.2459036963326,1655.599831117051,5243.445345674242,8472.618738549096,10405.148332221168,14030.253375428063
2022-10-23,1654.045249121957,-10708.98891173646,-7087.287784696124,-5156.572365577251,-1930.431555424774,1654.045249121957,5238.521833619313,8464.66308387054,10395.378062890662,14017.079189930999
2022-10-30,1653.4071496742467,-10704.85758587718,-7084.553642795484,-5154.583057255547,-1929.686831355095,1653.4071496742467,5236.500910739104,8461.397576568525,10391.367722179493,14011.67166526119
2022-11-06,1653.8525927640592,-10707.741572945939,-7086.462286691943,-5155.971749329468,-1930.206706731646,1653.8525927640592,5237.9116722360195,8463.677154881332,10394.167252196316,14015.446538450313
2022-11-13,1654.0981098452876,-10709.331154429223,-7087.514283432449,-5156.737161640293,-1930.493249026212,1654.0981098452876,5238.689248660379,8464.933601387276,10395.710283066615,14017.527154063391
2022-11-20,1652.125423591078,-10696.559148806113,-7079.061675984182,-5150.587209315947,-1928.190932450471,1652.125423591078,5232.4415598386595,8454.83827629207,10383.312303372371,14000.8097761943
2022-11-27,1651.7406851966848,-10694.068189624879,-7077.413140840217,-5149.387767297322,-1927.7419053531082,1651.7406851966848,5231.223056003695,8452.869357433476,10380.894291490804,13997.549340275467
2022-12-04,1655.9235101235156,-10721.149568314455,-7095.335796840823,-5162.427942249726,-1932.6236685538777,1655.9235101235156,5244.470468501655,8474.275182796011,10407.1825967886,14032.996368262231
2022-12-11,1655.1439954485836,-10716.102660429187,-7091.995716007745,-5159.99776457868,-1931.7138991704803,1655.1439954485836,5242.001669872098,8470.285975671397,10402.283486709362,14026.390431130805
2022-12-18,1654.323631553032,-10710.791277402808,-7088.480603577154,-5157.440237331004,-1930.7564547766558,1654.323631553032,5239.403497796309,8466.08772052348,10397.127646596808,14019.438320422461
2022-12-25,1653.8097747198997,-10707.464350808052,-7086.278819038022,-5155.838261842728,-1930.1567339128064,1653.8097747198997,5237.776063334558,8463.458031300575,10393.898148459773,14015.083680229804
2023-01-01,1671.363032104021,-10701.244253141334,-7076.738621051053,-5144.52857114608,-1915.8893423094805,1671.363032104021,5258.615626737295,8487.254194914576,10419.46512569864,14043.970757788922
2023-01-08,1655.7334721441268,-10719.919182014464,-7094.521518119812,-5161.835488933563,-1932.4018757629394,1655.7334721441268,5243.868599777222,8473.302653495788,10405.988242134094,14031.385906028747
2023-01-15,1655.1701606597558,-10716.27206507907,-7092.107829253512,-5160.079335989705,-1931.744436514805,1655.1701606597558,5242.084537635286,8470.419877508248,10402.447930373994,14026.612166199551
2023-01-22,1657.2319413615126,-10729.62090585913,-7100.942190459797,-5166.50704490287,-1934.1507349695478,1657.2319413615126,5248.614397219249,8480.97114809922,10415.405852709499,14044.084568108832
