,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.5,q_0.75,q_0.9,q_0.95,q_0.99
2022-04-03,1693.0691611124919,-11368.489423684943,-7542.15850638696,-5502.355399241814,-2093.9340783141856,1693.0691611124919,5480.072182802053,8888.493285992567,10928.29639313771,14754.62818138416
2022-04-10,1696.1610066321518,-11389.250308058283,-7555.931829723152,-5512.4036791818635,-2097.7579744946847,1696.1610066321518,5490.079769624246,8904.725256176682,10948.25340671797,14781.572757592072
2022-04-17,1655.399474593556,-11431.234996624593,-7597.558103655486,-5553.838883575303,-2138.874128243314,1655.399474593556,5449.673295585564,8864.638050917552,10908.357270997736,14742.034163966842
2022-04-24,1654.8138474856637,-11427.190993232387,-7594.8703318834305,-5551.87411395141,-2138.1174633481673,1654.8138474856637,5447.745376397456,8861.5020270007,10904.49824493272,14736.818906281676
2022-05-01,1655.8616717706786,-11434.426664030287,-7599.679386138916,-5555.389547746446,-2139.4713143603008,1655.8616717706786,5451.194876117706,8867.11310950385,10911.40294789632,14746.150225787691
2022-05-08,1655.7995162928,-11433.997454111555,-7599.394119735313,-5555.181017107669,-2139.3910058029987,1655.7995162928,5450.990256596456,8866.780267901126,10910.99337052877,14745.596704905012
2022-05-15,1658.0412028190324,-11449.477249691665,-7609.682478463597,-5562.701839715899,-2142.2873975127804,1658.0412028190324,5458.370021654121,8878.784463857239,10925.765102604937,14765.559873833005
2022-05-22,1659.7117484089051,-11461.013075033823,-7617.349550598546,-5568.306493575113,-2144.4458413186826,1659.7117484089051,5463.86955685992,8887.73020911635,10936.773266139782,14780.43679057506
2022-05-29,1660.846286206006,-11468.847539385333,-7622.556581871999,-5572.112849822731,-2145.911731322259,1660.846286206006,5467.604522607212,8893.805641107683,10944.24937315695,14790.540330670285
2022-06-05,1661.9119640433269,-11476.206496528957,-7627.447576108186,-5575.688182001529,-2147.2886501809826,1661.9119640433269,5471.112797281016,8899.512329101562,10951.27172320822,14800.03064362899
2022-06-12,1662.6277288781614,-11481.149156083276,-7630.732623013582,-5578.08956162754,-2148.213460724075,1662.6277288781614,5473.469137588104,8903.345238491569,10955.988299877612,14806.404832947304
2022-06-19,1708.2772970163617,-11470.607834526178,-7609.9065784729755,-5551.780768639054,-2112.7430169967743,1708.2772970163617,5529.2973913365395,8968.334923285862,11026.460733119784,14887.162867944815
2022-06-26,1691.961528650681,-11502.701606570396,-7637.37828018123,-5576.788021535833,-2133.633239297908,1691.961528650681,5517.556516555246,8960.710858881219,11021.300677614663,14886.624004003828
2022-07-03,1693.058294448333,-11510.157904771659,-7642.328992794722,-5580.403015292608,-2135.0163061832773,1693.058294448333,5521.1331151785,8966.519384090718,11028.444921395718,14896.273833372656
2022-07-10,1668.6632680132034,-11522.827111913803,-7658.433102546855,-5598.33869934082,-2156.0117346175175,1668.6632680132034,5493.3384905470175,8935.66545527032,10995.759858476355,14860.153867843303
2022-07-17,1670.0405276690499,-11532.337673575192,-7664.75412077823,-5602.959383560439,-2157.7912356328156,1670.0405276690499,5497.87251105551,8943.040658983135,11004.835396200924,14872.418948997885
2022-07-24,1669.0893687907653,-11525.769518381432,-7660.388718375677,-5599.7682606660865,-2156.562282049203,1669.0893687907653,5494.741239589981,8937.947218206864,10998.567675916454,14863.94847592221
2022-07-31,1671.342642464808,-11541.32932812827,-7670.730257034302,-5607.327957970755,-2159.473645039967,1671.342642464808,5502.159150225775,8950.013463156563,11013.41576222011,14884.014833314079
2022-08-07,1692.6799780863598,-11507.585943086377,-7640.621303159322,-5579.156066044604,-2134.539233654613,1692.6799780863598,5519.899409876707,8964.515802167947,11025.980599183917,14892.94523911097
2022-08-14,1692.0269740891954,-11503.146533560754,-7637.673695627849,-5577.003732904792,-2133.7157686938845,1692.0269740891954,5517.769936836759,8961.057461118698,11021.726983912786,14887.199821845692
2022-08-21,1692.4828217148288,-11506.24558701258,-7639.731355152684,-5578.506228993048,-2134.290611342276,1692.4828217148288,5519.2564747956785,8963.471652398961,11024.696338511107,14891.210570371004
2022-08-28,1669.8266415862013,-11530.860699519639,-7663.772477394294,-5602.241799157513,-2157.5148821507605,1669.8266415862013,5497.16838537957,8941.895302386323,11003.425980623104,14870.514202748449
2022-09-04,1667.8351974008995,-11517.108933366375,-7654.632621341281,-5595.560535619288,-2154.941818360929,1667.8351974008995,5490.612432956696,8931.231150215055,10990.303235937048,14852.779547962142
2022-09-11,1667.4468005959127,-11514.426888809829,-7652.850050222678,-5594.25747052177,-2154.4399866940544,1667.4468005959127,5489.333807628663,8929.15129145638,10987.743871157287,14849.320709744437
2022-09-18,1712.9917013348365,-11502.26375081393,-7630.907956000737,-5567.1022502724,-2118.573642282583,1712.9917013348365,5544.556824653002,8993.085212343565,11056.890918071902,14928.247594082111
2022-09-25,1670.8824723341118,-11538.151658337292,-7668.618277805608,-5605.784094508102,-2158.8790779869732,1670.8824723341118,5500.644242850746,8947.549259371874,11010.383442669381,14879.916823201063
