,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.75,q_0.9,q_0.95,q_0.99
2020-09-27,1961.9769,861.2414,1165.6664,1345.8107,1570.9573,2352.9966,3064.829,3716.1943,5054.2676
2020-10-04,2022.1847,939.50195,1249.7576,1400.7246,1632.8667,2411.5027,3110.5552,3739.0461,5069.34
2020-10-11,2022.3735,908.9403,1231.2625,1390.5369,1632.0864,2412.6606,3114.1387,3757.4463,5091.592
2020-10-18,2023.0222,879.247,1215.6635,1380.6265,1629.4495,2416.595,3121.9644,3773.5508,5110.424
2020-10-25,2000.4595,839.2023,1202.6682,1362.8738,1614.406,2386.513,3101.6638,3762.692,5099.6997
2020-11-01,2058.5754,924.48517,1292.0498,1420.5461,1671.7715,2445.3794,3149.497,3784.261,5110.938
2020-11-08,2069.7847,895.43384,1273.9548,1412.0876,1679.3115,2460.2576,3159.8184,3802.2256,5129.856
2020-11-15,2075.2695,861.5138,1252.5602,1399.7642,1678.6179,2471.921,3173.0283,3822.096,5154.385
2020-11-22,2078.477,825.7992,1232.2715,1385.1995,1675.2239,2481.73,3184.9749,3833.9355,5169.297
2020-11-29,2080.65,787.38904,1215.8367,1369.1658,1674.3024,2486.9973,3189.398,3829.396,5162.659
2020-12-06,2145.047,879.9949,1305.3665,1431.6831,1741.1349,2548.9595,3227.629,3849.0146,5162.679
2020-12-13,2129.3135,882.6122,1315.8628,1439.4929,1743.4226,2515.2046,3192.9934,3821.127,5111.8438
2020-12-20,2121.438,837.61,1290.8711,1417.6246,1735.7732,2507.1025,3182.5112,3804.8003,5089.5957
2020-12-27,2123.739,796.2937,1266.6929,1399.0779,1730.6764,2516.8018,3194.6064,3809.1418,5095.933
2021-01-03,2172.9937,869.00183,1343.6865,1444.198,1783.5065,2562.481,3218.2925,3815.445,5087.7334
2021-01-10,2293.1458,1171.7714,1416.4036,1554.4924,1925.0934,2661.198,3397.3638,3844.5662,5448.2324
2021-01-17,2289.0085,1174.7172,1402.3982,1574.644,1918.8651,2659.152,3374.981,3843.0396,5435.2363
2021-01-24,2257.6392,1181.0513,1411.5354,1610.004,1897.4976,2617.781,3317.396,3810.6592,5390.182
2021-01-31,2249.4062,1186.2114,1415.9407,1635.916,1887.7032,2611.1091,3294.906,3801.2231,5364.3813
2021-02-07,2273.8928,1251.9487,1498.0242,1699.1218,1923.1923,2624.5933,3263.9736,3770.9673,5311.4253
2021-02-14,2263.0647,1237.2179,1484.5237,1704.2002,1912.0194,2614.1099,3237.8667,3771.801,5301.351
2021-02-21,2261.2656,1216.75,1464.4214,1700.6467,1901.5343,2620.997,3234.419,3782.754,5304.338
2021-02-28,2293.1418,1241.574,1465.5874,1716.18,1917.8636,2668.42,3280.2512,3818.6455,5316.0093
2021-03-07,2357.7734,1351.8435,1555.2676,1779.481,1985.3248,2730.2222,3315.796,3825.977,5275.7085
2021-03-14,2321.0952,1283.6948,1521.1699,1760.0923,1951.1074,2691.0828,3262.3381,3813.4316,5279.3896
2021-03-21,2265.538,1208.6929,1491.6198,1729.102,1907.8601,2623.2158,3191.2812,3778.5552,5260.6904
