,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.75,q_0.9,q_0.95,q_0.99
2021-03-14,2059.0,-146.6724305394555,499.470431046117,843.9267996507822,1419.4982886309185,2698.5017113690815,3274.0732003492176,3618.5295689538825,4264.6724305394555
2021-03-21,1805.0,-399.6848059164299,246.16873501061787,590.4708678427894,1165.7846356096768,2444.215364390323,3019.5291321572104,3363.8312649893815,4009.68480591643
2021-03-28,1575.0,-627.6119548190527,17.634352721406913,361.6127716821195,936.3856277632858,2213.614372236714,2788.3872283178807,3132.3656472785924,3777.6119548190527
2021-04-04,1887.0,-317.73678756837717,328.13198117440334,672.442231898795,1247.7695643076468,2526.2304356923532,3101.557768101205,3445.868018825596,4091.736787568377
2021-04-11,2361.0,142.34096691509694,792.2882014505269,1138.7726671975329,1717.733017579019,3004.266982420981,3583.227332802467,3929.7117985494724,4579.659033084903
2021-04-18,2422.0,209.9853218010703,857.9861193135,1203.4329466858976,1780.6594488394776,3063.3405511605224,3640.5670533141024,3986.0138806864998,4634.01467819893
2021-04-25,2481.0,275.5883511116217,921.6548177620521,1266.0704605094752,1841.5738983678173,3120.4261016321825,3695.929539490525,4040.3451822379475,4686.411648888378
2021-05-02,2441.0,242.30135194061495,886.4012720153096,1229.7685560599723,1803.5202324921065,3078.4797675078935,3652.231443940028,3995.5987279846895,4639.698648059385
2021-05-09,1940.0,-274.7361210463919,374.0619121954933,719.9337429852719,1297.8704072146888,2582.129592785311,3160.066257014728,3505.938087804506,4154.736121046391
2021-05-16,2005.0,-203.31316819498306,443.6032868588736,788.472055278972,1364.7326462687056,2645.2673537312944,3221.527944721028,3566.396713141126,4213.3131681949835
2021-05-23,1912.0,-290.3479137677009,354.821044009424,698.758228097518,1273.462182514514,2550.537817485486,3125.241771902482,3469.1789559905756,4114.3479137677
2021-05-30,1841.0,-355.1157652537381,288.2275096981027,631.1914290275672,1204.2691007064466,2477.730899293553,3050.808570972433,3393.7724903018966,4037.115765253738
2021-06-06,2563.0,327.42220253439336,982.3257210039549,1331.4523633766305,1914.8276750513146,3211.1723249486854,3794.5476366233697,4143.674278996044,4798.577797465607
2021-06-13,2211.0,-28.65727583637681,627.4413094036486,977.205037449582,1561.6448913507616,2860.3551086492384,3444.794962550418,3794.558690596351,4450.657275836376
2021-06-20,2400.0,163.9285266805864,818.9766655046747,1168.1804044532132,1751.684541125805,3048.315458874195,3631.819595546787,3981.023334495325,4636.071473319414
2021-06-27,1840.0,-416.3108964722278,244.66629990897104,597.0307975020589,1185.8164232837635,2494.1835767162365,3082.9692024979413,3435.3337000910283,4096.310896472228
2021-07-04,2195.0,-65.33973962300206,596.8176901447493,949.8113657890196,1539.6483205074471,2850.3516794925526,3440.18863421098,3793.18230985525,4455.339739623002
2021-07-11,2401.0,143.70644720969858,804.9715088044823,1157.4894662777515,1746.531516790671,3055.468483209329,3644.5105337222485,3997.028491195517,4658.293552790301
2021-07-18,2014.0,-249.24961059760471,413.76025416110065,767.2083597448043,1357.8046469671895,2670.1953530328105,3260.7916402551955,3614.2397458388987,4277.249610597604
2021-07-25,2082.0,-175.08350458757013,486.12002423158265,838.6051788098512,1427.5924171234933,2736.4075828765067,3325.394821190149,3677.879975768417,4339.08350458757
2021-08-01,2021.0,-229.89680810208392,429.4943528806011,781.013340871509,1368.3861571799991,2673.613842820001,3260.986659128491,3612.5056471193984,4271.896808102084
2021-08-08,1917.0,-328.35044835576036,329.4159288610979,680.0687506385909,1265.9942411821985,2568.0057588178015,3153.931249361409,3504.5840711389014,4162.350448355761
2021-08-15,2093.0,-148.5135757284038,508.1288050941332,858.1824285529103,1443.106684978261,2742.893315021739,3327.81757144709,3677.871194905866,4334.513575728404
2021-08-22,2488.0,240.0579187271851,898.5835043768182,1249.6410573605435,1836.2428360040092,3139.7571639959906,3726.3589426394565,4077.416495623181,4735.942081272815
2021-08-29,1967.0,-296.60088713339474,366.51188267272414,720.0148465564268,1310.7027995928056,2623.2972004071944,3213.985153443573,3567.488117327275,4230.600887133394
2021-09-05,2323.0,55.568677010902775,719.8035575849922,1073.9047145669806,1665.5922220423522,2980.407777957648,3572.0952854330194,3926.1964424150074,4590.431322989098
