,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.75,q_0.9,q_0.95,q_0.99
2022-07-31,2040.9783,-3875.5374,-918.13666,7.299442,1103.2026,2978.754,4074.6567,5000.0933,7957.4937
2022-08-07,2891.1692,-2091.2063,465.15286,1239.4988,2136.7947,3645.5437,4542.839,5317.1855,7873.545
2022-08-14,2945.1992,-657.6506,1294.7899,1845.4686,2453.717,3436.6816,4044.9297,4595.6084,6548.0493
2022-08-21,2568.5972,-226.13359,1332.9327,1755.4674,2209.7573,2927.437,3381.727,3804.262,5363.328
2022-08-28,1943.8718,-1611.7192,341.80035,882.5587,1472.3414,2415.402,3005.1848,3545.943,5499.463
2022-09-04,4234.9136,1208.1724,2867.4548,3328.161,3831.6665,4638.161,5141.6665,5602.3726,7261.6553
2022-09-11,3105.2126,-1476.3187,907.35925,1616.6978,2428.956,3781.4695,4593.727,5303.0664,7686.7446
2022-09-18,2462.5562,-2218.2422,251.11458,972.86664,1789.4371,3135.6753,3952.2456,4673.998,7143.3545
2022-09-25,231.79294,-5688.8936,-2596.3772,-1680.7333,-635.77814,1099.3641,2144.3188,3059.963,6152.48
2022-10-02,1242.1351,-3536.3052,-969.12396,-236.59406,578.8814,1905.3889,2720.864,3453.394,6020.5757
2022-10-09,-392.97144,-6590.4956,-3367.8477,-2408.1604,-1308.7018,522.7589,1622.2168,2581.9048,5804.5527
2022-10-16,2080.6196,-2521.1692,-46.096012,659.0857,1443.318,2717.9214,3502.1533,4207.3354,6682.408
2022-10-23,633.75745,-5404.8975,-2258.3296,-1323.7959,-255.0681,1522.583,2591.3105,3525.8445,6672.413
2022-10-30,1132.8784,-3887.5771,-1192.4329,-422.60602,434.9779,1830.7789,2688.3628,3458.1897,6153.334
2022-11-06,1848.4927,-2309.6245,-49.6378,585.2532,1284.6377,2412.3477,3111.7322,3746.623,6006.61
2022-11-13,1750.8091,-2712.1382,-307.49963,375.99762,1134.9056,2366.7126,3125.6204,3809.118,6213.757
2022-11-20,346.50073,-4765.2886,-2048.7896,-1262.3701,-378.34583,1071.3473,1955.3713,2741.7908,5458.29
2022-11-27,1281.6945,-3548.6523,-974.15546,-231.73184,600.6605,1962.7283,2795.1204,3537.5444,6112.041
2022-12-04,5058.255,2799.8975,4063.3254,4404.3726,4770.062,5346.4478,5712.1367,6053.1846,7316.6123
2022-12-11,2244.091,-1333.1538,636.4774,1180.091,1771.8076,2716.3743,3308.0908,3851.7043,5821.3354
2022-12-18,1764.2775,-2705.9648,-313.6997,372.46954,1139.0085,2389.5464,3156.0854,3842.255,6234.5195
2022-12-25,1423.9789,-4337.771,-1384.2179,-488.52975,550.17224,2297.7854,3336.487,4232.176,7185.7285
2023-01-01,2408.3533,-2095.7852,307.54474,999.5796,1774.7019,3042.0044,3817.1265,4509.1616,6912.491
2023-01-08,1623.1874,-3079.9795,-600.62866,124.73342,945.91205,2300.4626,3121.6414,3847.0034,6326.354
2023-01-15,1365.7775,-3050.2322,-676.974,-0.07986422,753.2345,1978.3203,2731.6345,3408.529,5781.787
2023-01-22,3639.7856,933.8571,2447.6284,2856.2717,3294.4536,3985.118,4423.2993,4831.9424,6345.7144
