,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.5,q_0.75,q_0.9,q_0.95,q_0.99
2021-12-12,350.1932889011871,-8978.232308331224,-6245.507219679577,-4788.701860837101,-2354.4440486996446,350.1932889011871,3054.8304700052618,5489.088699467404,6945.89405830988,9678.618312312155
2021-12-19,350.58379093912936,-8988.243973673307,-6252.471611558474,-4794.041762814155,-2357.069499353262,350.58379093912936,3058.2369245602536,5495.209605811193,6953.639454555512,9689.410981090252
2021-12-26,350.70695574497995,-8991.401664794708,-6254.668189015923,-4795.725974230134,-2357.8975696028497,350.70695574497995,3059.311324366501,5497.1401469306065,6956.082361716397,9692.815001621539
2022-01-02,351.4311000368166,-9009.967228107647,-6267.582909389196,-4805.628251708704,-2362.766187227317,351.4311000368166,3065.6282302510317,5508.490713532201,6970.445371212693,9712.828852331579
2022-01-09,352.36719427024474,-9033.96674996193,-6284.2776419225365,-4818.428828817425,-2369.059801544806,352.36719427024474,3073.7940326170487,5523.163479804993,6989.0122929101035,9738.700561118849
2022-01-16,353.37933595635786,-9059.91597136301,-6302.328639495313,-4832.269313285099,-2375.8647034228147,353.37933595635786,3082.6232174149714,5539.028248398748,7009.087574608961,9766.674064233675
2022-01-23,353.8151687280834,-9071.089823050499,-6310.101480405331,-4838.229088275432,-2378.7949248409273,353.8151687280834,3086.4251041817665,5545.859689257145,7017.732081387043,9778.719580750465
2022-01-30,354.3402281778665,-9084.551262390554,-6319.465630685512,-4845.408989329836,-2382.325041310704,354.3402281778665,3091.0053393164676,5554.0897096021845,7028.146350957861,9793.231138129731
2022-02-06,354.3420956994195,-9084.599141784234,-6319.498936918702,-4845.434526666556,-2382.337597162417,354.3420956994195,3091.021630210452,5554.118981983402,7028.183392235548,9793.282752563458
2022-02-13,354.88796734369447,-9098.594162785948,-6329.234261390611,-4852.899023107708,-2386.00763963596,354.88796734369447,3095.783415728602,5562.675222119675,7039.010460402578,9808.369515959266
2022-02-20,355.7531046087251,-9120.774494591882,-6344.663514908622,-4864.729302448385,-2391.824191093445,355.7531046087251,3103.3302413295296,5576.235776634778,7056.169989095015,9832.280120877658
2022-02-27,356.3053104316316,-9134.93191084513,-6354.5118060181785,-4872.280415320978,-2395.5368199604313,356.3053104316316,3108.147281595556,5584.891301564473,7067.1226922616725,9847.541947871883
2022-03-06,356.67248388293007,-9144.345479430503,-6361.060145217238,-4877.3013116237025,-2398.00542622631,356.67248388293007,3111.350234599947,5590.646545043269,7074.405378636804,9857.68986275821
2022-03-13,357.32702736038226,-9161.126621681711,-6372.733572845874,-4886.251835999281,-2402.4060987804246,357.32702736038226,3117.0599938164587,5600.906156861263,7087.387893707855,9875.780090891796
2022-03-20,357.1500038546868,-9156.58810478678,-6369.576454711648,-4883.831136294282,-2401.2159219475893,357.1500038546868,3115.515770051342,5598.131410013025,7083.87672843039,9870.887527275543
2022-03-27,357.2139880542407,-9158.228527450105,-6370.717578179528,-4884.706085258694,-2401.6461049997065,357.2139880542407,3116.073921473973,5599.1343274242,7085.145820345034,9872.655918233131
2022-04-03,357.74323144228686,-9171.797234321775,-6380.156346727553,-4891.943199382509,-2405.204351216271,357.74323144228686,3120.6906542301176,5607.429928718295,7095.6430760633375,9887.283111013685
2022-04-10,358.6884508009347,-9196.030705531062,-6397.01382091599,-4904.868557592139,-2411.559316214792,358.6884508009347,3128.9360575235287,5622.24572634923,7114.390989673081,9913.407019391445
2022-04-17,359.1981966439283,-9209.099535636182,-6406.104861331436,-4911.839053441893,-2414.9864751707833,359.1981966439283,3133.3827079377083,5630.235714264636,7124.501522154178,9927.49534034729
2022-04-24,360.11925637722015,-9232.713603973389,-6422.531461715698,-4924.434041976929,-2421.1790084838867,360.11925637722015,3141.417360305786,5644.6728229522705,7142.77024269104,9952.951526641846
2022-05-01,360.8718420505941,-9252.008345539325,-6435.9534186904675,-4934.725239806086,-2426.23884519684,360.8718420505941,3147.9823680291665,5656.46919268871,7157.697371573092,9973.751438321355
2022-05-08,361.3056957877653,-9263.1314588702,-6443.690964593444,-4940.657952580341,-2429.1557610312175,361.3056957877653,3151.766991144003,5663.269613260447,7166.302625273549,9985.742258415667
2022-05-15,362.10046802688805,-9283.507776810064,-6457.865296069119,-4951.526028643052,-2434.499229417907,362.10046802688805,3158.7000036537647,5675.727234393358,7182.066501819425,10007.708119531473
2022-05-22,363.02067803574323,-9307.100059968534,-6474.276742079291,-4964.109397660752,-2440.68604980416,363.02067803574323,3166.7272436464987,5690.151024114151,7200.31836853269,10033.140821199811
2022-05-29,363.7085183845884,-9324.734865199534,-6486.544001335397,-4973.5152385573865,-2445.310586216253,363.7085183845884,3172.727460448895,5700.932546220788,7213.961308998799,10052.151306001419
2022-06-05,363.90589848194764,-9329.795283041043,-6490.064168232217,-4976.214303529426,-2446.637625912009,363.90589848194764,3174.4492602511627,5704.026371534556,7217.876236237347,10057.60648371422
