,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.5,q_0.75,q_0.9,q_0.95,q_0.99
2021-03-14,84.19324263689978,-7662.488520831446,-5393.129066511892,-4183.3419927535515,-2161.8411632560915,84.19324263689978,2330.2277985657415,4351.7286280632015,5561.515701821542,7830.8743559498935
2021-03-21,84.23404762855708,-7666.2022129327825,-5395.742893698888,-4185.3694860507285,-2162.8889184899817,84.23404762855708,2331.3571638556627,4353.837731416409,5564.211139064569,7834.669657719441
2021-03-28,84.20083375920537,-7663.179394418267,-5393.615327654371,-4183.71917576395,-2162.036081519856,84.20083375920537,2330.437899087645,4352.12099333174,5562.01714522216,7831.580411722706
2021-04-04,84.2671123486531,-7669.211457264574,-5397.860905755924,-4187.012385501137,-2163.737925734701,84.2671123486531,2332.2723005994967,4355.546760365933,5566.39528062072,7837.745031236093
2021-04-11,84.48212389722936,-7688.779815379929,-5411.633804814621,-4197.695746919644,-2169.2588060539474,84.48212389722936,2338.223204399055,4366.660145264752,5580.598203159728,7857.743410788242
2021-04-18,84.71357553033158,-7709.844397598506,-5426.459799049795,-4209.195973134041,-2175.20182062462,84.71357553033158,2344.629122648388,4378.623275157809,5595.887101073564,7879.270894485712
2021-04-25,84.96053766760026,-7732.320602132667,-5442.279342746142,-4221.466875727872,-2181.5431004873712,84.96053766760026,2351.464327225774,4391.388102466275,5612.200569484545,7902.241021387325
2021-05-02,85.19206296560573,-7753.391888647904,-5457.110055701232,-4232.970762158618,-2187.4880065616267,85.19206296560573,2357.872284308628,4403.355039905619,5627.494333448234,7923.775356710694
2021-05-09,85.2665406086145,-7760.170153348724,-5461.880836927086,-4236.671361420053,-2189.4003789724748,85.2665406086145,2359.9336121382157,4407.2045945857935,5632.414070092827,7930.702576122401
2021-05-16,85.35999487176902,-7768.67549411262,-5467.867195062521,-4241.3148592972175,-2191.8000165994576,85.35999487176902,2362.520158458047,4412.035001155807,5638.58733692111,7939.394824690936
2021-05-23,85.42403810403565,-7774.504115468806,-5471.969583884153,-4244.496999983354,-2193.4444632486866,85.42403810403565,2364.292691685937,4415.345228420604,5642.817812321403,7945.351532017101
2021-05-30,85.46585101095668,-7778.309538674642,-5474.647974650544,-4246.574573953468,-2194.5180988577476,85.46585101095668,2365.449953183352,4417.506428279073,5645.579828976149,7949.240580713892
2021-06-06,85.72407052099348,-7801.810284928648,-5491.188626863285,-4259.404825952953,-2201.1484357882405,85.72407052099348,2372.5967295940764,4430.853119758789,5662.6369206691215,7973.2577639939545
2021-06-13,85.8740956056863,-7815.464177489281,-5500.798716932535,-4266.859179973602,-2205.00064997375,85.8740956056863,2376.748994216323,4438.607524216175,5672.547061175108,7987.211705565453
2021-06-20,86.0784537450978,-7834.062961053566,-5513.889195302534,-4277.0132013580505,-2210.2479812795596,86.0784537450978,2382.40504216513,4449.1702622436205,5686.046256188105,8006.219203830471
2021-06-27,86.11513819107239,-7837.401639282002,-5516.2390745289185,-4278.835955518834,-2211.189932710283,86.11513819107239,2383.420362553176,4451.066385361728,5688.469504371811,8009.631250667572
2021-07-04,126.24753150605319,-7810.187890638385,-5485.241462724251,-4245.820743326555,-2174.8033992784067,126.24753150605319,2427.298462290513,4498.315806338662,5737.736525736357,8062.683773442319
2021-07-11,126.53860326561816,-7828.19477841466,-5497.8880377910855,-4255.6097546427745,-2179.817547631125,126.53860326561816,2432.894754162361,4508.686961174011,5750.965244322322,8081.272806627805
2021-07-18,126.66204154422518,-7835.831174448046,-5503.251221972394,-4259.761097624123,-2181.9439574287117,126.66204154422518,2435.2680405171623,4513.085180712573,5756.575305060845,8089.156080019957
2021-07-25,126.81275882255072,-7845.155160810756,-5509.799632498588,-4264.82985848668,-2184.5402889792945,126.81275882255072,2438.1658066243963,4518.455376131781,5763.425150143689,8098.781501918003
2021-08-01,126.93615708214897,-7852.789081104824,-5515.161077921732,-4268.979855591911,-2186.6660093893324,126.93615708214897,2440.5383235536306,4522.852169756208,5769.033392086029,8106.662219532558
2021-08-08,127.01476104828444,-7857.651843466541,-5518.5762871463185,-4271.623379357836,-2188.0200807973742,127.01476104828444,2442.049602893943,4525.652901454405,5772.6058092428875,8111.682190336964
2021-08-15,127.16549464403573,-7866.976839291848,-5525.12540663703,-4276.692688990448,-2190.6166934401303,127.16549464403573,2444.947682728202,4531.02367827852,5779.456395925102,8121.308654332565
2021-08-22,127.47748915533,-7886.278093938077,-5538.681039836969,-4287.185351714659,-2195.9912676248655,127.47748915533,2450.9462459355254,4542.140330025319,5793.636018147629,8141.233900027328
2021-08-29,242.86661452213147,-7776.846997724566,-5427.504601170897,-4175.078477158893,-2082.329468645863,242.86661452213147,2568.062853014003,4660.8114473300275,5913.2375713420315,8262.58079628971
2021-09-05,127.81121824317508,-7906.9239382531905,-5553.181003583802,-4298.408968263202,-2201.74025254382,127.81121824317508,2457.3626890301703,4554.031404749552,5808.803440070152,8162.547204685211
