,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.75,q_0.9,q_0.95,q_0.99
2021-11-28,2055.3132,1234.7134,1487.5144,1625.0319,1778.1218,2332.5046,2656.0908,2837.8455,3580.994
2021-12-05,2054.111,1247.2234,1510.5073,1623.4824,1776.129,2332.093,2645.616,2830.3374,3574.148
2021-12-12,2071.1848,1242.8303,1495.4973,1647.5088,1799.4736,2342.896,2613.6853,2763.601,3382.2664
2021-12-19,2034.2202,1295.7096,1496.4604,1663.1787,1796.4493,2271.9912,2495.9333,2614.8765,3142.6665
2021-12-26,2011.1736,1297.9539,1490.0061,1655.7429,1782.4341,2239.913,2457.4915,2570.9963,3084.7734
2022-01-02,2090.4197,1314.4844,1542.1794,1695.3032,1828.7186,2352.1206,2595.5242,2699.614,3229.9858
2022-01-09,2317.039,1494.5181,1639.1742,1825.8195,2018.6089,2615.4692,2902.1968,2989.4937,3619.5918
2022-01-16,2385.1475,1531.7085,1656.2471,1876.2639,2061.299,2708.9956,2974.393,3065.702,3678.0122
2022-01-23,2307.1553,1466.074,1590.5244,1811.498,1999.652,2614.6584,2911.168,3014.79,3670.446
2022-01-30,2224.7544,1396.4983,1534.775,1744.6467,1937.634,2511.875,2813.463,2946.9272,3644.0398
2022-02-06,2146.6519,1345.4265,1524.774,1684.9485,1876.4385,2416.8652,2708.1555,2856.3262,3606.6338
2022-02-13,2135.4644,1337.2024,1513.9109,1679.6105,1869.722,2401.2065,2692.7327,2844.291,3589.8123
2022-02-20,2291.63,1422.3508,1559.9546,1794.6694,1968.5107,2614.749,2900.095,3012.415,3683.4841
2022-02-27,2221.086,1371.412,1523.51,1740.7787,1916.2366,2525.935,2818.539,2955.699,3663.6235
2022-03-06,2152.5977,1337.2933,1524.8467,1686.1923,1874.9233,2430.2722,2718.3616,2883.4922,3645.5334
2022-03-13,2193.324,1340.0273,1518.3992,1707.0459,1899.093,2487.555,2769.4731,2937.3604,3684.8315
2022-03-20,2102.4805,1259.4078,1454.8086,1635.8815,1816.02,2388.9407,2678.2686,2833.1812,3603.4854
2022-03-27,2062.354,1226.9954,1426.8344,1604.1428,1785.0453,2339.6628,2628.1885,2776.4285,3548.3472
2022-04-03,2086.2537,1249.0259,1461.2526,1620.883,1806.8214,2365.686,2650.2876,2794.0151,3572.2896
2022-04-10,2237.6514,1289.7181,1483.1454,1718.6743,1894.6206,2580.682,2859.8384,2996.5232,3732.8716
2022-04-17,2160.6904,1251.5005,1452.5862,1661.5265,1847.0685,2474.3125,2764.8188,2922.9028,3689.6365
2022-04-24,2351.419,1352.7921,1522.5358,1797.9701,1979.4773,2723.3608,3010.7617,3118.467,3795.627
2022-05-01,2407.945,1405.4148,1587.4014,1840.6411,2025.6844,2790.2058,3067.9893,3172.6921,3841.7122
2022-05-08,2273.5024,1292.4314,1496.6333,1720.8148,1924.5697,2622.435,2926.7126,3093.0327,3854.166
2022-05-15,2400.8994,1377.282,1561.0969,1821.7598,2019.5222,2782.2769,3077.4675,3199.2847,3884.9248
2022-05-22,2440.541,1408.6165,1593.1727,1854.251,2051.9268,2829.1555,3119.8486,3244.785,3914.7134
